Chapter,hanzi,meaning,example_en,usage_note
Chapter 3,推敲,оттачивать формулировки,"Заголовок эссе он оттачивал долго, прежде чем остановиться.",Из истории о Цзя Дао.
Chapter 3,眼影,тени для век,Она слегка нанесла тени и выглядела свежее.,Косметика.
Chapter 3,灰晶,серовато-кристаллический оттенок,Тени с серовато-кристаллическим тоном подходят для повседневного макияжа.,Термин оттенка из текста.
Chapter 3,唇膏,губная помада,Она выбрала светлую помаду к простому весеннему наряду.,Косметика.
Chapter 3,面容,черты лица; облик,На старом фото лицо матери было мягким и твёрдым.,Книжное слово для лица.
Chapter 3,别扭,неловко; неудобно,Размер не подошёл — в этой одежде неловко.,Одежда или отношения.
Chapter 3,借题发挥,подвести под тему; говорить вскользь о другом,"Он говорил не столько об одежде, сколько о потреблении.",Часто критический оттенок.
Chapter 3,俏,миловидный; оживлённый,Весенний наряд сделал её особенно миловидной.,Часто о женщинах.
Chapter 3,酷,крутой; стильный,"Она считает, что короткие волосы с плащом выглядят круто.",Заимствование.
Chapter 3,时尚,мода; модный,"Мода меняется быстро, классика держится дольше.",Существительное или прилагательное.
Chapter 3,顺风,по ветру; гладко,В делах важен момент — по ветру легче.,Часто образно.
Chapter 3,逆风,против ветра; трудности,В перестройке отрасли компании идут против ветра.,Образные трудности.
Chapter 3,免不了,неизбежно,О разговоре об одежде неизбежно заходят эстетика и время.,Разговорное.
Chapter 3,出神,задуматься; быть в трансе,"Она смотрела на старую одежду, будто вернулась в прошлое.",Не сверхъестественное значение.
Chapter 3,清纯,чистый; невинный,"У неё была чистая, как весенний ветер, молодость.",Внешность или характер.
Chapter 3,尝试,пробовать; пытаться,"Она попробовала переделать старую вещь, чтобы села лучше.",Общий глагол.
Chapter 3,乃至,даже до; вплоть до,"Ткань настолько мягкая, что её можно носить вплотную к телу.",Книжный союз.
Chapter 3,毒品,наркотики,Молодёжи нужно знать вред наркотиков и держаться подальше.,Серьёзная тема.
Chapter 3,人生,жизнь; жизненный путь,"Одежда хранит не только моду, но и эпизоды жизни.",Широкое абстрактное существительное.
Chapter 3,体验,испытать; познать на себе,"Она день проработала швеёй, чтобы познать труд.",Часто глагол в текстах.
Chapter 3,跻身,войти в ряды; занять место,Бренд вышел на международные недели моды.,"Книжное, часто о бизнесе."
Chapter 3,竭诚,от всей души; с полной искренностьChapter 3,清纯,чистый; невиновный,"Ее юный воздух был чист, как весенний ветерок.",Часто описывает внешность или характер.
Chapter 3,尝试,пытаться; пытаться,Она попыталась перешить старую одежду на более подходящую.,Общий глагол.
Chapter 3,乃至,"даже для; зайти так далеко, что","Эта ткань настолько мягкая, что ее можно носить даже на коже.",Формальный письменный соединитель.
Chapter 3,毒品,наркотики; наркотики,Молодые люди должны понимать вред наркотиков и держаться подальше от них.,Серьезная социальная тема.
Chapter 3,人生,жизнь; вся жизнь,"Одежда фиксирует не только стиль, но и эпизоды жизни.",Широкое абстрактное существительное.
Chapter 3,体验,опыт (из первых рук),"Она провела день на фабрике, изучая работу швеи.",Часто глагол при чтении текстов.
Chapter 3,跻身,вступить в ряды; входить,Бренд присоединился к международным неделям моды и привлек к себе внимание.,"Формальный, часто деловой."
Chapter 3,竭诚,всем сердцем; с полной искренностью,Продавец искренне помог покупателям подобрать нужный размер.,Формальный срок службы.
Chapter 3,忠告,искренний совет,Искренний совет старейшин заставил его переосмыслить потребление одежды.,Существительное или глагол.
Chapter 3,童真,детская невинность,"Когда ребенок надел новую одежду, его лицо было полно невинности.",Позитивные детские качества.
Chapter 3,品尝,вкус; смаковать,Медленное смакование чашки чая – это тоже форма отдыха.,Может быть прямым или переносным.
Chapter 3,轻微,незначительный; незначительный,Ткань имеет лишь небольшие морщины; глажка исправит это.,Противоположность суровому.
Chapter 3,大麻,конопля; марихуана,Закон строго запрещает выращивать или продавать каннабис.,Обсуждайте только в контексте профилактики.
Chapter 3,在世为人,прожить свою жизнь в этом мире,"Жизнь в этом мире требует как достоинства, так и умеренности.",Философская фраза.
Chapter 3,底线,итоговая линия; предел,"Потребление может преследовать красоту, но не должно переходить грань разума.",Распространенная метафора.
Chapter 3,白领,служащий,Многие служащие предпочитают простую и яркую офисную одежду.,Термин социальной категории.
Chapter 3,型,стиль; тип; модель,В этом году в моде пальто свободного кроя.,Сокращение от 型号/款式.
Chapter 3,差异,разница; несоответствие,Разница между этими двумя тканями заключается главным образом в воздухопроницаемости и ощущениях.,Формальное существительное.
Chapter 3,望去,смотреть вперед; смотреть в направлении,"Он выглянул; толпа на улице нахлынула, как прилив.",Литературный глагол движения.
Chapter 3,透亮,яркий и ясный; полупрозрачный,"Марля яркая и прозрачная, подходит для весны и лета.",Описывает легкие материалы.
Chapter 3,哲理,философия; философское понимание,Эссе черпает много жизненной философии из одного предмета одежды.,Абстрактное существительное.
Chapter 3,启示,просветление; откровение,Бережливость матери дала ему великое просвещение.,Позитивное понимание.
Chapter 3,衣橱（柜）,гардероб; шкаф,Она открыла шкаф; Внутри висела весенняя одежда многих лет.,柜 — разговорный вариант.
Chapter 3,质地,текстура; качество материала,Это пальто имеет плотную текстуру и хорошо сохраняет тепло.,Используется для тканей.
Chapter 3,绝迹,исчезнуть; вымереть,Эта старинная пуговица-лягушка почти исчезла в городе.,Часто по обычаям/видам.
Chapter 3,裤腿,штанина,"Брюки длинноваты, их нужно укоротить на дюйм.",Часть одежды.
Chapter 3,灰白,пепельно-белый; серовато-белый,На висках матери уже было несколько пепельно-белых прядей.,Описание цвета.
Chapter 3,腰围,линия талии; измерение талии,Портной тщательно измерил ее талию и плечи.,Замер одежды.
Chapter 3,容下,держать; разместить,В этот маленький гардероб больше не поместится зимняя одежда.,Пространственная емкость.
Chapter 3,当下,в настоящий момент; прямо сейчас,Современные тенденции могут подойти не всем.,Ссылка на время.
Chapter 3,遗弃,покидать; оставить,"Не следует случайно отказываться от одежды, которую еще можно носить.",Сильный негатив.
Chapter 3,羞涩,застенчивый; застенчивый,"Она застенчиво опустила голову, чтобы поправить воротник.",Нежная эмоция.
Chapter 3,初恋,первая любовь,Старая фотография напомнила ему о невинности первой любви.,Эмоциональная память.
Chapter 3,见证,свидетель; свидетельствовать,Эта одежда стала свидетелем перемен времени.,Часто образно.
Chapter 3,沐浴,купаться; греться в,Ранним утром она грелась в нежном весеннем свете.,Часто образно.
Chapter 3,世俗,светский; мирской,Не беспокойтесь слишком о мирских суждениях об одежде.,Может быть нейтральным или критическим.
Chapter 3,军绿,армейский зеленый,Когда-то тренчи армейского зеленого цвета были очень популярны.,Цветовой термин.
Chapter 3,苗条,стройный; стройный,Хорошо приталенный крой делал ее стройнее.,Обычно для женщин.
Chapter 3,九牛二虎之力,огромные усилия,"Он приложил огромные усилия, чтобы перенести старый деревянный сундук наверх.",Преувеличенная идиома.
Chapter 3,讨,попросить; требовать,Цвет этой одежды очень приятный.,Многозначный; контекст имеет значение.
Chapter 3,到手,получать; схватить,"Он долго стоял в очереди, прежде чем получил пальто ограниченной серии.",Разговорное приобретение.
Chapter 3,国防绿,национальная оборона зеленый,Зеленые пальто национальной обороны были обычным явлением в 1980-х годах.,Термин модной эпохи.
Chapter 3,军用,военного назначения,"Военный холст прочен, его использовали для изготовления сумок и обуви.",Термин материала/стиля.
Chapter 3,水壶,столовая; чайник; бутылка с водой,Он взял флягу и продолжил путь по горной тропе.,Повседневный предмет.
Chapter 3,强劲,мощный; крепкий,Сильный ветер заставил дребезжать вешалку для одежды.,Часто для силы/тренда.
Chapter 3,风行,быть в моде; преобладать,"Широкие брюки когда-то были в моде, но затем постепенно исчезли.",Контекст моды.
Chapter 3,置身于,поместиться в; быть погруженным в,"Помещенный в выставочный зал, он словно вошел в историю платья.",Литературный.
Chapter 3,审美,эстетика; вкус красоты,Чтение и путешествия помогают расширить эстетическое чутье.,Часто употребляется как существительное.
Chapter 3,潮流,тенденция; волна моды,"Тенденции меняются, но соответствие и уместность всегда имеют значение.",Модный термин.
Chapter 3,昂奋,взволнованный; разбудил,"Услышав хорошие новости, он воодушевился и воодушевился.",Литературная эмоция.
Chapter 3,置备,покупка; оборудовать,Она купила набор учебных принадлежностей на новый семестр.,Официальная покупка.
Chapter 3,沉浸,быть погруженным в,Она погрузилась в воспоминания и потеряла счет времени.,Образное распространённое.
Chapter 3,溢美之词,чрезмерная похвала; лесть,Оценивайте работу реалистично и избегайте чрезмерной похвалы.,Критика лести.
Chapter 3,开度,ширина раскрытия (одежды),"Передняя часть пальто умеренная, что облегчает ходьбу.",Срок проектирования одежды.
Chapter 3,极为,очень сильно; чрезвычайно,Она чрезвычайно разборчива в деталях.,Формальный усилитель.
Chapter 3,夸张,преувеличенный; преувеличивать,Называть старую одежду никчемной – несколько преувеличено.,Может быть прил. или глаголом.
Chapter 3,大摇大摆,развязность; ходить напоказ,"Он с важным видом вошел в конференц-зал, как будто там больше никого не было.",Часто негативный тон.
Chapter 3,提携,руководство и поддержка; наставник,Поддержка старших наставников помогла ему избежать отклонений в карьере.,Формальный/вежливый.
Chapter 3,前辈,старший; старшее поколение,"Старшие напомнили ему, что одежда должна соответствовать случаю.",Уважительный термин.
Chapter 3,感念,вспоминаю с благодарностью,Он с благодарностью вспоминает прошлый труд и заботу своей матери.,Теплый формальный тон.
Chapter 3,女郎,барышня; женщина,Девушка на обложке журнала была одета в элегантный весенний наряд.,Немного устаревший/официальный.
Chapter 3,眼神,смотреть в глаза; выражение,"Взгляд матери был нежным, как бы ободряющим его.",Эмоциональное чтение.
Chapter 3,凸现,выделяться; ясно проявляться,Под светом текстура ткани отчетливо выделялась.,Формально написано.
Chapter 3,诧异,пораженный; удивлен,Он был удивлен внезапным ростом цен.,Выражает удивление.
Chapter 3,不快,несчастный; недовольный,Шутка друга вызвала у него некоторое недовольство.,Эмоциональное состояние.
Chapter 3,浮现,появляться; прийти на ум,"Прошлое проявилось так же ясно, как старая фотография.",Часто воспоминания/образы.
Chapter 3,就此,в этот момент; таким образом,На этом дискуссия останавливается и подходит к концу.,Завершает действие.
Chapter 3,吱声,произнести звук; высказывайся,"Он долго сидел в углу, не говоря ни слова.",Северный разговорный.
Chapter 3,抗拒,сопротивляться; отклонять,Не все молодые люди сопротивляются традиционным элементам одежды.,Психологическое или физическое.
Chapter 3,毋庸,ненужно; незачем,"Излишне говорить, что эстетика меняется со временем.",Формальный.
Chapter 3,成因,причина; способствующий фактор,Эксперты проанализировали причины такого потребительского мышления.,Академический тон.
Chapter 3,预示,предвещать; предвещать,Распускающиеся бутоны предвещают приход весны.,Формальный прогноз.
Chapter 3,凝固,затвердевать; заморозить (в переносном смысле),В этот момент на фотографии ее улыбка как будто застыла.,Часто фигуративен в литературе.
Chapter 3,多变,изменчивый; изменчивый,"Весенняя погода переменчива, поэтому одежда должна быть легко многослойной.",Описывает нестабильность.
Chapter 3,预料,ожидать; предвидеть,"Он не ожидал, что старая одежда так хорошо ему подойдет.",Прогноз.
Chapter 3,降临,случиться; приезжать,"Тихо пришла весна, и улицы окрасились в более светлые тона.",Официальное прибытие.
Chapter 3,微颤,слегка дрожать,"Ее голос слегка дрожал, но она все же закончила рассказ.",Тонкое движение.
Chapter 3,劲风,сильный ветер; шторм,"Сильный ветер поднял подол его пальто, и он схватился за шарф.",Снимки погоды.
Chapter 3,相当于,эквивалент; составлять,Эти расходы составили половину стоимости проживания за месяц.,Сравнение.
Chapter 3,效应,эффект,Фирменная одежда иногда производит эффект понтов.,Академический/общий.
Chapter 3,轻飘,легкий и воздушный; хрупкий,Легкий снег упал ему на плечи и сразу растаял.,Фактура или манера.
Chapter 3,诡谲,странный; непредсказуемый,Ночь была жуткой и непредсказуемой; уличные фонари качались на ветру.,Литературное прилагательное.
Chapter 3,穿着,наряд; одежда,"Ее одежда была простой, но чистой и приличной.",Существительное фокус.
Chapter 3,饮食,диета; еда и напитки,"Разумная диета важнее, чем слепая погоня за модой.",Тема повседневной жизни.
Chapter 3,俗世,смертный мир; светский мир,Он сохранил чувствительность к красоте и в светском мире.,Литературный.
Chapter 3,无可责备,безупречный; безупречный,"Его обращение было уверенным и тщательным, безупречным.",Формальная похвала.
Chapter 3,甚或,даже; или даже,Изменение коснулось даже повседневных привычек в одежде.,Формальный усилитель.
Chapter 3,有助于,быть благоприятным; помощь,Чтение классики помогает улучшить языковое выражение.,Формальная структура с 于.
Chapter 3,提升,поднять; улучшать,Соответствующее платье может поднять настроение.,Часто встречается в работе/жизни.
Chapter 3,情趣,очарование; обращаться; вкус,Букет придает помещению очарования.,Позитивная эстетика.
Chapter 3,良性,доброкачественный; положительный (цикл),Рациональное потребление помогает формировать положительные привычки.,Часто 良性循环.
Chapter 3,宣泄,выход (эмоций); выпускать,Писательство — один из способов выразить свои чувства.,Психологический термин.
Chapter 3,夕阳,заходящее солнце; последние годы,Заходящее солнце окрасило вешалку для одежды у окна в золотой цвет.,Часто поэтично.
Chapter 3,作伴,составить компанию; сопровождать,"Когда он пишет дома, он держит кошку в компании.",Товарищество.
Chapter 3,活力,жизненная сила; энергия,Легкая весенняя одежда сделает образ более энергичным.,Позитивное качество.
Chapter 3,关爱,заботиться; проявить беспокойство,Родительская забота является жизненно важной поддержкой для роста ребенка.,Теплый социальный термин.
Chapter 3,底层,нижний слой; низовой уровень,Он заботится о нуждах рабочих в одежде на низовом уровне.,Термин социальной стратификации.
Chapter 3,深思,подумать глубоко; отражать,Этот вопрос заслуживает глубокого размышления.,Формальная рефлексия.
Chapter 3,体味,смаковать; ценить (опыт),"Только медленно смакуя, можно прочитать эмоции, стоящие за словами.",Литературный глагол.
Chapter 3,松糕鞋,туфли на платформе,"Обувь на платформе когда-то была модной, но позже стала редкостью.",Модная вещь.
Chapter 3,三娘教子,Сан Нианг учит своего сына (оперный рассказ),"В тексте эта история упоминается, чтобы проиллюстрировать важность семейного воспитания.",Культурная справка.
Chapter 3,性解放,сексуальное освобождение (академический смысл),На уроке обсуждается идея сексуального освобождения в академическом контексте.,Говорите нейтральным академическим тоном.
Chapter 3,新新人类,молодежь нового поколения (семестр 1990-х годов),Эстетика этого поколения отличается от эстетики старших родственников.,Сленг того периода.
Chapter 3,毛蓝布,грубая синяя хлопчатобумажная ткань,В детстве он однажды носил брюки из грубого синего хлопка.,Существенный срок периода.
Chapter 3,喇叭裤,брюки-клеш,Брюки-клеш были очень популярны в 1970-х годах.,История моды.
Chapter 4,蜗牛,улитка; медленный темп (метафора),Автор использует улитку как метафору медленной жизни в быстро меняющемся обществе.,Центральная метафора урока.
Chapter 4,七荤八素,испытывающий головокружение; в полном беспорядке,Несколько дней сверхурочной работы совершенно дезориентировали его.,Разговорная идиома.
Chapter 4,怨艾,негодование; злоба,Не питайте обиды на прошлое; научиться отпускать имеет большее значение.,Литературное существительное.
Chapter 4,闲者,неторопливый человек; бездельник,"У тех, у кого есть досуг, есть время понаблюдать за подробностями жизни.",Термин философского эссе.
Chapter 4,连声,в быстрой последовательности; неоднократно,Публика неоднократно аплодировала; атмосфера была оживленной.,Наречия.
Chapter 4,赞许,утвердить; хвалить,"Учитель похвалил его твёрдое, серьёзное отношение к учёбе.",Положительная оценка.
Chapter 4,属,принадлежать; категория,"Этот вопрос относится к обсуждению образа жизни, и его не следует чрезмерно политизировать.",Множество чувств; контекстно-зависимый.
Chapter 4,版,версия; версия,Книга имеет переработанное издание с более точным содержанием.,Срок публикации.
Chapter 4,足以,"достаточно, чтобы; достаточно, чтобы","Достаточно нескольких примеров, чтобы проиллюстрировать его точку зрения.",Формальный.
Chapter 4,接轨,подключиться к (стандартам); интегрировать,Городское развитие должно соответствовать экологическим концепциям.,Часто экономические/стандарты.
Chapter 4,步伐,шаг; шагать,Нам следует скорректировать темп и не торопить события.,В прямом и переносном смысле.
Chapter 4,提速,ускориться; ускоряться,"После того, как высокоскоростная железная дорога ускорилась, время в пути значительно сократилось.",Термин современной жизни.
Chapter 4,超速,превышение скорости; превышать ограничение скорости,Превышение скорости очень опасно и его необходимо остановить.,Термин трафика.
Chapter 4,镜头,объектив камеры; выстрелил,Камера медленно перемещалась по пустой улице.,Медийный словарь.
Chapter 4,隐去,скрывать; исчезнуть из поля зрения,В сумерках далекие горы постепенно исчезли из виду.,Литературный.
Chapter 4,起身,вставать; рост,"Он встал, чтобы закрыть окно, и в комнате стало тихо.",Ежедневное движение.
Chapter 4,卡,застрявший; карта (смысл заимствования),"Компьютер снова завис, поэтому ему пришлось приостановить работу.",Технический разговорный.
Chapter 4,家人,члены семьи,"Независимо от того, насколько вы заняты, выделите время для семьи.",Теплый семейный термин.
Chapter 4,恋人,возлюбленный; дорогой,Пара медленно шла под заходящим солнцем.,Срок отношений.
Chapter 4,书信,письмо; переписка,С дальними друзьями он поддерживал связь посредством писем.,Традиционное общение.
Chapter 4,灶,кухонная плита; очаг,Чайник на плите закипел с тихим звуком.,Образы домашней жизни.
Chapter 4,往日,прежние дни; прошлое,"Раньше в кругу семьи, собиравшейся у печи, было тепло.",Ностальгия.
Chapter 4,阖家,вся семья,Праздник Весны – важное время для воссоединения всей семьи.,Формальный/письменный.
Chapter 4,进餐,пообедать; обедать,Медленный прием пищи и хорошее пережевывание способствуют пищеварению.,Формально для еды.
Chapter 4,天伦之乐,семейное счастье; домашняя радость,Возвращение домой на выходные приносит семье радость и отдых.,Семейная идиома.
Chapter 4,追忆,вспомнить; вспоминать,Он вспомнил о более медленном темпе жизни в прошлом.,Литературная память.
Chapter 4,场景,сцена; параметр,Описание сцены в начале очень деликатное.,Повествовательный термин.
Chapter 4,弹簧,весна; вернуться назад (метафора),"Пружина восстанавливается после давления, как темп жизни.",Физическая метафора в тексте.
Chapter 4,松弛,расслабляться; ослабить,Выходные расслабили его напряжённые нервы.,Противоположность времени.
Chapter 4,有心,намеренно; внимательный,"Он хотел притормозить, но рабочие звонки прервали.",Намерение или забота.
Chapter 4,放缓,замедлять; простота,Город начал выступать за более медленный темп жизни.,Термин политика/образ жизни.
Chapter 4,步子,шаг; шаг,"Его шаги замедлились, и уличные сцены стали яснее.",Разговорный.
Chapter 4,人潮,толпа; поток людей,"В час пик толпы людей растут, а метро забито до отказа.",Городские образы.
Chapter 4,蒸汽机,паровой двигатель,"Паровой двигатель изменил то, как люди производят товары.",Промышленная история.
Chapter 4,原意,оригинальный смысл; намерение,Цитирование вне контекста искажает первоначальный замысел автора.,Интерпретация текста.
Chapter 4,劳动力,рабочая сила; рабочая сила,Эпоха пара высвободила большое количество рабочей силы.,Экономический термин.
Chapter 4,随之而起,возникнуть вместе с ним,"Вместе с этим возникли новые технологии, и темп жизни продолжал ускоряться.",Формальная последовательность.
Chapter 4,休闲,досуг; расслабляться,По выходным он любит читать и отдыхать дома.,Современный образ жизни.
Chapter 4,增,увеличивать; добавлять,В последние годы городское население продолжало расти.,Часто в соединениях.
Chapter 4,后期,более поздний этап; последний период,На более позднем этапе это эссе было сильно переработано.,Период времени.
Chapter 4,大大,сильно; значительно,Новая политика значительно сократила время утверждения.,Разговорный усилитель.
Chapter 4,精简,рационализация; упрощать,Оптимизация совещаний оставляет больше времени для размышлений.,Положительная эффективность.
Chapter 4,冷冰冰,ледяной; холодно (манера),За ледяными данными все еще скрывается человеческое тепло.,Редупликация.
Chapter 4,失却,терять; лишиться права,Быстрый темп заставил нас потерять терпение к медленному разговору.,Литературный.
Chapter 4,浪漫,романтический,Он по-прежнему сохраняет романтику и любит гулять по ночам.,Позитивная эстетика.
Chapter 4,悠闲,неторопливо; беззаботный,Жизнь в маленьком городке нетороплива; время кажется замедленным.,Идеальная медленная жизнь.
Chapter 4,节奏,ритм; шаг,"Поиск собственного ритма важнее, чем скорость вслепую.",Центральная тема урока.
Chapter 4,目眩,испытывающий головокружение; ослепленный,Неоновые огни ослепляют глаза и могут сбить с толку.,Физическое ощущение.
Chapter 4,递增,постепенно увеличиваться,"Давление на городское население возрастает с каждым годом, и его необходимо уравновешивать.",Описание тренда.
Chapter 4,分秒必争,каждая минута имеет значение; гонка на время,"Он гонится за временем на работе и редко останавливается, чтобы отдохнуть.",Занятой образ жизни.
Chapter 4,视为,считать; относиться как,Многие считают занятость признаком успеха.,Формальный.
Chapter 4,等同,приравнивать к; быть равным,Эффективность нельзя приравнивать к богатству человечества.,Сравнение.
Chapter 4,懒惰,ленивый,Медленная жизнь не означает лень.,Часто негативный.
Chapter 4,资讯,информация; новости,"Чем больше у нас информации, тем больше мы должны научиться ее фильтровать.",Современный медиа-термин.
Chapter 4,快捷,быстро и удобно,"Быстро – это не то же самое, что качественно; знай свою цель.",Современная жизнь.
Chapter 4,回报,награда; возвращаться,Люди работают и тоже рассчитывают на разумную отдачу.,Экономический/социальный.
Chapter 4,理财,управлять финансами; финансовое планирование,Разумное финансовое планирование помогает снизить жизненное давление.,Современное мастерство.
Chapter 4,忙碌,занятый; суматошный,"Он занят весь день, но редко отдыхает по-настоящему.",Общее государство.
Chapter 4,鼓吹,адвокат; проповедовать (часто отрицательно),СМИ не должны слепо проповедовать высокое потребление.,Часто критичен.
Chapter 4,高消费,высокое потребление,Высокое потребление не обязательно приносит счастье.,Экономический образ жизни.
Chapter 4,模式,модель; шаблон; режим,Нам нужно задуматься о нашей нынешней модели образа жизни.,Абстрактные рамки.
Chapter 4,需求,требовать; нуждаться,"Потребности человека – это не только материальное, но и духовное пространство.",Экономический/психологический.
Chapter 4,最多,максимум; максимум,Прогулка по этому участку занимает не более двадцати минут.,Ограничьте выражение.
Chapter 4,栋,мерное слово для зданий,Вдалеке на углу тихо стояло старое здание.,Измерить слово.
Chapter 4,传媒,СМИ,"СМИ формируют то, как люди представляют себе быструю и медленную жизнь.",Современное общество.
Chapter 4,豪华,роскошный; щедрый,"Роскошь – это не то же самое, что комфорт, и тем более счастье.",Критика потребления.
Chapter 4,渺小,крошечный; незначительный,В городской толпе человек кажется крошечным.,Может быть скромным или негативным.
Chapter 4,寒酸,потертый; в дурном вкусе,Не насмехайтесь над потертым платьем; уважение важнее.,Часто о внешности.
Chapter 4,呈现,подарок; показывать,В произведении представлены противоречия современной жизни.,Формальный показ.
Chapter 4,上流社会,высший класс; высшее общество,В романе высший свет противопоставляется низовому.,Термин социальный класс.
Chapter 4,似,казаться; нравиться,Ночь была чернильной; уличные фонари усеивали дорогу.,Литературная связка.
Chapter 4,伸手可及,в пределах досягаемости,Удобные удобства делают многое под рукой.,Образная близость.
Chapter 4,遥遥无期,в неопределенном будущем; нигде не видно,"Если только торопить настоящее, отдых отступает на неопределенное время.",Долго ждать.
Chapter 4,昔日,прежние дни; в прошлом,Бывший переулок стал торговой улицей.,Ностальгический формализм.
Chapter 4,引发,курок; искра,Это эссе вызвало дискуссию о медленной жизни.,Причина-следствие.
Chapter 4,亡命,спасаясь бегством; отчаянный,"Текст не поощряет отчаянную, рискованную для жизни спешку.",Крепкое слово; привязанный к контексту.
Chapter 4,疾奔,торопиться; спринт,"Он помчался к метро, ​​но все равно промахнулся.",Срочное движение.
Chapter 4,急剧,стремительный; острый,Темп жизни резко ускорился; многие испытывают тревогу.,Наречие интенсивности.
Chapter 4,欲念,желание; страстное желание,Потребительская реклама легко возбуждает желания людей.,Философский/психологический.
Chapter 4,刻意,умышленно; намеренно,"Он намеренно замедлял свою речь, чтобы слушатели слышали каждое слово.",Преднамеренное усилие.
Chapter 4,足够,достаточно; достаточный,"Оставляйте достаточно времени для сна каждый день, чтобы организм мог восстановиться.",Достаточность.
Chapter 4,整日,весь день,"Он весь день сидит за компьютером, и его глаза устают.",Промежуток времени.
Chapter 4,预测,предсказывать; прогноз,Никто не может точно предсказать тенденции следующего сезона.,Будущая оценка.
Chapter 4,闲暇,свободное время; свободное время,"Когда есть время прогуляться, вдоль дороги можно заметить деревья и цветы.",Позитивное свободное время.
Chapter 4,起码,по меньшей мере; минимум,"Как минимум, обеспечьте себе семь часов сна в день.",Разговорный минимум.
Chapter 4,沮丧,удрученный; обескураженный,Длительное истощение несколько обескуражило его.,Эмоциональный низкий уровень.
Chapter 4,过于,чрезмерно; слишком,Чрезмерная погоня за скоростью заставляет игнорировать процесс.,Лишний маркер.
Chapter 4,乐观,оптимистичный,"Сохраняйте оптимизм, честно встречая жизненные трудности.",Позитивный настрой.
Chapter 4,层次,уровень; слой,Чтение должно быть глубоким; одной скорости недостаточно.,Структурный термин.
Chapter 4,专利,патент; исключительное право,Патентные технологии способствовали быстрому промышленному развитию.,Юридический/бизнес.
Chapter 4,稀世珍品,редкое сокровище,В музее представлены редкие сокровища.,Сильная редкость.
Chapter 4,快速,быстрый; стремительный,"Быстрый транспорт сокращает расстояние, но сжимает ощущение времени.",Современное ключевое слово.
Chapter 4,误导,вводить в заблуждение,Реклама не должна вводить общественность в заблуждение.,Негативное влияние.
Chapter 4,率先,взять на себя инициативу; будь первым,"Он был первым, кто предложил замедлить темп команды.",Лидерство.
Chapter 4,质疑,вопрос; испытание,Читатели имеют право подвергнуть сомнению выводы эссе.,Критическое мышление.
Chapter 4,美食,изысканная еда; вкусная еда,"Только замедлившись, можно по-настоящему насладиться вкусной едой.",Позитивный образ жизни.
Chapter 4,著称,быть известным; прославиться,Этот город известен своей кухней.,Формальная репутация.
Chapter 4,抵制,сопротивляться; бойкотировать,Он пытается противостоять бессмысленной культуре сверхурочной работы.,Активная оппозиция.
Chapter 4,崇尚,адвокат; поддерживать; почитать,Все больше людей придерживаются простого образа жизни.,Положительное значение.
Chapter 4,批量,партиями; масса,"Массовое производство повышает эффективность, но снижает индивидуальность.",Промышленный термин.
Chapter 4,全球,глобальный; по всему миру,Глобальные связи ускоряют распространение информации.,Международный масштаб.
Chapter 4,众人,толпа; каждый,"Толпа спешит, редко глядя на небо.",Собирательное существительное.
