"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"December 2025/成语","畅所欲言","chàngsuǒyùyán","F.E. speak out freely；字面指 fluently saying all one wants (idiom)；to preach freely on one's favorite topic；比喻hold forth to one's heart's content","F.E. speak out freely；lit. fluently saying all one wants；to preach freely on one's favorite topic；to hold forth to one's heart's content","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"December 2025/成语","精打细算","jīngdǎxìsuàn","careful calculation and strict budgeting","careful calculation and strict budgeting","成语","","中性","对人力物力的使用要精打细算。","Duì rénlì wùlì de shǐyòng yào jīngdǎxìsuàn.","固定搭配，整体理解，不宜逐字直译。","",""
"December 2025/成语","获益良多","huòyì liángduō","benefit a great deal","benefit a great deal","成语","","褒义","","","固定搭配，整体理解，不宜逐字直译。","",""
"December 2025/成语","针锋相对","zhēnfēngxiāngduì","比喻oppose each other with equal harshness；tit for tat；measure for measure","to oppose each other with equal harshness；tit for tat；measure for measure","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"December 2025；December 2025/成语","各抒己见","gèshūjǐjiàn","F.E. each airs his own views；F.E. each airs his own views","F.E. each airs his own views；F.E. each airs his own views","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"December 2025；December 2025/成语","针尖对麦芒","zhēnjiānduìmàimáng","sharply opposed to each other, with neither prepared to give an inch；sharply opposed to each other, with neither prepared to give an inch","sharply opposed to each other, with neither prepared to give an inch；sharply opposed to each other, with neither prepared to give an inch","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","一张一弛","yīzhāngyīchí","tension alternating with relaxation","tension alternating with relaxation","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","一模一样","yīmúyīyàng","exactly alike；(idiom) exactly alike；identical；also pr. [yi1mo2-yi1yang4]","exactly alike；identical；also pr","成语","","中性","她长得跟她母亲一模一样。","Tā zhǎng de gēn tā mǔqin yīmúyīyàng.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","一言既出,驷马难追","yī yán jì chū sìmǎ nán zhuī","F.E. A word spoken is past recalling","F.E. A word spoken is past recalling","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","与时俱进","yǔshíjùjìn","keep on developing and advancing with the passing of time；keep abreast of the times 具有与时俱进的特点 jùyǒu yǔshíjùjìn de tèdiǎn possess the character of keeping pace with the times；abreast of modern developments；比喻keep up with the times","keep on developing and advancing with the passing of time；keep abreast of the times 具有与时俱进的特点 jùyǒu yǔshíjùjìn de tèdiǎn possess the character of keeping pace with the times；abreast of modern developments；to keep up with the times；progressive；timely","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","东奔西走","dōngbēnxīzǒu","F.E. run about busily；比喻run this way and that (idiom)；to rush about busily；比喻bustle about；比喻hopscotch","F.E. run about busily；to run this way and that；to rush about busily；to bustle about；to hopscotch；also 東跑西顛|东跑西颠","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","争先恐后","zhēngxiānkǒnghòu","strive to be the first and fear being left behind","strive to be the first and fear being left behind","成语","","中性","争先恐后地报名参军 Zhēngxiānkǒnghòu de bàomíng cānjūn vie with each other to sign up for military service 一帮人争先恐后地抢好座位。","Zhēngxiānkǒnghòu de bàomíng cānjūn vie with each other to sign up for military service 一帮人争先恐后地抢好座位。 yī bāng rén zhēngxiānkǒnghòu de qiǎng hǎo zuòwèi.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","互不干涉内政","hù bù gānshè nèizhèng","not interfere in each other’s internal affairs","not interfere in each other’s internal affairs","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","人不可貌相","rén bù kě mào xiàng","never judge a person by his appearance；You can't judge people by appearances. or Don't judge a book by its cover；you can't judge a person by appearance (idiom)；you can't judge a book by its cover","never judge a person by his appearance；You can't judge people by appearances. or Don't judge a book by its cover；you can't judge a person by appearance；you can't judge a book by its cover；often in combination 人不可貌相，海水不可斗量","成语","","中性","","You can't judge people by appearances.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","倾盆大雨","qīngpéndàyǔ","heavy downpour；torrential rain","heavy downpour；torrential rain","成语","赶上一场倾盆大雨；下起了倾盆大雨","中性","赶上一场倾盆大雨 gǎnshàng yī cháng qīngpéndàyǔ be caught in a downpour 下起了倾盆大雨。","Xià qǐ le qīngpéndàyǔ.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","光明磊落","guāngmínglěiluò","open and aboveboard tā wéirén guāngmínglěiluò","open and aboveboard tā wéirén guāngmínglěiluò","成语","他为人光明磊落","中性","他为人光明磊落。","He is open and aboveboard with others.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","千辛万苦","qiānxīnwànkǔ","innumerable trials and tribulations；比喻suffer untold hardships (idiom)；trials and tribulations；with difficulty；after some effort","innumerable trials and tribulations；to suffer untold hardships；trials and tribulations；with difficulty；after some effort","成语","历尽千辛万苦","中性","历尽千辛万苦 Lìjìn qiānxīnwànkǔ go through innumerable (or untold) hardships 他幼年丧父, 母亲在千辛万苦中把他扶养成人。","Lìjìn qiānxīnwànkǔ go through innumerable (or untold) hardships 他幼年丧父, 母亲在千辛万苦中把他扶养成人。 Tā yòunián sàng fù, mǔqin zài qiānxīnwànkǔ zhōng bǎ tā fúyǎng chéngrén.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","发酒疯儿","fā jiǔfēngr","O. get drunk and behave irrationally","O. get drunk and behave irrationally","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","大千世界","dàqiānshìjiè","the kaleidoscopic world；great wide world；marvelously diverse world；(Buddhism) cosmos (abbr. for 三千大千世界[san1 qian1 da4 qian1 shi4 jie4])","the kaleidoscopic world；great wide world；marvelously diverse world；(Buddhism) cosmos (abbr. for 三千大千世界 )","成语","","贬义","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","好汉不提当年勇","hǎohàn bù tí dāngnián yǒng","well-known phrase A hero is silent about his past glories","well-known phrase A hero is silent about his past glories","成语","","中性","","A hero is silent about his past glories.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","姗姗来迟","shānshānláichí","be slow in coming；be late；比喻be late；比喻arrive slowly","be slow in coming；be late；to be late；to arrive slowly；to be slow in the coming","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","安居乐业","ānjūlèyè","F.E. live and work in peace and contentment；be without fear","F.E. live and work in peace and contentment；be without fear","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","干净利落","gānjìnglìluo","neat and tidy；neat；squeaky clean；efficient","neat and tidy；neat；squeaky clean；efficient","成语","办事干净利落；仗打得干净利落","中性","办事干净利落 bànshì gānjìnglìluo be efficient 仗打得干净利落。","The battle was neatly won.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","徒有其名","túyǒuqímíng","have a false (or unearned, undeserved) reputation；with an undeserved reputation (idiom)；unwarranted fame；nowhere near as good as he's made out to be","have a false (or unearned, undeserved) reputation；with an undeserved reputation；unwarranted fame；nowhere near as good as he's made out to be","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","志同道合","zhìtóngdàohé","cherish the same ideals and follow the same path","cherish the same ideals and follow the same path","成语","两人志同道合","褒义","两人志同道合, 谈得投机, 只恨相见之晚。","Liǎng rén zhìtóngdàohé,  tán de tóujī, zhǐ hèn xiāngjiàn zhī wǎn.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","拳不离手，曲不离口","quán bù lí shǒu qǔ bù lí kǒu","well-known phrase The boxer's fist must stick to its task, and the singer's mouth no rest must ask.—Practice makes perfect","well-known phrase The boxer's fist must stick to its task, and the singer's mouth no rest must ask.—Practice makes perfect","成语","","中性","","The boxer's fist must stick to its task, and the singer's mouth no rest must ask.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","换汤不换药","huàn tāng bù huàn yào","well-known phrase the same medicine with a different name—old wine in new bottles；change in form but not in content (or essence)","well-known phrase the same medicine with a different name—old wine in new bottles；change in form but not in content (or essence)","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","文质彬彬","wénzhìbīnbīn","gentle；urbane","gentle；urbane","成语","文质彬彬","中性","他举止大方, 文质彬彬, 和霭可亲。","Tā jǔzhǐ dàfang,  wénzhìbīnbīn, hé ǎi kěqīn.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","无奇不有","wúqíbùyǒu","There is no lack of strange things；nothing is too bizarre；full of extraordinary things","There is no lack of strange things；nothing is too bizarre；full of extraordinary things","成语","","中性","","There is no lack of strange things.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","朝朝暮暮","zhāozhāomùmù","from dawn to dusk；all the time","from dawn to dusk；all the time","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","漠不相关","mòbùxiāngguān","P. entirely unrelated；of no consequence/concern","P. entirely unrelated；of no consequence/concern","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","玩火自焚","wánhuǒzìfén","whoever plays with fire will perish by fire；harm set, harm get；who sows the wind shall reap the whirlwind","whoever plays with fire will perish by fire；harm set, harm get；who sows the wind shall reap the whirlwind","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","百思不得其解","bǎisībùdéqíjiě","比喻remain puzzled after pondering over sth a hundred times；比喻remain perplexed despite much thought","to remain puzzled after pondering over sth a hundred times；to remain perplexed despite much thought","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","细水长流","xìshuǐchángliú","economize to avoid shortage；go about sth. little by little without letup；字面指 thin streams flow forever；fig. economy will get you a long way","economize to avoid shortage；go about sth. little by little without letup；lit. thin streams flow forever；fig. economy will get you a long way；to work steadily at something little by little","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","萝卜白菜，各有所爱","luóbobáicài gèyǒusuǒài","(saying) one man's meat is another man's poison；比喻each his own","(saying) one man's meat is another man's poison；to each his own","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","透心儿凉","tòuxīnrliáng","chilling to the bone；cold to the marrow；bitterly disappointed；figurative pierced through the body","chilling to the bone；cold to the marrow；bitterly disappointed；figurative pierced through the body","成语","顿时觉得透心儿凉","中性","冷风吹了我个透心儿凉。","Lěngfēng chuī le wǒ ge tòu xīnr liáng.","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","闭关锁国","bìguānsuǒguó","cut the country off from the outside world；比喻close the passes and seal off the country；比喻close a country to exclude foreign contact","cut the country off from the outside world；to close the passes and seal off the country；to close a country to exclude foreign contact","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语","高谈阔论","gāotánkuòlùn","indulge in loud and empty talk；talk volubly (or bombastically)；比喻harangue；loud arrogant talk","indulge in loud and empty talk；talk volubly (or bombastically)；to harangue；loud arrogant talk；to spout","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"November 2025/成语；December 2025/成语","斤斤计较","jīnjīnjìjiào","比喻haggle over every ounce；(fig.) to fuss over minor matters；比喻split hairs；比喻haggle over every ounce；(fig.) to fuss over minor matters；比喻split hairs","to haggle over every ounce；(fig.) to fuss over minor matters；to split hairs；to haggle over every ounce；(fig.) to fuss over minor matters；to split hairs","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","一厢情愿地想","yīxiāngqíngyuàndexiǎng","wishthink","wishthink","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","一夕数惊","yīxīshùjīng","字面指 one scare after another in a single night；fig. to live in fear","lit. one scare after another in a single night；fig. to live in fear","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","一气之下","yīqìzhīxià","in a fit of pique；in a fury","in a fit of pique；in a fury","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","一股脑儿","yīgǔnǎor","dialect completely；lock, stock and barrel","dialect completely；lock, stock and barrel","成语","一股脑儿告诉你罢","中性","好！","Yīgǔnǎor gàosu nǐ bà.","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","一言难尽","yīyánnánjìn","hard to explain in a few words；complicated and not easy to express succinctly","hard to explain in a few words；complicated and not easy to express succinctly","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","两点一线","liǎng diǎn yī xiàn","PHRASE back and forth between two places","PHRASE back and forth between two places","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","五音不全","wǔyīnbùquán","cannot carry a tone；be a poor singer","cannot carry a tone；be a poor singer","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","入乡随俗","rùxiāngsuísú","When you enter a village, follow the local customs；do as the natives do；When in Rome, do as the Romans do","When you enter a village, follow the local customs；do as the natives do；When in Rome, do as the Romans do","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","关山迢递","guānshāntiáodì","成语，形容关山阻隔、路途遥远。","remote frontier passes far away","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","出乎意料","chūhūyìliào","unexpected","unexpected","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","哄堂大笑","hòng táng dà xiào","眾人同時大笑。見「哄堂」條。 元．陶宗儀《南村輟耕錄．卷二四．待士鄙吝》 言未已, 子素復加一句云：『諸佛菩薩摩訶薩。』俱不解其意。子素曰：『此謝語, 即僧家懺悔也。』鬨堂大笑而散。 《紅樓夢．第四一回》 眾人聽了, 鬨堂大笑起來。 亦作「哄堂大笑」。","眾人同時大笑。見「哄堂」條。 元．陶宗儀《南村輟耕錄．卷二四．待士鄙吝》 言未已, 子素復加一句云：『諸佛菩薩摩訶薩。』俱不解其意。子素曰：『此謝語, 即僧家懺悔也。』鬨堂大笑而散。 《紅樓夢．第四一回》 眾人聽了, 鬨堂大笑起來。 亦作「哄堂大笑」。","成语","哄堂大笑","中性","眾人同時大笑。","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","坐立不安","zuòlìbùān","feel uneasy whether sitting or standing—fidgety；on tenterhooks；extremely worried","feel uneasy whether sitting or standing—fidgety；on tenterhooks；extremely worried","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","大吉大利","dàjídàlì","great luck, great profit；everything is thriving","great luck, great profit；everything is thriving","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","大汗淋漓","dàhànlínlí","dripping with sweat","dripping with sweat","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","奄奄一息","yǎnyǎnyīxī","at one's last gasp；dying","at one's last gasp；dying","成语","他被打得奄奄一息","中性","他被打得奄奄一息。","Tā bèi dǎ de yǎnyǎnyīxī.","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","如梦初醒","rúmèngchūxǐng","as if awakening from a dream—beginning to see the light","as if awakening from a dream—beginning to see the light","成语","说得他如梦初醒","中性","一席话, 说得他如梦初醒。","Yīxí huà, shuō de tā rúmèngchūxǐng.","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","尽人事听天命","jìn rénshì tīng tiānmìng","天堂","F.E. do one's best and leave the rest to Heaven","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","心旷神怡","xīnkuàngshényí","字面指 heart untroubled, spirit pleased；carefree and relaxed","lit. heart untroubled, spirit pleased；carefree and relaxed","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","患得患失","huàndéhuànshī","比喻worry about personal gains and losses","to worry about personal gains and losses","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","慢慢悠悠","mànmanyōuyōu","unhurried；leisurely (opp. 急匆匆) 慢悠悠地走着 mànyōuyōu de zǒuzhe walk leisurely","unhurried；leisurely (opp. 急匆匆) 慢悠悠地走着 mànyōuyōu de zǒuzhe walk leisurely","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","找台阶下","zhǎo táijiē xià","给自己或别人找台阶，化解尴尬。","find a way out of an awkward situation","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","无所事事","wúsuǒshìshì","be occupied with nothing；have nothing to do；idle away one's time；fool around","be occupied with nothing；have nothing to do；idle away one's time；fool around","成语","","中性","一个人老是无所事事就会懒散成性。","Yī ge rén lǎoshi wúsuǒshìshì jiù huì lǎnsǎn chéng xìng.","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","时序易迁","shíxùyìqiān","时光流逝，季节更替。","F.E. The seasons change","成语","","中性","","The seasons change.","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","春秋笔法","chūnqiū bǐfǎ","指寓褒贬于叙述的笔法。","Spring and Autumn Annals style of subtle moral judgment in writing","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","有魔力的","yǒu mólì de","ATTR. magical；attractive","ATTR. magical；attractive","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","杯弓蛇影","bēigōngshéyǐng","字面指 to see a bow reflected in a cup as a snake；fig. unnecessary suspicions；overly fearful","lit. to see a bow reflected in a cup as a snake；fig. unnecessary suspicions；overly fearful","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","柴米油盐","cháimǐyóuyán","字面指 firewood, rice, oil and salt；fig. life's daily necessities","lit. firewood, rice, oil and salt；fig. life's daily necessities","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","水土流失","shuǐtǔ liúshī","水土被冲刷流失的现象。","soil erosion","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","牵线搭桥","qiānxiàndāqiáo","从中撮合、建立联系。","to act as a go-between；make connections","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","瑟瑟发抖","sèsèfādǒu","发抖","to shiver","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","用武之地","yòngwǔzhīdì","ample scope for abilities；favorable position for the use of one's skills","ample scope for abilities；favorable position for the use of one's skills","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","男女授受不亲","nánshòushòubùqīn","men and women should not touch hands when they give or receive things (citation, from Mencius)","men and women should not touch hands when they give or receive things (citation, from Mencius)","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","百里挑一","bǎilǐtiāoyī","one in a hundred；cream of the crop 百里挑一的美人 bǎilǐtiāoyī de měi rén an exceptional beauty","one in a hundred；cream of the crop 百里挑一的美人 bǎilǐtiāoyī de měi rén an exceptional beauty","成语","百里挑一的美人","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","糊糊涂涂","húhutútu","confused；muddled；stupid；dumb","confused；muddled；stupid；dumb","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","细枝末节","xìzhīmòjié","minor details；trifles","minor details；trifles","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","见马克思","jiàn mǎkèsī","比喻die；字面指 to visit Marx；比喻pass away","to die；lit. to visit Marx；to pass away","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","说来话长","shuōláihuàcháng","start explaining and it's a long story；complicated and not easy to express succinctly","start explaining and it's a long story；complicated and not easy to express succinctly","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","谈何容易","tánhéróngyì","easier said than done；by no means easy","easier said than done；by no means easy","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","酣畅淋漓","hānchànglínlí","比喻one's heart's content","to one's heart's content","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","长话短说","chánghuàduǎnshuō","比喻make a long story short；比喻keep it brief","to make a long story short；to keep it brief","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","长途跋涉","chángtúbáshè","make a long, arduous journey；trudge a long distance；travel a long way","make a long, arduous journey；trudge a long distance；travel a long way","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","非诚勿扰","fēichéngwùrǎo","serious inquiries only","serious inquiries only","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语","飘忽不定","piāohūbùdìng","drift from place to place；move about；比喻drift without a resting place (idiom)；roving","drift from place to place；move about；to drift without a resting place；roving；errant；vagrant；erratic","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
