"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"Chapter 5","撒手","sāshǒu","放开手；不管不问。","wash one's hands of; let go","动","～不管；学会～；～离去","中性","孩子已经长大了，父母应该学会撒手。","The children have grown up; parents should learn to let go.","Quitting responsibility.","","不管"
"Chapter 5","强加","qiángjiā","强行加上。","impose; force upon","动","～于人；～观点；～意愿","贬义","父母不应把自己的愿望强加给孩子。","Parents should not impose their own wishes on their children.","Suggests lack of respect for others' will.","","强迫"
"Chapter 5","足够","zúgòu","达到应有的量。","enough; sufficient","形","～的理由；～于…；～的","中性","只要有足够的信心，就没有克服不了的困难。","As long as there is sufficient confidence, no difficulty is insurmountable.","Adequate quantity.","","充足"
"Chapter 5","后劲","hòujìn","事物完成后所表现的力量。","after-effect; lingering power","名","有力～；酒有～；～十足","中性","这种酒的后劲很大，喝的时候要小心。","This wine has a strong after-effect; be careful when drinking.","Continuing impact.","","后力"
"Chapter 5","揠苗助长","yà miáo zhù zhǎng","比喻违反规律、急于求成反而坏事。","spoil things by rushing growth (lit. pull up seedlings)","动","简直是～；～的做法；不可～","贬义","学习要循序渐进，揠苗助长只会适得其反。","Learning should be gradual; rushing progress only backfires.","Classic caution against impatience.","","急于求成"
"Chapter 5","神童","shéntóng","智力特别高的儿童。","child prodigy","名","小～；被誉为～；～儿童","褒义","他在数学竞赛中的表现，被大家称为神童。","His performance in the math competition led people to call him a prodigy.","Often used for gifted children.","","天才"
"Chapter 5","了不得","liǎobude","了不起；也形容程度很深。","remarkable; terribly (degree)","形","真～；～的成绩；没什么～","口语","这孩子才五岁就会背几十首诗，真了不得。","This child can recite dozens of poems at five—remarkable.","Can praise or emphasize degree.","","了不起"
"Chapter 5","体验","tǐyàn","通过实践认识事物。","experience (firsthand)","动","～生活；亲身～；～一下","中性","作家经常去农村体验生活，寻找灵感。","Writers often go to the countryside to experience life and find inspiration.","Personal involvement.","","体会"
"Chapter 5","学业","xuéyè","学习的功课。","one's studies; academics","名","～完成；～有成；～进步","中性","希望你能在新的学期里学业进步。","I hope you make progress in your studies in the new semester.","Education path.","","功课"
"Chapter 5","弱点","ruòdiǎn","不足的地方。","weak point; weakness","名","克服～；太～；～主义","中性","他性格过于急躁，这是他最大的弱点。","He is too impatient; that's his biggest weakness.","Flaw or soft spot.","","缺点"
"Chapter 5","人际交往","rénjì jiāowǎng","人与人之间交往。","interpersonal communication","名","擅长～；孩子～；别～","中性","大学不仅是学习知识的地方，也是练习人际交往的场所。","University is not just for learning knowledge, but also for practicing interpersonal communication.","Socializing.","","社交"
"Chapter 5","卓越","zhuóyuè","非常优秀，超出一般。","outstanding; brilliant","形","～的成就；～的孩子；太～","褒义","他在医学研究方面取得了卓越的成就。","He has achieved outstanding results in medical research.","Exceptional quality.","","优秀"
"Chapter 5","取决","qǔjué","由…决定。","depend on; be determined by","动","～于努力；～于态度；最终～","中性","成绩的好坏，主要取决于你平时的努力。","Whether grades are good depends mainly on your usual effort.","Always used with 于.","","取决于"
"Chapter 5","智力","zhìlì","理解和解决问题的能力。","intelligence","名","～开发；～水平；～测验","中性","充足的睡眠对青少年的智力发育非常重要。","Sufficient sleep is very important for the intellectual development of teenagers.","Mental capacity.","","才智"
"Chapter 5","夸奖","kuājiǎng","称赞。","praise; compliment","动","受到～；得到～；～孩子","褒义","邻居们都夸奖他是一个懂事的好孩子。","The neighbors all praised him for being a sensible child.","Verbal approval.","","表扬"
"Chapter 5","意想不到","yìxiǎng bù dào","没有预想到。","unexpected; unforeseen","形","～的收获；～的结果；～的事","中性","这次旅行带给我许多意想不到的惊喜。","This trip brought me many unexpected surprises.","Surprising outcome.","","料不到"
"Chapter 5","层面","céngmiàn","方面。","level; aspect","名","精神～；各个～；社会～","中性","我们需要从多个层面来分析这个问题。","We need to analyze this problem from multiple levels.","Deeper or broader angle.","","方面"
"Chapter 5","功利","gōnglì","名声和利益。","utilitarian; fame and wealth","名","过于～；～消费；～投资","贬义","教育不应该过于功利，要关注学生的全面发展。","Education shouldn't be too utilitarian; it must focus on overall development.","Focusing purely on reward.","","利益"
"Chapter 5","挑食","tiāoshí","对食物有所选择。","be picky about food","动","从小～；～市场；～产业","贬义","小孩子挑食容易导致营养不均衡。","Children being picky about food can easily lead to nutritional imbalance.","Negative eating habit.","","偏食"
"Chapter 5","娇气","jiāoqì","性格脆弱，经不起吃苦。","fragile; squeamish","形","～惯了；太～；有点～","贬义","现在的孩子大都是独生子女，难免有些娇气。","Most children today are only children, so it's unavoidable they're a bit fragile.","Easily upset or hurt.","","脆弱"
"Chapter 5","脆弱","cuìruò","不坚强。","fragile; weak","形","感情～；十分～；心理～","贬义","他的心理承受能力比较脆弱，经不起打击。","His mental resilience is quite fragile and can't take a blow.","Physical or mental weakness.","","虚弱"
"Chapter 5","挫折","cuòzhé","失败、失误。","setback; frustration","名","遇到～；经受～；战胜～","中性","在人生的道路上，谁都会遇到一些挫折。","On the road of life, everyone will encounter some setbacks.","Difficulties/failure.","","失败"
"Chapter 5","承受","chéngshòu","接受，禁受。","bear; endure","动","～压力；～不住；难以～","中性","作为一名医生，必须能承受巨大的工作压力。","As a doctor, one must be able to bear huge work pressure.","Supporting weight or stress.","","忍受"
"Chapter 5","智商","zhìshāng","智力商数。","IQ","名","～高；～测试；～很高","中性","虽然他的智商很高，但学习并不努力。","Although his IQ is high, he doesn't work hard at studying.","Mental metric.","","智力"
"Chapter 5","情商","qíngshāng","情感商数。","EQ","名","提高～；～高；～低","褒义","在职场中，情商往往比智商更重要。","In the workplace, EQ is often more important than IQ.","Emotional intelligence.","","心理素质"
"Chapter 5","自理","zìlǐ","自己料理。","self-care; provide for oneself","动","生活～；花销～；每月～","褒义","他在上大学前就学会了生活自理。","He learned to take care of himself before going to university.","Personal independence.","","独立"
"Chapter 5","可怜天下父母心","kělián tiānxià fùmǔ xīn","感叹父母对子女的无私关爱。","parents' love for their children is boundless","俗语","～啊；体会～；理解～","褒义","孩子长大后，才真正懂得可怜天下父母心。","Only when children grow up do they truly understand their parents' selfless love.","Famous line from a poem; often spoken by parents.","","父母心"
"Chapter 5","三天打鱼两天晒网","sān tiān dǎ yú liǎng tiān shài wǎng","比喻做事没有恒心，时断时续。","work by fits and starts; lack persistence","俗语","不能～；～地学习；别～","贬义","学习语言不能三天打鱼两天晒网，要坚持每天练习。","You can't study a language by fits and starts; practice every day.","Warns against inconsistency.","","半途而废"
"Chapter 5","放羊","fàng yáng","比喻对孩子不管不问、放任自流。","let children run wild; neglect supervision","动","～式教育；对孩子～；不能～","贬义","家长不能对孩子放羊，该管的时候还是要管。","Parents cannot neglect their children; discipline is needed when appropriate.","Metaphor from leaving sheep unattended.","","放任"
"Chapter 5","吃得苦中苦，方为人上人","chī dé kǔ zhōng kǔ, fāng wéi rén shàng rén","能吃苦才能取得更大进步。","only by enduring hardship can one excel","俗语","～的精神；相信～；践行～","褒义","他相信吃得苦中苦，方为人上人，所以训练从不偷懒。","He believes only hardship leads to excellence, so he never slacks in training.","Encourages perseverance.","","吃苦耐劳"
"Chapter 5","望子成龙，望女成凤","wàng zǐ chéng lóng, wàng nǚ chéng fèng","希望子女有出息。","hope one's children will succeed","俗语","～的心情；父母～；别只～","中性","父母望子成龙、望女成凤，但也要尊重孩子的兴趣。","Parents hope their children will succeed, but should also respect their interests.","Common expression of parental expectations.","","期望"
"Chapter 5","平常心","píngcháng xīn","不患得患失、顺其自然的心态。","ordinary mindset; equanimity","名","保持～；以～对待；一颗～","褒义","比赛前要保持平常心，才能发挥正常水平。","Keep an ordinary mindset before a competition to perform at your normal level.","Useful for exams and competition.","","心态"
"Chapter 5","马拉松","mǎlāsōng","长跑项目；比喻需要长期坚持的事。","marathon; long-term effort","名","跑～；人生～；像～一样","中性","学好一门语言就像跑马拉松，靠的是长期坚持。","Mastering a language is like a marathon—it depends on persistence.","Often used figuratively.","","长跑"
"Chapter 5","悠着点儿","yōu zhe diǎnr","别着急，慢慢来；也指别太用力。","take it easy; go easy","口语","你～；做事～；对身体～","口语","最近太累了，你悠着点儿，别硬撑。","You've been too tired lately—take it easy and don't push yourself.","Friendly advice to slow down.","","慢慢来"
"Chapter 5","老天爷","lǎotiānyé","对天的俗称，多表感叹或无奈。","Heavens; God (colloquial)","名","～保佑；～公平；～睁眼","口语","这事儿能不能成，就看老天爷了。","Whether this works out depends on Heaven now.","Colloquial, not religious doctrine.","","老天"
"Chapter 5","豆芽菜","dòuyácài","比喻瘦弱、缺乏锻炼的孩子。","bean sprout (fig.: thin weak child)","名","瘦得像～；～身材；别长成～","口语","孩子要多运动，别整天坐着，瘦得像豆芽菜。","Children should exercise more instead of sitting all day and becoming thin as bean sprouts.","Metaphor for frail physique.","","瘦弱"
"Chapter 5","小胖墩","xiǎopàngdūn","指胖而结实的小孩。","chubby little kid","名","一个个～；～体型；幼儿园～","口语","幼儿园里几个小胖墩跑来跑去，特别可爱。","Several chubby kids ran around the kindergarten—they were adorable.","Affectionate nickname.","","胖墩"
"Chapter 5","衣来伸手，饭来张口","yī lái shēn shǒu, fàn lái zhāng kǒu","形容生活懒散，什么都要别人伺候。","have everything done for one; be pampered","俗语","不能～；～的孩子；别养成～","贬义","孩子已经大了，不能再衣来伸手、饭来张口。","The child is grown up and can no longer have everything done for them.","Criticizes lack of independence.","","娇生惯养"
"Chapter 5","草莓族","cǎoméi zú","比喻经不起挫折、抗压能力差的年轻人。","Strawberry Generation (fragile youth)","名","别当～；～特点；反对～","贬义","社会竞争很激烈，年轻人不能做草莓族，一碰就碎。","Competition is fierce; young people cannot be fragile like strawberries.","Taiwan-origin slang, used critically.","","娇气"
"Chapter 7","婚纱","hūnshā","新娘穿的礼服。","wedding dress","名","试穿～；白色～；一身～","中性","穿上白色的婚纱是很多女孩的梦想。","Wearing a white wedding dress is the dream of many girls.","Wedding attire.","","礼服"
"Chapter 7","折腾","zhēteng","翻来覆去；折磨。","toss about; mess around","动","来回～；瞎～；～了一夜","口语","他病还没好就急着出院，结果又折腾病了。","He rushed to leave the hospital before recovering and ended up getting sick again from the fuss.","Repeated fruitless action.","","折磨"
"Chapter 7","如花似玉","rú huā sì yù","形容女子美丽。","as beautiful as flowers and jade","形","长得～；用～；恰当的～","褒义","新娘子长得如花似玉，大家都夸好看。","The bride is as beautiful as flowers and jade; everyone praises her looks.","Classic idiom for beauty.","","貌美"
"Chapter 7","燕尾服","yànwěifú","男式黑色晚礼服。","swallowtail coat; tuxedo","名","身穿～；黑色～；整洁的～","中性","指挥家穿着整洁的燕尾服走上了舞台。","The conductor walked onto the stage wearing a neat swallowtail coat.","Formal wear.","","礼服"
"Chapter 7","绅士","shēnshì","有教养的人物。","gentleman","名","～风度；很有～；～品格","褒义","他在公共场合总是表现得很有绅士风度。","He always behaves with a very gentlemanly manner in public.","Polite, cultured manner.","","君子"
"Chapter 7","风风雨雨","fēngfēng yǔyǔ","比喻艰难困苦。","hardships; trials and tribulations","名","经历了～；几十年～；一起～","中性","这对老夫妻一起走过了几十年的风风雨雨。","This old couple has gone through decades of trials and tribulations together.","Life's difficulties.","","坎坷"
"Chapter 7","弥补","míbǔ","补偿，补救。","make up for; remedy","动","～过失；～损失；无法～","中性","无论做多少事，也无法弥补我内心的愧疚。","No matter how much I do, I cannot make up for the guilt in my heart.","Fixing a gap or error.","","补偿"
"Chapter 7","缺憾","quēhàn","不够完美的地方；遗憾。","regret; flaw; imperfection","名","人生的～；弥补～；留下～","中性","虽然婚礼很圆满，但父母没能到场，仍有一点缺憾。","Though the wedding was perfect, her parents could not attend, leaving a small regret.","Often about life or relationships.","","遗憾"
"Chapter 7","孝心","xiàoxīn","孝敬的心意。","filial heart; piety","名","一片～；举行～；参加～","褒义","这是孩子的一片孝心，你就收下吧。","This is the child's filial heart; please accept it.","Intent to be filial.","","孝道"
"Chapter 7","清贫","qīngpín","清苦贫寒。","humble/poor (but clean)","形","生活～；扫～；上～","中性","那位老教授一生过着清贫而充实的生活。","That old professor lived a humble but fulfilling life.","Usually refers to intellectuals.","","贫穷"
"Chapter 7","纯真","chúnzhēn","纯洁真实。","pure; innocent","形","～的友谊；人生～；避免～","褒义","我最怀念童年时代那份纯真的快乐。","I miss that pure happiness of childhood most.","Genuine and uncorrupted.","","纯洁"
"Chapter 7","风雨同舟","fēng yǔ tóng zhōu","比喻同患难。","in the same boat; through thick and thin","动","～的朋友；祝...～；白头～","褒义","在公司最困难的时候，员工们选择与老板风雨同舟。","During the company's hardest time, employees chose to stand with the boss through thick and thin.","Mutual help in crisis.","","同甘共苦"
"Chapter 7","相濡以沫","xiāng rú yǐ mò","比喻相互救助。","mutual help in difficult times","动","夫妻～；～自己；到处～","褒义","他们夫妻俩在艰难的岁月里相濡以沫。","The couple helped each other out through the hard years.","Deep mutual support.","","患难与共"
"Chapter 7","酿造","niàngzào","造酒；比喻逐渐形成。","brew; create (metaphorically)","动","～美酒；～幸福；～感情","中性","夫妻之间的感情，是在柴米油盐中慢慢酿造出来的。","A couple's affection is slowly brewed through daily life together.","Often figurative for feelings.","","酝酿"
"Chapter 7","比喻","bǐyù","用某些事物比拟。","metaphor; analogy","名","打个～；～多年；婚前～","中性","作者把少年比喻成早晨八九点钟的太阳。","The author likened youth to the sun at eight or nine in the morning.","Literary device.","","比拟"
"Chapter 7","贴切","tiēqiè","恰当、确切。","apt; appropriate","形","形容得～；婚前～；做～","褒义","这个形容词用在这里非常贴切。","This adjective is very apt here.","Perfect fit for words/concepts.","","恰当"
"Chapter 7","秘诀","mìjué","不公开的巧妙办法。","secret (of success)","名","长寿的～；～中；～期","中性","勤奋和坚持是成功的唯一秘诀。","Hard work and persistence are the only secrets to success.","Key to a result.","","奥秘"
"Chapter 7","无关紧要","wúguān jǐnyào","不重要。","immaterial; of no consequence","形","～的小事；～细节；～的事","中性","只要大方向是对的，这些细节都无关紧要。","As long as the general direction is right, these details are immaterial.","Not vital.","","不重要"
"Chapter 7","包容","bāoróng","宽容。","tolerate; forgive; embrace","动","～他人；财产～；合同～","褒义","家人之间应该互相包容，多一些理解。","Family members should tolerate each other and have more understanding.","Open-mindedness.","","宽容"
"Chapter 7","磨合","móhé","逐渐相互适应。","break in; fit in","动","处于～期；～的选择；～之举","中性","新员工和团队之间还需要一段时间的磨合。","New employees and the team still need some time to fit in.","Getting used to each other.","","适应"
"Chapter 7","化解","huàjiě","消除矛盾、问题。","resolve; dissolve","动","～危机；调解～；发生～","中性","微笑是化解尴尬的最好办法。","A smile is the best way to resolve embarrassment.","Neutralizing a negative.","","消除"
"Chapter 7","茅塞顿开","máo sè dùn kāi","比喻忽然明白、豁然开朗。","suddenly see the light","动","让人～；听完～；顿时～","褒义","经老师一点拨，我对这道题茅塞顿开。","After the teacher's hint, I suddenly understood this problem.","Describes a flash of insight.","","恍然大悟"
"Chapter 7","坟墓","fénmù","埋葬死人的穴。","grave; tomb","名","守望～；关系～；结构～","中性","婚姻不是爱情的坟墓。","Marriage is not the grave of love.","Final resting place.","","墓地"
"Chapter 7","悲剧","bēijù","不幸的遭遇。","tragedy","名","造成～；稍有～；一有～","贬义","贪婪往往是导致人生悲剧的根源。","Greed is often the root cause of personal tragedy.","Sad outcome or play type.","","惨剧"
"Chapter 7","白头到老","bái tóu dào lǎo","夫妻生活到老。","grow old together","动","祝你们～；～相伴；携手～","褒义","在婚礼上，亲友们都祝福新人白头到老。","At the wedding, friends and family wished the couple to grow old together.","Lifelong marriage.","","白头偕老"
"Chapter 7","张扬","zhāngyáng","宣扬出去。","flaunt; publicize","动","到处～；当～；～难当","贬义","他这人很低调，从来不四处张扬自己的成绩。","He is very low-key and never flaunts his achievements everywhere.","Making something public.","","宣扬"
"Chapter 7","委曲求全","wěiqū qiú quán","勉强忍受以求保全。","compromise for the sake of the whole","动","～的做法；不好意思～；难以～","中性","为了维持团队的和谐，他只好委曲求全。","To maintain team harmony, he had to compromise.","Self-sacrifice for a goal.","","忍让"
"Chapter 7","同居","tóngjū","未婚共同生活。","cohabitation","动","～生活；～矛盾；～相处","中性","他们俩在结婚前已经同居一年了。","The two had already been cohabiting for a year before getting married.","Living together.","","同住"
"Chapter 7","公证","gōngzhèng","由证明机构证明。","notarization","动","进行～；办理～；～书","中性","为了避免日后产生纠纷，他们去做了婚前财产公证。","To avoid future disputes, they went for a pre-marital property notarization.","Legal verification.","","证明"
"Chapter 7","热恋","rèliàn","热烈地恋爱。","be deeply in love","动","正处于～；创造～；历史～","褒义","这对热恋中的情侣计划明年结婚。","This couple deeply in love plans to get married next year.","Intense romance.","","相爱"
"Chapter 7","违约","wéiyuē","违背条约。","breach of contract","动","承担～责任；～金；～方","贬义","任何一方违约，都必须支付违约金。","If either party breaches the contract, they must pay a penalty.","Breaking an agreement.","","失约"
"Chapter 7","明智","míngzhì","有远见，想得周到。","wise; sensible","形","～的选择；～的决定；十分～","褒义","面对危机，他做出了一个非常明智的决定。","Facing the crisis, he made a very wise decision.","Good judgment.","","聪明"
"Chapter 7","纠纷","jiūfēn","争执的事情。","dispute; quarrel","名","产生～；力量～；贡献～","贬义","邻里之间难免会产生一些小纠纷。","It's unavoidable that small disputes arise between neighbors.","Ongoing disagreement.","","争执"
"Chapter 7","见外","jiànwài","当成外人看待。","treat as an outsider","形","别太～；～潦倒；～的处境","口语","大家都是好朋友，你就别见外了。","We are all good friends; don't be so formal/treat me like an outsider.","Usually used as ""don't be a stranger.""","","客气"
"Chapter 7","松散","sōngsǎn","结构不紧密。","loose; lax","形","组织～；结构～；纪律～","中性","由于缺乏统一的管理，这个小组的组织很松散。","Due to lack of unified management, this group's organization is loose.","Not tight.","","松动"
"Chapter 7","风吹草动","fēng chuī cǎo dòng","比喻轻微的变化。","a rustle in the grass; sign of trouble","名","有一点～；稍有～；对～敏感","中性","这个消息非常敏感，有一点风吹草动都会引起股市波动。","This news is very sensitive; any slight change will cause stock fluctuations.","First signs of change.","","变动"
"Chapter 7","冒昧","màomèi","言行不顾是否适合(谦辞)。","presumptuous; take the liberty","形","～地打扰；～请教；～一问","中性","我想冒昧地请教您一个问题。","I'd like to take the liberty of asking you a question.","Polite way to intrude.","","唐突"
"Chapter 7","后妈","hòumā","父亲后娶的妻子。","stepmother","名","她是～；～工人；～将士","口语","虽然是后妈，但她对孩子比亲妈还亲。","Although she is the stepmother, she is closer to the child than a biological mother.","Informal for 继母.","","继母"
"Chapter 7","松口","sōng kǒu","不再坚持原来的说法或态度。","relent; soften one's stance","动","终于～；不肯～；父母～","口语","商量了很久，父母终于松口，同意他出国学习。","After long discussion, his parents finally relented and agreed to let him study abroad.","Implies previous refusal.","","让步"
"Chapter 7","婆媳","póxí","婆婆和儿媳。","mother-in-law and daughter-in-law","名","～关系；不能～；岂能～","中性","处理好婆媳关系是家庭和谐的重要部分。","Handling the mother-daughter-in-law relationship well is key to family harmony.","Specific family dynamic.","","亲属"
"Chapter 7","乖巧","guāiqiǎo","善解人意、讨人喜欢。","clever and obedient; cute","形","长得～；～奉献；～精神","褒义","这个小女孩长得漂亮，嘴巴也甜，非常乖巧。","This little girl is pretty and well-spoken; she's very clever and obedient.","Well-behaved.","","听话"
"Chapter 7","喜糖","xǐtáng","结婚时发给亲友的糖果。","wedding candy","名","发～；吃～；一包～","中性","婚礼上，新人向宾客分发喜糖，表示感谢。","At the wedding, the couple handed out wedding candy to guests in thanks.","Symbol of celebration and sharing joy.","","糖果"
"Chapter 7","过来人","guòlái rén","有经验的人。","person who has been through it; old hand","名","听～的；～的经验；请教～","口语","感情的事，还是听听过来人的建议比较好。","In matters of love, it's better to listen to advice from those with experience.","Implies practical wisdom.","","前辈"
"Chapter 7","保鲜","bǎoxiān","保持新鲜；比喻保持感情不褪色。","keep fresh; keep (relationship) alive","动","～爱情；～婚姻；技术～","中性","夫妻要经常沟通，才能给感情保鲜。","Couples need to communicate often to keep their relationship fresh.","Often figurative for marriage.","","维持"
"Chapter 7","金无足赤，人无完人","jīn wú zú chì, rén wú wán rén","比喻人都有缺点。","nobody is perfect","俗语","要明白～；接受～；牢记～","中性","夫妻之间要互相包容，金无足赤，人无完人。","Spouses should tolerate each other—nobody is perfect.","Used to excuse minor flaws.","","十全十美"
"Chapter 7","情人眼里出西施","qíngrén yǎn lǐ chū xīshī","比喻相爱的人觉得对方什么都好。","love is blind (beauty in the lover's eyes)","俗语","真是～；～的感觉；别总～","中性","在他们看来，情人眼里出西施，对方的小缺点也不算什么。","In their eyes, love is blind and even small flaws do not matter.","Explains biased affection.","","偏爱"
"Chapter 7","睁一只眼闭一只眼","zhēng yī zhī yǎn bì yī zhī yǎn","比喻对小问题装作没看见。","turn a blind eye","俗语","有时只能～；别什么都～；学会～","中性","邻里之间的小摩擦，不妨睁一只眼闭一只眼。","For minor neighborhood friction, you can turn a blind eye.","Suggests tolerance, not serious wrongdoing.","","宽容"
"Chapter 7","难得糊涂","nándé hútu","指为人处事宜糊涂一些，不必事事计较。","where ignorance is bliss, folly to be wise","俗语","做人～；～一点；并非真～","中性","家庭琐事不必争个对错，难得糊涂反而省心。","Don't argue over every household detail—sometimes bliss is better.","Philosophy of letting go.","","糊涂"
"Chapter 7","三思而后行","sān sī ér hòu xíng","做事前要反复考虑。","think twice before you act","俗语","要～；记住～；务必～","褒义","这么大的决定不能冲动，要三思而后行。","Such a big decision cannot be impulsive—you must think twice.","Classic advice for caution.","","慎重"
"Chapter 7","围城","wéichéng","比喻婚姻像被围的城：外面想进去，里面想出来。","Fortress Besieged (marriage metaphor)","名","婚姻的～；走进～；～内外","中性","有人说婚姻是围城，结婚和离婚的人各有各的体会。","Some say marriage is a besieged fortress—those inside and outside each have their own feelings.","From Qian Zhongshu's novel title.","","婚姻"
"Chapter 7","丑话说在前头","chǒu huà shuō zài qiántou","先把不好听、不利的话说明白。","let me be frank upfront; fair warning","俗语","咱们～；最好～；先～","口语","合作之前丑话说在前头，免得以后产生误会。","Let's be frank before cooperating so there are no misunderstandings later.","Sets expectations early.","","事先声明"
"Chapter 7","多了一个心眼儿","duō le yí ge xīnyǎnr","比以前更警惕、更细心。","be more cautious; have an extra eye open","口语","出门在外～；办事～；别不多～","中性","上次被骗以后，他办事多了一个心眼儿。","After being cheated last time, he became more cautious in handling things.","Not necessarily negative.","","小心"
"Chapter 7","转不过弯来","zhuǎn bu guò wān lái","比喻思想一时接受不了。","can't get one's head around it; slow to adjust","口语","一时～；老人～；别怪他～","口语","这个新政策他一时转不过弯来，需要慢慢理解。","He can't get his head around the new policy yet and needs time to understand.","Describes mental inflexibility.","","想不通"
"Chapter 7","思想工作","sīxiǎng gōngzuò","通过谈话帮助对方提高认识、转变态度。","ideological work; persuasion through talk","名","做～；耐心～；开展～","中性","班主任找学生做思想工作，帮他端正学习态度。","The homeroom teacher talked with the student to help him adjust his attitude toward study.","Common in schools and workplaces.","","说服"
"Chapter 7","说到底","shuō dàodǐ","说到底；归根结底。","when all is said and done; in the final analysis","副","～还是；～在于；～就是","口语","家庭矛盾说到底，还是沟通不够。","When all is said and done, family conflicts come down to insufficient communication.","Summarizes the core reason.","","归根结底"
"Chapter 7","和你一起慢慢变老","hé nǐ yīqǐ mànman biàn lǎo","形容夫妻相伴一生、白头偕老。","grow old together with you","俗语","～的浪漫；愿～；相伴～","褒义","婚礼上，新郎说最浪漫的事，就是和你一起慢慢变老。","At the wedding, the groom said the most romantic thing is growing old together with you.","From a popular song lyric.","","白头偕老"
