"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"October 2025/成语；November 2025/成语；PKU Sem1 文学课/成语/期末考试","手脚麻利","shǒujiǎo máli","P. , coll. nimble-handed and fleet-footed；P. , coll. nimble-handed and fleet-footed；P. , coll. nimble-handed and fleet-footed","P. , coll. nimble-handed and fleet-footed；P. , coll. nimble-handed and fleet-footed；P. , coll. nimble-handed and fleet-footed","成语","","褒义","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语；PKU Sem1 文学课/成语/期中考试","一厢情愿","yīxiāngqíngyuàn","one's own wishful thinking；one's own wishful thinking","one's own wishful thinking；one's own wishful thinking","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语；PKU Sem1 文学课/成语/期中考试","不约而同","bùyuētóng","(of two or more people) to take the same action without prior consultation；(usu. used adverbially) all (or both) of them, independently；as if by prior agreement；(of two or more people) to take the same action without prior consultation；(usu. used adverbially) all (or both) of them, independently；as if by prior agreement","(of two or more people) to take the same action without prior consultation；(usu. used adverbially) all (or both) of them, independently；as if by prior agreement；(of two or more people) to take the same action without prior consultation；(usu. used adverbially) all (or both) of them, independently；as if by prior agreement","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语；PKU Sem1 文学课/成语/期中考试","全神贯注","quánshénguànzhù","concentrate one's attention on；be absorbed (or engrossed) in；concentrate one's attention on；be absorbed (or engrossed) in","concentrate one's attention on；be absorbed (or engrossed) in；concentrate one's attention on；be absorbed (or engrossed) in","成语","她全神贯注地听着；下棋需要全神贯注；她全神贯注地听着；下棋需要全神贯注","中性","全神贯注地考虑问题 quánshén guànzhù de kǎolǜ wèntí be preoccupied with a problem 全神贯注地搞技术革新 quánshén guànzhù de gǎo jìshù géxīn be deeply engrossed in technical innovations 她全神贯注地听着。","Tā quánshén guànzhù de tīngzhe.","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语；PKU Sem1 文学课/成语/期中考试","出其不意","chūqíbùyì","take sb. by surprise；do the unexpected；take sb. by surprise；do the unexpected","take sb. by surprise；do the unexpected；take sb. by surprise；do the unexpected","成语","出其不意；出其不意","中性","出其不意地袭击敌人, 很快地解决战斗 Chūqíbùyì de xíjī dírén, hěn kuài de jiějué zhàndòu take the enemy by surprise and bring the battle to a quick result 攻其无备, 出其不意。","Chūqíbùyì de xíjī dírén, hěn kuài de jiějué zhàndòu take the enemy by surprise and bring the battle to a quick result 攻其无备, 出其不意。(《孙子》) Gōngqíwúbèi, chūqíbùyì.","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语；PKU Sem1 文学课/成语/期中考试","总而言之","zǒngyánzhī","in short；in a word；in brief；in short；in a word；in brief","in short；in a word；in brief；in short；in a word；in brief","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语；PKU Sem1 文学课/成语/期中考试","精疲力竭","jīngpílìjié","spirit weary, strength exhausted；spent；drained；washed out；spirit weary, strength exhausted；spent；drained；washed out","spirit weary, strength exhausted；spent；drained；washed out；spirit weary, strength exhausted；spent；drained；washed out","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语；PKU Sem1 文学课/成语/期中考试","鸡犬不宁","jīquǎnbùníng","字面指 not even the chickens and dogs are left undisturbed；fig. great commotion；pandemonium；字面指 not even the chickens and dogs are left undisturbed；fig. great commotion；pandemonium","lit. not even the chickens and dogs are left undisturbed；fig. great commotion；pandemonium；lit. not even the chickens and dogs are left undisturbed；fig. great commotion；pandemonium","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"October 2025/成语；PKU Sem1 文学课/成语/期末考试","价廉物美","jiàliánwùměi","(of a commodity) cheap but good；inexpensive but elegant；(of a commodity) cheap but good；inexpensive but elegant","(of a commodity) cheap but good；inexpensive but elegant；(of a commodity) cheap but good；inexpensive but elegant","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","一饮而尽","yīyǐnjìn","V. down in one swallow","V. down in one swallow","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","七荤八素","qīhūnbāsù","confused；distracted","confused；distracted","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","万丈深渊","wànzhàngshēnyuān","bottomless chasm；abyss","bottomless chasm；abyss","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","不成体统","bùchéngtǐtǒng","not according with decorum；scandalous；bad form；unacceptable behavior","not according with decorum；scandalous；bad form；unacceptable behavior","成语","","贬义","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","事到临头","shìdàolíntóu","at the last moment","at the last moment","成语","","中性","事到临头她改变了主意。","Shìdàolíntóu ²tā gǎibiànle zhǔyi.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","人走茶凉","rénzǒucháliáng","Feelings are gone when the people are away；People no longer fawn upon him when one falls out of power","Feelings are gone when the people are away；People no longer fawn upon him when one falls out of power","成语","","中性","","The tea becomes cool when the people leave.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","六神无主","liùshénwúzhǔ","be shocked；stunned out of one's wits；be at a loss what to do；out of one's wits (idiom)；distracted","be shocked；stunned out of one's wits；be at a loss what to do；out of one's wits；distracted；stunned","成语","","中性","病人家属一时六神无主。","Bìngrén jiāshǔ yī̠shí liùshénwúzhǔ.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","初来乍到","chūláizhàdào","比喻be a newcomer；just off the boat","to be a newcomer；just off the boat","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","利令智昏","lìlìngzhìhūn","be blinded by lust for gain；智慧","be blinded by lust for gain；Profit makes wisdom blind. or When greed enters the door, reason flies out of the window","成语","","褒义","","Profit makes wisdom blind.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","前赴后继","qiánfùhòujì","比喻advance dauntlessly in wave upon wave","to advance dauntlessly in wave upon wave","成语","","贬义","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","势单力薄","shìdānlìbó","lacking strength and support","lacking strength and support","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","同仇敌忾","tóngchóudíkài","F.E. share bitter hatred of the enemy","F.E. share bitter hatred of the enemy","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","咄咄逼人","duōduōbīrén","overbearing；forceful；aggressive；menacing","overbearing；forceful；aggressive；menacing；imperious","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","喜出望外","xǐchūwàngwài","F.E. be pleasantly surprised；比喻be pleased beyond one's expectations (idiom)；overjoyed at the turn of events","F.E. be pleasantly surprised；to be pleased beyond one's expectations；overjoyed at the turn of events","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","嚎啕大哭","háotáodàkū","F.E. cry bitter tears","F.E. cry bitter tears","成语","","中性","这个小孩儿嚎啕大哭, 正在找他妈妈。","Zhège xiǎoháir háotáodàkū, zhèngzài zhǎo tā māma.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","垂头丧气","chuítóusàngqì","hanging one's head dispiritedly；dejected；crestfallen","hanging one's head dispiritedly；dejected；crestfallen","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","基本国策","jīběn guócè","N. basic national policy；basic policy of a country","N. basic national policy；basic policy of a country","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","失魂落魄","shīhúnluòpò","be despondent；driven to distraction；scared out of one's life","be despondent；driven to distraction；scared out of one's life","成语","","中性","孩子失踪以后, 母亲整天失魂落魄的。","Háizi shīzōng yǐhòu, mǔqin zhěngtiān shīhúnluòpò de.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","如释重负","rúshìzhòngfù","as if relieved from a burden；比喻have a weight off one's mind","as if relieved from a burden；to have a weight off one's mind","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","尸骨未寒","shīgǔwèihán","while sb.'s remains are not yet cold","while sb.'s remains are not yet cold","成语","父亲尸骨未寒","中性","父亲尸骨未寒, 子女们已为遗产开始争吵不休。","Fùqin shīgǔwèihán, zị̌nǚmen ²yǐ wèi yíchǎn kāishǐ zhēngchǎo bùxiū.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","平白无故","píngbái wúgù","ADV. without reason/cause","ADV. without reason/cause","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","心比天高","xīnbǐtiāngāo","P. very ambitious","P. very ambitious","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","心照不宣","xīnzhàobùxuān","比喻have a tacit understanding","to have a tacit understanding","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","拔地而起","bádìqǐ","(of a building etc) to rise out of the ground","(of a building etc) to rise out of the ground","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","拖泥带水","tuōnídàishuǐ","messy；sloppy","messy；sloppy","成语","不要拖泥带水","中性","干脆利落) 这篇文章写得拖泥带水。","Zhè piān wénzhāng xiě de tuōnídàishuǐ.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","推波助澜","tuībōzhùlán","比喻push the wave and add to the billows；to add momentum；比喻encourage sth to get bigger；比喻add fuel to the fire","to push the wave and add to the billows；to add momentum；to encourage sth to get bigger；to add fuel to the fire","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","措手不及","cuòshǒubùjí","no time to deal with it；caught unprepared","no time to deal with it；caught unprepared","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","摩拳擦掌","móquáncāzhǎng","rub one's fists and palms—eager for a fight；fig. to rub one's fists and wipe one's palms (idiom)；比喻roll up one's sleeves for battle；eager to get into action or start on a task","rub one's fists and palms—eager for a fight；fig. to rub one's fists and wipe one's palms；to roll up one's sleeves for battle；eager to get into action or start on a task","成语","战士们摩拳擦掌","中性","战士们摩拳擦掌, 准备战斗。","The soldiers were rolling up their sleeves for battle.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","无动于衷","wúdòngyúzhōng","aloof and indifferent；unmoved；untouched","aloof and indifferent；unmoved；untouched","成语","我们不能无动于衷","中性","对这种情况, 我们不能无动于衷。","Duì zhèzhǒng qíngkuàng, wǒmen bùnéng wúdòngyúzhōng.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","无坚不摧","wújiānbùcuī","F.E. be all-conquering；no stronghold one cannot overcome (idiom)；to conquer every obstacle；nothing one can't do；比喻carry everything before one","F.E. be all-conquering；no stronghold one cannot overcome；to conquer every obstacle；nothing one can't do；to carry everything before one","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","暗自庆幸","ànzìqìngxìng","F.E. congratulate oneself；consider oneself lucky","F.E. congratulate oneself；consider oneself lucky","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","横冲直撞","héngchōngzhízhuàng","F.E. elbow one's way；barge about","F.E. elbow one's way；barge about","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","歪歪扭扭","wāiwāiniǔniǔ","R.F. crooked；twisted","R.F. crooked；twisted","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","气急败坏","qìjíbàihuài","flustered and exasperated；utterly discomfited","flustered and exasperated；utterly discomfited","成语","","中性","他气急败坏地跑回来把发生的事情告诉我们。","Tā qìjíbàihuài de pǎo huí lái bǎ fāshēng de shìqing gàosu wǒmen.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","浑然不觉","húnránbùjué","F.E. be completely unaware","F.E. be completely unaware","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","漫不经心","mànbùjīngxīn","F.E. careless；casual；negligent；careless","F.E. careless；casual；negligent；careless；heedless；absent-minded；indifferent","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","狼狈逃窜","lángbèitáocuàn","flee in panic","flee in panic","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","猝不及防","cùbùjífáng","比喻be caught off guard；without warning","to be caught off guard；without warning","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","理直气壮","lǐzhíqìzhuàng","with justice on one's side, one is bold and assured zhè jiàn shì wǒmenlǐzhíqìzhuàng, nándào ràng tā qīwǔ bùchéng!；in the right and self-confident (idiom)；bold and confident with justice on one's side；比喻have the courage of one's convictions；just and forceful","with justice on one's side, one is bold and assured zhè jiàn shì wǒmenlǐzhíqìzhuàng, nándào ràng tā qīwǔ bùchéng!；in the right and self-confident；bold and confident with justice on one's side；to have the courage of one's convictions；just and forceful","成语","理直气壮地回答","中性","理直气壮地回答 Lǐzhíqìzhuàng de huídá reply with perfect assurance 理直气壮地予以驳斥 lǐzhíqìzhuàng de yǔyǐ bóchì justly and forcefully refute 这件事我们理直气壮, 难道让他欺侮不成！","Lǐzhíqìzhuàng de huídá reply with perfect assurance 理直气壮地予以驳斥 lǐzhíqìzhuàng de yǔyǐ bóchì justly and forcefully refute 这件事我们理直气壮, 难道让他欺侮不成！ zhè jiàn shì wǒmenlǐzhíqìzhuàng, nándào ràng tā qīwǔ bùchéng!","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","画龙点睛","huàlóngdiǎnjīng","比喻paint a dragon and dot in the eyes；fig. to add the vital finishing touch；the crucial point that brings the subject to life；a few words to clinch the point","to paint a dragon and dot in the eyes；fig. to add the vital finishing touch；the crucial point that brings the subject to life；a few words to clinch the point","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","稍纵即逝","shāozòngjíshì","transient；fleeting","transient；fleeting","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","粗枝大叶","cūzhīdàyè","thick stems and broad leaves；boorish；rough and ready；sloppy","thick stems and broad leaves；boorish；rough and ready；sloppy","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","红颜薄命","hóngyánbómìng","F.E. beautiful women suffer unhappy fates","F.E. beautiful women suffer unhappy fates","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","经年累月","jīngniánlěiyuè","for years and years；year in, year out","for years and years；year in, year out","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","羝羊触藩","dīyángchùfān","字面指 billy goat's horns caught in the fence ( from Book of Changes 易经)；impossible to advance or to retreat；without any way out of a dilemma；trapped；in an impossible situation","lit. billy goat's horns caught in the fence ( from Book of Changes 易经)；impossible to advance or to retreat；without any way out of a dilemma；trapped；in an impossible situation","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","茫茫人海","mángmángrénhǎi","the bustling crowds","the bustling crowds","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","蜻蜓点水","qīngtíngdiǎnshuǐ","like a dragon fly skimming the surface of the water—just touch on sth. lightly without going into it deeply；字面指 the dragonfly touches the water lightly；superficial contact (idiom)","like a dragon fly skimming the surface of the water—just touch on sth. lightly without going into it deeply；lit. the dragonfly touches the water lightly；superficial contact","成语","","中性","做调查工作不能蜻蜓点水, 要深入实际。","Zuò diàochá gōngzuò bù néng qīngtíngdiǎnshuǐ, yào shēnrù shíjì.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","语无伦次","yǔwúlúncì","speak incoherently/irrationally；incoherent speech；比喻talk without rhyme or reason (idiom)","speak incoherently/irrationally；incoherent speech；to talk without rhyme or reason","成语","","中性","面对警察他语无伦次。","Miànduì jǐngchá tā yǔwúlúncì.","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","蹑手蹑脚","nièshǒunièjiǎo","P. walk gingerly/stealthily；tiptoe","P. walk gingerly/stealthily；tiptoe","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","轻描淡写","qīngmiáodànxiě","F.E. touch on lightly；(idiom) to treat sth as no big deal；比喻downplay；比喻understate","F.E. touch on lightly；to treat sth as no big deal；to downplay；to understate","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","道道地地","dào dao dì dì","实实在在的；真正的。","實在的、真正的。","成语","","中性","實在的、真正的。","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","遥不可及","yáobùkějí","unattainable；far-fetched；out of reach；exceedingly remote or distant","unattainable；far-fetched；out of reach；exceedingly remote or distant","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","销声匿迹","xiāoshēngnìjì","F.E. keep silent and lie low；比喻vanish without trace (idiom)；比喻lie low","F.E. keep silent and lie low；to vanish without trace；to lie low","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","锦绣前程","jǐnxiùqiánchéng","F.E. glorious future；bright future；bright prospects","F.E. glorious future；bright future；bright prospects","成语","","褒义","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","隐隐约约","yǐnyǐnyuēyuē","vaguely；faintly；indistinctly","vaguely；faintly；indistinctly","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","难以置信","nányǐzhìxìn","hard to believe；incredible","hard to believe；incredible","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","顶天立地","dǐngtiānlìdì","天堂；of indomitable spirit","lit. able to support both heaven and earth；of indomitable spirit","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","顶门立户","dǐngménlìhù","独立成家，支撑门户。","独立承担家庭责任。","成语","","中性","独立承担家庭责任。","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","鬼迷心窍","guǐmíxīnqiào","F.E. be possessed/obsessed；比喻be obsessed；比喻be possessed","F.E. be possessed/obsessed；to be obsessed；to be possessed","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"PKU Sem1 文学课/成语/期末考试","鸡皮疙瘩","jīpí gēda","N. , coll. goose pimples；goose pimples；goose bumps","N. , coll. goose pimples；goose pimples；goose bumps","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"September 2025/成语；October 2025/成语；PKU Sem1 文学课/成语/期中考试","一本正经","yīběnzhèngjīng","in deadly earnest；deadpan；in deadly earnest；deadpan；in deadly earnest；deadpan","in deadly earnest；deadpan；in deadly earnest；deadpan；in deadly earnest；deadpan","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"September 2025/成语；October 2025/成语；PKU Sem1 文学课/成语/期中考试","废寝忘食","fèiqǐnwàngshí","比喻skip one's sleep and meals；比喻be completely wrapped up in one's work；比喻skip one's sleep and meals；比喻be completely wrapped up in one's work；比喻skip one's sleep and meals；比喻be completely wrapped up in one's work","to skip one's sleep and meals；to be completely wrapped up in one's work；to skip one's sleep and meals；to be completely wrapped up in one's work；to skip one's sleep and meals；to be completely wrapped up in one's work","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"September 2025/成语；October 2025/成语；PKU Sem1 文学课/成语/期中考试","心不在焉","xīnbùzàiyān","心不在焉；inattentive；with one's thoughts wandering；心不在焉；inattentive；with one's thoughts wandering；心不在焉；inattentive；with one's thoughts wandering","absent-minded；preoccupied；inattentive；with one's thoughts wandering；absent-minded；preoccupied；inattentive；with one's thoughts wandering；absent-minded；preoccupied；inattentive；with one's thoughts wandering","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"September 2025/成语；October 2025/成语；PKU Sem1 文学课/成语/期末考试","前仰后合","qiányǎnghòuhé","比喻sway to and fro；比喻rock back and forth；比喻sway to and fro；比喻rock back and forth；rock back and forth (with laughter)；比喻sway to and fro；比喻rock back and forth","to sway to and fro；to rock back and forth；to sway to and fro；to rock back and forth；rock back and forth (with laughter)；to sway to and fro；to rock back and forth","成语","大家笑得前仰后合","中性","大家笑得前仰后合。","Dàjiā xiào de qiányǎnghòuhé.","固定搭配，整体理解，不宜逐字直译。","",""
"September 2025/成语；PKU Sem1 文学课/成语/期中考试","莫名其妙","mòmíngqímiào","unable to make head or tail of sth.；baffled；without rhyme or reason；inexplicable；odd；unable to make head or tail of sth.；baffled；without rhyme or reason；inexplicable；odd","unable to make head or tail of sth.；baffled；without rhyme or reason；inexplicable；odd；unable to make head or tail of sth.；baffled；without rhyme or reason；inexplicable；odd","成语","真叫人莫名其妙；真叫人莫名其妙","中性","他为什么讲这番话, 真叫人莫名其妙。","Tā wèishénme jiǎng zhè fān huà, zhēn jiào rén mòmíngqímiào.","固定搭配，整体理解，不宜逐字直译。","",""
"September 2025/成语；PKU Sem1 文学课/成语/期末考试","不可思议","bùkěsīyì","难以想象；unfathomable；难以想象；unfathomable","inconceivable；unimaginable；unfathomable；inconceivable；unimaginable；unfathomable","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
