"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"Chapter 3","谈吐","tántǔ","说话时的措词和态度。","manner of speaking; diction","名","～优雅；～不凡；～得体","褒义","她谈吐从容，让人感受到良好的教养。","She speaks with composure, revealing good upbringing.","Refers to speech style.","","言谈"
"Chapter 3","得体","détǐ","（言语、行为）合适，恰当。","appropriate; proper","形","举止～；穿着～；～大方","褒义","面试时穿着得体非常重要。","Dressing appropriately is very important in an interview.","Praise for propriety.","","恰当"
"Chapter 3","就算","jiùsuàn","即使；假设成立。","even if; granted that","连","～困难；～下雨；～如此","口语","就算款式过时，母亲仍舍不得扔掉那件衣服。","Even if the style was dated, Mother still could not bear to throw away that garment.","Concessive connector.","","即使"
"Chapter 3","推敲","tuīqiāo","反复考虑字句是否恰当。","polish wording; deliberate","动","～文字；仔细～；～再三","书面","这篇文章的标题他推敲了很久才定下。","He polished the title of this essay for a long time before settling on it.","From Jia Dao story.","","斟酌"
"Chapter 3","眼影","yǎnyǐng","涂在眼皮上用来突出眼神的化妆品。","eye shadow","名","涂～；～颜色；～盒","中性","她只淡淡地涂了一点眼影，显得很有精神。","She applied only a light touch of eye shadow and looked refreshed.","Makeup vocabulary.","","化妆品"
"Chapter 3","灰晶","huījīng","带灰调的晶亮色泽（多指妆面或面料）。","grayish crystal sheen","形","～色；～光泽；～质感","中性","这种灰晶色调的眼影很适合日常妆容。","This grayish crystal-toned eye shadow suits everyday makeup.","Text-specific color term.","","灰色"
"Chapter 3","唇膏","chúngāo","涂嘴唇用的化妆品。","lipstick","名","一支～；～颜色；涂～","中性","她挑选了一支淡色唇膏，搭配素雅的春装。","She chose a light lipstick to match her simple spring outfit.","Makeup item.","","口红"
"Chapter 3","面容","miànróng","脸上的容貌。","facial features; countenance","名","～清秀；～憔悴；～慈祥","中性","旧照片里母亲的面容温柔而坚定。","In the old photo, Mother's face was gentle and firm.","Formal/literary for face.","","容貌"
"Chapter 3","别扭","bièniu","不自然，不舒服；不合拍。","awkward; uncomfortable","形","感到～；～劲儿；越看越～","贬义","这件衣服尺码不对，穿着很别扭。","The size is wrong, so wearing this garment feels awkward.","Can describe relations or clothes.","","不舒服"
"Chapter 3","借题发挥","jiè tí fāhuī","借着某事发挥，表达自己的意思。","use a topic as a pretext to make a point","成语","别～；趁机～；～批评","贬义","他并非真谈衣服，而是借题发挥谈消费观念。","He was not really talking about clothes but using them as a pretext to discuss consumption.","Often critical tone.","","指桑骂槐"
"Chapter 3","俏","qiào","漂亮；活泼可爱。","pretty; lively and charming","形","～丽；～模样；打扮得～","褒义","春装让她看起来格外俏丽。","The spring outfit made her look especially pretty.","Often for women/appearance.","","漂亮"
"Chapter 3","酷","kù","形容帅气、有型（音译用法）。","cool; stylish","形","很～；～女孩；～造型","口语","她觉得短发配风衣很酷。","She thinks short hair with a trench coat looks cool.","Loanword usage.","","帅"
"Chapter 3","时尚","shíshàng","在一定时期流行的风尚。","fashion; trend","名","追求～；～杂志；～潮流","中性","时尚变化很快，但经典的款式更耐看。","Fashion changes quickly, but classic styles last longer.","Can be noun or adjective.","","流行"
"Chapter 3","顺风","shùn fēng","顺着风向；比喻顺利。","with the wind; go smoothly","短语","～而行；～扬帆；一路～","中性","做事也要看时机，顺风时更省力。","Timing matters in work; going with the wind takes less effort.","Often figurative.","","顺利"
"Chapter 3","逆风","nì fēng","顶风；比喻遇到困难。","against the wind; face headwinds","短语","～而行；～坚持；～而上","中性","行业调整期，企业难免要逆风前行。","During industry adjustment, companies inevitably move against the wind.","Figurative hardship.","","受阻"
"Chapter 3","免不了","miǎnbuliǎo","不可避免。","unavoidable; bound to","动","～的事；～要…；～有些","口语","谈服装，免不了要提到审美和时代。","Talking about clothing inevitably involves aesthetics and the times.","Colloquial.","","难免"
"Chapter 3","出神","chū shén","精神不集中，好像发呆。","lost in thought; in a trance","动","听得～；～片刻；看得～","中性","她望着旧衣出神，仿佛又回到了从前。","She gazed at the old clothes, lost in thought, as if back in the past.","Not supernatural meaning here.","","发呆"
"Chapter 3","清纯","qīngchún","清澈纯洁。","pure; innocent","形","～气质；～模样；～少女","褒义","她年轻时的气质清纯，像春天的风一样。","Her youthful air was pure, like a spring breeze.","Often describes appearance or character.","","纯洁"
"Chapter 3","尝试","chángshì","试；试验。","try; attempt","动","～一下；～新风格；～做法","中性","她尝试把旧衣改成更合身的样式。","She tried altering the old garment to a better fit.","General verb.","","试着"
"Chapter 3","乃至","nǎizhì","甚至（用于递进）。","even to; go so far as to","连","～于…；～全国；～世界","书面","这种面料柔软，乃至可以贴身穿着。","This fabric is so soft it can even be worn next to the skin.","Formal written connector.","","甚至"
"Chapter 3","毒品","dúpǐn","使人成瘾、危害健康的违禁药物。","drugs; narcotics","名","远离～；～危害；禁～","贬义","青少年应认清毒品危害，坚决远离。","Young people should understand the harm of drugs and stay far away.","Serious social topic.","","违禁药物"
"Chapter 3","人生","rénshēng","人的整个生活过程。","life; one's lifetime","名","～道路；～体验；～感悟","中性","服装记录的不只是样式，也是人生片段。","Clothing records not only style but also episodes of life.","Broad abstract noun.","","生活"
"Chapter 3","体验","tǐyàn","通过实践认识、感受。","experience (firsthand)","动","～生活；～艰辛；亲身～","中性","她到工厂体验了一天缝纫工的工作。","She spent a day at a factory experiencing a seamstress's work.","Often verb in reading texts.","","体会"
"Chapter 3","跻身","jīshēn","使自己进入（某种行列或范围）。","join the ranks of; enter","动","～前列；～高端；～市场","书面","这个品牌跻身国际时装周，引起关注。","The brand joined international fashion weeks and drew attention.","Formal, often business.","","进入"
"Chapter 3","竭诚","jiéchéng","用尽忠诚或力量。","wholeheartedly; with full sincerity","副","～服务；～相助；～欢迎","褒义","店员竭诚为顾客挑选合适的尺码。","The clerk wholeheartedly helped customers choose the right size.","Formal service term.","","尽心"
"Chapter 3","忠告","zhōnggào","诚恳地劝告。","sincere advice","名","一句～；听从～；提出～","褒义","长辈的忠告让他重新思考穿衣消费。","The elders' sincere advice made him rethink clothing consumption.","Noun or verb.","","劝告"
"Chapter 3","童真","tóngzhēn","儿童天真纯朴的本性。","childlike innocence","名","～未泯；充满～；～笑容","褒义","孩子穿上新衣时，脸上满是童真。","When the child put on new clothes, his face was full of innocence.","Positive childhood quality.","","天真"
"Chapter 3","品尝","pǐncháng","仔细地吃、喝并辨别滋味；引申为体验。","taste; savor","动","～美食；～滋味；～生活","中性","慢慢品尝一杯茶，也是一种休息。","Slowly savoring a cup of tea is also a form of rest.","Can be literal or figurative.","","品味"
"Chapter 3","轻微","qīngwēi","程度很轻。","slight; minor","形","～疼痛；～差别；～影响","中性","这件衣料只有轻微的褶皱，熨一下就好。","The fabric has only slight wrinkles; ironing will fix it.","Opposite of severe.","","略微"
"Chapter 3","大麻","dàmá","一种被法律禁止的毒品原植物。","cannabis; marijuana","名","禁～；～制品；远离～","贬义","法律严禁种植、贩卖大麻。","The law strictly forbids growing or selling cannabis.","Discuss in prevention context only.","","毒品"
"Chapter 3","在世为人","zài shì wéi rén","活在世上做人（强调人生态度）。","live one's life in this world","短语","～的道理；～一场","书面","在世为人，既要体面，也要节制。","Living in this world calls for both dignity and moderation.","Philosophical phrase.","","做人"
"Chapter 3","底线","dǐxiàn","不能逾越的最低限度。","bottom line; limit","名","道德～；～原则；突破～","中性","消费可以追求美，但不能越过理性底线。","Consumption may pursue beauty but must not cross the line of reason.","Common metaphor.","","界限"
"Chapter 3","白领","báilǐng","从事脑力劳动的上班族。","white-collar worker","名","～阶层；～女性；～生活","中性","许多白领偏爱简洁干练的职业装。","Many white-collar workers prefer simple, sharp office wear.","Social category term.","","上班族"
"Chapter 3","型","xíng","样式；类型。","style; type; model","名","新～；～号；～样","中性","今年流行宽松型外套。","Loose-fit coats are in style this year.","Short for 型号/款式.","","款式"
"Chapter 3","差异","chāyì","差别；不同的地方。","difference; discrepancy","名","巨大～；～明显；存在～","中性","两种面料的差异主要体现在透气性和手感上。","The difference between the two fabrics lies mainly in breathability and feel.","Formal noun.","","差别"
"Chapter 3","望去","wàngqù","朝……看过去。","look toward; gaze in a direction","动","远远～；～窗外；～远方","中性","他望去，街头的人潮像潮水一样流动。","He looked out; the crowd on the street flowed like a tide.","Literary motion verb.","","看向"
"Chapter 3","透亮","tòuliàng","透明光亮。","bright and clear; translucent","形","～的面料；～窗户；～清爽","褒义","薄纱透亮，适合春夏穿着。","The gauze is bright and sheer, suitable for spring and summer.","Describes light materials.","","透明"
"Chapter 3","哲理","zhélǐ","关于人生、世界的道理。","philosophy; philosophic insight","名","人生～；～思考；～意味","中性","文章从一件衣服引出许多人生哲理。","The essay draws much life philosophy from a single garment.","Abstract noun.","","道理"
"Chapter 3","启示","qǐshì","启发，使人领悟。","enlightenment; revelation","名","得到～；～作用；～意义","中性","母亲的节俭给了他很大的启示。","Mother's thrift gave him great enlightenment.","Positive insight.","","启发"
"Chapter 3","衣橱（柜）","yīchú (guì)","存放衣服的柜子。","wardrobe; closet","名","打开～；～里；～整理","中性","她打开衣橱，里面挂着各年代的春装。","She opened the wardrobe; spring clothes from many years hung inside.","柜 is colloquial variant.","","衣柜"
"Chapter 3","质地","zhìdì","物体材料的性质。","texture; quality of material","名","～柔软；～粗糙；～上乘","中性","这件大衣质地厚实，保暖性好。","This coat has a thick texture and keeps warm well.","Used for fabrics.","","材质"
"Chapter 3","绝迹","juéjì","完全消失，不再出现。","vanish; become extinct","动","几乎～；～多年；濒临～","中性","那种老式盘扣在城里几乎绝迹了。","That old-style frog button has nearly vanished in the city.","Often for customs/species.","","消失"
"Chapter 3","裤腿","kùtuǐ","裤子从腰到脚的部分。","trouser leg","名","～太长；卷起～；～收窄","中性","裤腿略长，需要改短一寸。","The trouser legs are a bit long and need shortening by an inch.","Clothing part.","","裤脚"
"Chapter 3","灰白","huībái","灰而发白。","ashy white; grayish white","形","～头发；～天空；～色调","中性","母亲两鬓已有几缕灰白。","There were already a few ashen white strands at Mother's temples.","Color description.","","苍白"
"Chapter 3","腰围","yāowéi","腰部的围度。","waistline; waist measurement","名","～尺寸；～变细；量～","中性","裁缝仔细量了她的腰围和肩宽。","The tailor carefully measured her waist and shoulders.","Clothing measurement.","","腰身"
"Chapter 3","容下","róngxià","容纳得下。","hold; accommodate","动","～不下；～很多人；～得下","中性","这个小衣橱已经容不下更多冬衣了。","This small wardrobe can no longer hold more winter clothes.","Spatial capacity.","","容纳"
"Chapter 3","当下","dāngxià","当前；立刻。","at present; right now","名","～社会；～就要；～流行","中性","当下的流行未必适合每个人。","Current trends may not suit everyone.","Time reference.","","目前"
"Chapter 3","遗弃","yíqì","抛弃，不要。","abandon; forsake","动","～旧物；被～；～角落","贬义","不应随意遗弃还能穿的衣物。","One should not casually abandon clothes that are still wearable.","Strong negative.","","抛弃"
"Chapter 3","羞涩","xiūsè","害羞，不好意思。","shy; bashful","形","～一笑；～表情；略带～","褒义","她羞涩地低头整理衣领。","She shyly lowered her head to straighten her collar.","Gentle emotion.","","害羞"
"Chapter 3","初恋","chūliàn","第一次恋爱。","first love","名","～故事；～对象；～回忆","中性","旧照片让他想起初恋时的青涩。","The old photo reminded him of the innocence of first love.","Emotional memory.","","第一次恋爱"
"Chapter 3","见证","jiànzhèng","亲眼看到，可作证明；也指见证人。","witness; testify","动","～历史；～变化；～成长","中性","这些衣物见证了时代的变迁。","These garments witnessed the changes of the times.","Often figurative.","","目击"
"Chapter 3","沐浴","mùyù","洗澡；比喻沉浸在（阳光、春风等）中。","bathe; bask in","动","～阳光；～春风；～其中","中性","清晨，她沐浴在柔和的春光里。","In the early morning, she basked in the gentle spring light.","Often figurative.","","洗澡"
"Chapter 3","世俗","shìsú","社会上流行的风气；俗世。","secular; worldly","名","～眼光；～生活；～观念","中性","不必太在意世俗对穿衣的评价。","Do not care too much about worldly judgments on dress.","Can be neutral or critical.","","尘世"
"Chapter 3","军绿","jīnlǜ","军队制服常用的绿色。","army green","形","～外套；～裤子；～色调","中性","军绿风衣曾一度非常流行。","Army-green trench coats were once very popular.","Color term.","","国防绿"
"Chapter 3","苗条","miáotiao","（身材）细长好看。","slender; slim","形","身材～；～挺拔；保持～","褒义","合身的剪裁让她看起来更苗条。","A well-fitted cut made her look slimmer.","Usually for women.","","修长"
"Chapter 3","九牛二虎之力","jiǔ niú èr hǔ zhī lì","形容很大的力气或费很大的劲。","tremendous effort","成语","费了～；使出～；用～","中性","他费了九牛二虎之力，才把旧木箱抬上楼。","He used tremendous effort to carry the old wooden chest upstairs.","Exaggerated idiom.","","大力气"
"Chapter 3","讨","tǎo","索取；讨人喜欢（语境相关）。","ask for; demand","动","～人喜欢；～便宜；～教","中性","这件衣服的颜色很讨人喜欢。","The color of this garment is very pleasing.","Polysemous; context matters.","","要"
"Chapter 3","到手","dào shǒu","拿到手里；获得。","obtain; get hold of","短语","终于～；～不易；货已～","口语","他排队很久，才把限量款外套买到手。","He queued a long time before getting the limited-edition coat.","Colloquial acquisition.","","获得"
"Chapter 3","国防绿","guófánglǜ","近似军装的深绿色。","national defense green","形","～布料；～制服；～风格","中性","国防绿大衣在八十年代很常见。","National-defense-green coats were common in the 1980s.","Period fashion term.","","军绿"
"Chapter 3","军用","jūnyòng","军队使用的。","military-use","形","～皮带；～帆布；～风格","中性","军用帆布结实耐磨，曾用于做包和鞋。","Military canvas is tough and was used for bags and shoes.","Material/style term.","","军队"
"Chapter 3","水壶","shuǐhú","盛水的器具。","canteen; kettle; water bottle","名","～里的水；背～；暖～","中性","他背着水壶，继续沿山路前行。","He carried a canteen and continued along the mountain path.","Everyday object.","","水瓶"
"Chapter 3","强劲","qiángjìng","强大有力。","powerful; robust","形","～风力；～势头；～增长","中性","强劲的风把衣架吹得叮当作响。","The powerful wind made the clothes rack clatter.","Often for force/trend.","","有力"
"Chapter 3","风行","fēngxíng","普遍流行。","be in vogue; prevail","动","～一时；～全国；～款式","中性","阔腿裤曾风行一时，后来又悄然退去。","Wide-leg pants were once in vogue, then quietly faded.","Fashion context.","","流行"
"Chapter 3","置身于","zhìshēn yú","把自己放在某种环境或境地中。","place oneself in; be immersed in","短语","～其中；～闹市；～困境","书面","置身于展厅，仿佛走进了服装史。","Placed in the exhibition hall, one seemed to enter the history of dress.","Literary.","","处在"
"Chapter 3","审美","shěnměi","对美的看法和判断。","aesthetics; taste in beauty","动","～能力；～观念；提高～","中性","阅读与旅行都有助于开阔审美。","Reading and travel both help broaden one's aesthetic sense.","Often noun-like usage.","","美感"
"Chapter 3","潮流","cháoliú","流行的趋势。","trend; tide of fashion","名","紧跟～；～变化；～单品","中性","潮流会变，但合身与得体始终重要。","Trends change, but fit and propriety always matter.","Fashion term.","","时尚"
"Chapter 3","昂奋","ángfèn","振奋，情绪高涨。","excited; stirred up","形","情绪～；～精神；～状态","书面","听到好消息，他整个人昂奋起来。","Hearing the good news, he became excited and uplifted.","Literary emotion.","","兴奋"
"Chapter 3","置备","zhìbèi","购置（设备、用品等）。","purchase; equip","动","～衣物；～家具；～设备","中性","她为新学期置备了一套学习用品。","She purchased a set of study supplies for the new semester.","Formal purchase.","","购置"
"Chapter 3","沉浸","chénjìn","浸入；比喻专心于某种境界。","be immersed in","动","～其中；～阅读；～回忆","中性","她沉浸在回忆里，忘了时间。","She was immersed in memories and lost track of time.","Figurative common.","","投入"
"Chapter 3","溢美之词","yì měi zhī cí","过分夸赞的话。","excessive praise; flattery","短语","充满～；少用～；～过多","贬义","评价作品应实事求是，避免溢美之词。","Evaluate work realistically and avoid excessive praise.","Critical of flattery.","","奉承"
"Chapter 3","开度","kāidù","（服装）胸前或下摆张开的幅度。","opening width (of garment)","名","～较大；～适中；～设计","中性","这件大衣开度适中，走动更方便。","The coat's front opening is moderate, making walking easier.","Garment design term.","","开襟"
"Chapter 3","极为","jíwéi","非常，极其。","extremely; exceedingly","副","～重要；～罕见；～讲究","书面","她对细节极为讲究。","She is extremely particular about details.","Formal intensifier.","","非常"
"Chapter 3","夸张","kuāzhāng","（言行）超过事实；过分。","exaggerated; exaggerate","形","～的说法；～表演；别太～","中性","把旧衣说得一文不值，未免有些夸张。","Calling old clothes worthless is somewhat exaggerated.","Can be adj or verb.","","夸大"
"Chapter 3","大摇大摆","dà yáo dà bǎi","形容走路神气、满不在乎的样子。","swagger; walk ostentatiously","成语","～地走进来；～离去","贬义","他大摇大摆地走进会议室，旁若无人。","He swaggered into the meeting room as if no one else were there.","Often negative manner.","","神气"
"Chapter 3","提携","tíxié","提拔、扶助晚辈或后进。","guide and support; mentor","动","～后进；～学生；多方～","褒义","前辈提携，让他在事业上少走弯路。","Senior mentors' support helped him avoid detours in his career.","Formal/polite.","","扶持"
"Chapter 3","前辈","qiánbèi","资历较深的人。","senior; older generation","名","尊敬～；～的教导；～经验","褒义","前辈提醒他，穿衣也要符合场合。","Seniors reminded him that dress should suit the occasion.","Respectful term.","","长辈"
"Chapter 3","感念","gǎnniàn","因感激而怀念。","recall with gratitude","动","～恩情；～旧情；深深～","书面","他感念母亲当年的辛劳与体贴。","He recalls with gratitude his mother's past labor and care.","Warm formal tone.","","怀念"
"Chapter 3","女郎","nǚláng","年轻女子（书面或旧式说法）。","young lady; woman","名","时尚～；年轻～","书面","杂志封面上的女郎穿着典雅春装。","The young woman on the magazine cover wore elegant spring attire.","Slightly dated/formal.","","女子"
"Chapter 3","眼神","yǎnshén","眼睛所表露的神情。","look in one's eyes; expression","名","～坚定；～温柔；～交流","中性","母亲的眼神温柔，像在鼓励他。","Mother's gaze was gentle, as if encouraging him.","Emotional reading.","","目光"
"Chapter 3","凸现","tūxiàn","突出地显现出来。","stand out; emerge clearly","动","～问题；～特点；～出来","中性","在灯光下，面料的纹理凸现出来。","Under the light, the fabric's texture stood out clearly.","Formal written.","","显现"
"Chapter 3","诧异","chàyì","觉得奇怪，惊讶。","astonished; surprised","形","感到～；～地问；十分～","中性","他对价格突然上涨感到诧异。","He was astonished at the sudden price rise.","Shows surprise.","","惊讶"
"Chapter 3","不快","búkuài","不高兴；不愉快。","unhappy; displeased","形","令人～；心中～；～之事","贬义","朋友的一句玩笑让他有些不快。","A friend's joke left him somewhat displeased.","Emotional state.","","不高兴"
"Chapter 3","浮现","fúxiàn","（形象、印象等）在眼前出现。","emerge; come to mind","动","～眼前；～笑容；～画面","中性","往事浮现，像老照片一样清晰。","The past emerged as clearly as an old photograph.","Often memories/images.","","出现"
"Chapter 3","就此","jiùcǐ","到这时为止；于是。","at this point; thus","副","～结束；～作罢；～打住","中性","讨论到此为止，就此告一段落。","The discussion stops here and comes to a close.","Wraps up an action.","","因此"
"Chapter 3","吱声","zī shēng","发出声音；说话（多用于否定）。","utter a sound; speak up","动","不～；没～；不肯～","口语","他坐在角落里，半天没吱声。","He sat in the corner without a word for a long time.","Northern colloquial.","","出声"
"Chapter 3","抗拒","kàngjù","抵抗，拒绝接受。","resist; reject","动","～改变；～心理；无法～","中性","年轻人并非都抗拒传统服饰元素。","Not all young people resist traditional clothing elements.","Psychological or physical.","","抵抗"
"Chapter 3","毋庸","wúyōng","不必（书面）。","needless to; no need","副","～讳言；～置疑；～多说","书面","毋庸讳言，审美会随时代变化。","Needless to say, aesthetics change with the times.","Formal.","","不必"
"Chapter 3","成因","chéngyīn","形成的原因。","cause; contributing factor","名","～分析；～复杂；～研究","中性","专家分析了这种消费心理的成因。","Experts analyzed the causes of this consumption mindset.","Academic tone.","","原因"
"Chapter 3","预示","yùshì","预先显示（将发生的事）。","foreshadow; presage","动","～未来；～变化；～趋势","中性","嫩芽萌发预示着春天已经到来。","Sprouting buds presage the arrival of spring.","Formal prediction.","","预兆"
"Chapter 3","凝固","nínggù","由液体变成固体；比喻固定不变。","solidify; freeze (figurative)","动","～瞬间；～笑容；时间～","中性","那一刻，她的笑容仿佛凝固在照片上。","At that moment, her smile seemed frozen in the photo.","Often figurative in literature.","","结冰"
"Chapter 3","多变","duōbiàn","变化多。","changeable; volatile","形","天气～；性格～；～时尚","中性","春季天气多变，穿衣要方便增减。","Spring weather is changeable, so clothing should be easy to layer.","Describes instability.","","变化"
"Chapter 3","预料","yùliào","事先估计。","expect; anticipate","动","～之中；没～到；难以～","中性","他没预料到这件旧衣会这么合身。","He did not expect the old garment to fit so well.","Prediction.","","预期"
"Chapter 3","降临","jiànglín","来到（多指重大事物或时刻）。","befall; arrive","动","节日～；危机～；春天～","书面","春天悄然降临，街道换上了浅色衣裳。","Spring quietly arrived, and the streets put on lighter colors.","Formal arrival.","","到来"
"Chapter 3","微颤","wēichàn","轻微地颤动。","tremble slightly","动","声音～；双手～；～不已","中性","她的声音微颤，却仍旧把故事讲完。","Her voice trembled slightly, yet she still finished the story.","Subtle movement.","","颤抖"
"Chapter 3","劲风","jìngfēng","强劲的风。","strong wind; gale","名","～吹来；～呼啸；～劲吹","中性","劲风掀起衣角，他抓紧了围巾。","A strong wind lifted the hem of his coat, and he gripped his scarf.","Weather imagery.","","狂风"
"Chapter 3","相当于","xiāngdāngyú","差不多是；等于。","equivalent to; amount to","动","～于…；～说；～一次","中性","这笔开销相当于他半个月的生活费。","This expense amounted to half a month's living costs.","Comparison.","","等于"
"Chapter 3","效应","xiàoyìng","效果；影响。","effect","名","～显著；心理～；～扩散","中性","名牌服饰有时会产生炫耀效应。","Brand-name clothing sometimes produces a show-off effect.","Academic/general.","","效果"
"Chapter 3","轻飘","qīngpiāo","轻而飘动；形容不踏实。","light and airy; flimsy","形","～织物；～话语；～无力","中性","轻飘的雪落在衣肩上，立刻融化。","Light snow fell on his shoulders and melted at once.","Texture or manner.","","轻盈"
"Chapter 3","诡谲","guǐjué","奇异多变，不可捉摸。","weird; unpredictable","形","～多变；～的气氛；～莫测","书面","夜色诡谲，街灯在风里摇晃。","The night was eerie and unpredictable; streetlamps swayed in the wind.","Literary adjective.","","诡异"
"Chapter 3","穿着","chuānzhuó","指身上的衣服；穿戴。","attire; clothing","名","日常～；～讲究；～朴素","中性","她的穿着朴素，却很干净得体。","Her attire was simple yet clean and proper.","Noun focus.","","衣着"
"Chapter 3","饮食","yǐnshí","吃喝；食物。","diet; food and drink","名","～习惯；～健康；～起居","中性","合理的饮食比盲目追求时髦更重要。","A sensible diet matters more than blindly chasing fashion.","Daily life topic.","","吃喝"
"Chapter 3","俗世","súshì","人世间；世俗社会。","mortal world; secular world","名","～烟火；～纷扰；远离～","书面","他在俗世中仍保留对美的敏感。","He kept a sensitivity to beauty amid the secular world.","Literary.","","尘世"
"Chapter 3","无可责备","wú kě zébèi","没有可以指责的地方。","blameless; beyond reproach","短语","～的选择；～的行为","褒义","他的处理稳妥周到，无可责备。","His handling was steady and thorough, beyond reproach.","Formal praise.","","无可指摘"
"Chapter 3","甚或","shènhuò","甚至（书面）。","even; or even","副","～如此；～超过；～不必","书面","变化甚或影响到日常穿着习惯。","The change even affected everyday dressing habits.","Formal intensifier.","","甚至"
"Chapter 3","有助于","yǒuzhùyú","对……有帮助。","be conducive to; help","动","～健康；～理解；～提高","中性","多读经典有助于提高语言表达能力。","Reading classics helps improve language expression.","Formal structure with 于.","","有利于"
"Chapter 3","提升","tíshēng","提高（程度、水平）。","elevate; improve","动","～质量；～水平；～形象","中性","合适的着装可以提升个人气质。","Appropriate dress can elevate one's bearing.","Common in work/life.","","提高"
"Chapter 3","情趣","qíngqù","情调；趣味。","charm; appeal; taste","名","生活～；～高雅；缺乏～","褒义","一束花能为房间增添情趣。","A bouquet adds charm to a room.","Positive aesthetic.","","趣味"
"Chapter 3","良性","liángxìng","（发展）正常而积极。","benign; positive (cycle)","形","～循环；～发展；～互动","褒义","理性消费有助于形成良性习惯。","Rational consumption helps form positive habits.","Often 良性循环.","","健康"
