"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"Chapter 6","化妆品","huàzhuāngpǐn","用于护肤或修饰外貌的产品。","make-up products","名","高端～；购买～；国产～","中性","文章提醒消费者，选购化妆品时应先看成分表。","The article reminds consumers to check ingredient lists when buying cosmetics.","Used in social commentary to anchor a concrete issue in education or consumption.","","彩妆"
"Chapter 6","此时","cǐshí","说话当下的这个时间点。","this moment, right now","名","就在～；到～；～此刻","中性","此时家长最需要的是冷静沟通，而不是一味指责。","At this moment, what parents need most is calm communication, not constant blame.","Used in social commentary to anchor a concrete issue in education or consumption.","","此刻"
"Chapter 6","懒惰","lǎnduò","缺乏主动性，不愿意付出劳动。","lazy","形","变得～；过于～；不再～","贬义","社论认为，家长的消费选择如果过于懒惰，反而可能给孩子带来额外压力。","The editorial argues that if parents' spending choices become too 懒惰, children may face extra pressure.","Used to evaluate attitudes or tendencies in opinion pieces about parenting and society.","","懒散"
"Chapter 6","娇气","jiāoqì","性格脆弱，经不起吃苦。","fragile; squeamish","形","～惯了；太～；有点～","贬义","现在的孩子大都是独生子女，难免有些娇气。","Most children today are only children, so it's unavoidable they're a bit fragile.","Easily upset or hurt.","","脆弱"
"Chapter 6","无穷无尽","wú qióng wú jìn","数量极多，似乎没有尽头。","boundless and endless","俗语","～的需求；～的烦恼；～的想象","中性","评论指出，一些家庭在育儿方式上出现了无穷无尽的倾向，需要及时调整节奏。","The commentary points out that some families show a tendency toward 无穷无尽 in parenting and need to adjust in time.","Useful in editorials to characterize recurring social or parenting patterns succinctly.","","无边无际"
"Chapter 6","挥霍","huīhuò","无节制地大量花费钱财或资源。","to spend freely, to squander","动","～金钱；～资源；禁止～","贬义","报道把挥霍这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 挥霍 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","浪费"
"Chapter 6","来之不易","lái zhī bù yì","得到某物或成果非常不容易。","not easy to come by, hard-earned","俗语","机会～；成果～；收入～","褒义","评论指出，一些家庭在育儿方式上出现了来之不易的倾向，需要及时调整节奏。","The commentary points out that some families show a tendency toward 来之不易 in parenting and need to adjust in time.","Useful in editorials to characterize recurring social or parenting patterns succinctly.","","得来不易"
"Chapter 6","财力","cáilì","个人或机构可支配的经济实力。","financial resources","名","～有限；～雄厚；提升～","中性","家庭财力有限时，更应在教育投入上做好取舍。","When family finances are limited, it is especially important to choose wisely in education spending.","Used in social commentary to anchor a concrete issue in education or consumption.","","资金"
"Chapter 6","理智","lǐzhì","思考和判断较为冷静克制。","wise and sensible, reasonable","形","保持～；不够～；回归～","褒义","社论认为，家长的消费选择如果过于理智，反而可能给孩子带来额外压力。","The editorial argues that if parents' spending choices become too 理智, children may face extra pressure.","Used to evaluate attitudes or tendencies in opinion pieces about parenting and society.","","冷静"
"Chapter 6","开支","kāizhī","在一定时期内发生的费用支出。","expenses","名","控制～；增加～；家庭～","中性","有家庭把课外培训开支控制在月收入的两成以内。","Some families keep extracurricular training expenses within 20% of monthly income.","Used in social commentary to anchor a concrete issue in education or consumption.","","支出"
"Chapter 6","财务","cáiwù","与资金管理、收支核算有关的事务。","financial affairs","名","～管理；～状况；～报表","中性","专家建议，家庭财务规划应兼顾储蓄、保险和日常开销。","Experts advise that family financial planning should balance savings, insurance, and daily costs.","Used in social commentary to anchor a concrete issue in education or consumption.","","财政"
"Chapter 6","不妨","bùfáng","表示可以这样做，通常带建议语气。","there is no harm in, might as well","副","～试试；～考虑；～先做","中性","这个问题一时想不明白也不妨，先把材料读完再下结论。","If this question is hard to solve immediately, it is fine to finish reading the materials first.","Common in formal writing, discussion, and news-style contexts.","","何妨"
"Chapter 6","开销","kāixiāo","日常或阶段性的花费总额。","expenses","名","日常～；减少～；生活～","中性","孩子升学后，家庭每月开销比往年增加了一千多元。","After the child moved up a grade, monthly household spending rose by more than 1,000 yuan.","Used in social commentary to anchor a concrete issue in education or consumption.","","花费"
"Chapter 6","取舍","qǔshě","在不同选项中进行选择和放弃。","to accept or reject","动","进行～；合理～；做出～","中性","报道把取舍这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 取舍 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","选择"
"Chapter 7","透视","tòushì","透过现象分析事物本质。","to see from the true perspective","动","～现象；深度～；社会～","中性","报道把透视这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 透视 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","剖析"
"Chapter 7","形态","xíngtài","事物呈现出的形式和状态。","form, shape","名","组织～；产业～；意识～","中性","线上消费形态的变化，正在重塑年轻人的购物习惯。","Changes in online consumption patterns are reshaping young people's shopping habits.","Used in social commentary to anchor a concrete issue in education or consumption.","","形状"
"Chapter 7","展望","zhǎnwàng","对未来的发展进行观察和预测。","to forecast sth.'s future","动","～未来；年度～；发展～","中性","报道把展望这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 展望 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","前瞻"
"Chapter 7","话题","huàtí","谈话、报道或讨论所围绕的内容。","topic of conversation","名","热门～；敏感～；公共～","中性","这篇报道把教育公平作为核心话题展开讨论。","This report takes educational equity as its core topic for discussion.","Used in social commentary to anchor a concrete issue in education or consumption.","","议题"
"Chapter 7","颇","pō","程度较高，相当。","very, rather","副","～受关注；～有争议；～具影响","书面","这篇评论写得颇有分寸，既指出问题也给出了建议。","This commentary is quite balanced, pointing out problems while also offering suggestions.","A written-style adverb often seen in essays and news commentary.","","相当"
"Chapter 7","耐人寻味","nàirén xúnwèi","含义深长，值得反复体会。","thought-provoking, profound meaning that deserves much contemplation","俗语","结论～；细节～；语言～","褒义","评论指出，一些家庭在育儿方式上出现了耐人寻味的倾向，需要及时调整节奏。","The commentary points out that some families show a tendency toward 耐人寻味 in parenting and need to adjust in time.","Useful in editorials to characterize recurring social or parenting patterns succinctly.","","意味深长"
"Chapter 7","扮演","bànyǎn","在特定情境中承担某种角色。","to play the part of, act","动","～角色；积极～；继续～","中性","报道把扮演这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 扮演 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","担当"
"Chapter 7","角色","juésè","在社会、组织或作品中承担的身份与作用。","role, ""real life"" character types","名","核心～；社会～；关键～","中性","在家庭教育中，父母角色不应只是监督者，更应是陪伴者。","In family education, parents should be companions, not only supervisors.","Used in social commentary to anchor a concrete issue in education or consumption.","","身份"
"Chapter 7","无所谓","wúsuǒwèi","对结果或差异不在意。","it does not matter, be indifferent","动","表示～；觉得～；并～","中性","报道把无所谓这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 无所谓 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","不在乎"
"Chapter 7","增添","zēngtiān","在原有基础上增加新的内容。","to increase","动","～活力；～信心；～色彩","中性","报道把增添这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 增添 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","增加"
"Chapter 7","结晶","jiéjīng","长期积累后形成的成果或精华。","crystal, valuable results","名","智慧～；文化～；劳动～","中性","这篇调查可以说是多年基层走访的结晶。","This survey can be seen as the fruit of years of grassroots field visits.","Used in social commentary to anchor a concrete issue in education or consumption.","","成果"
"Chapter 7","赞同","zàntóng","对观点或做法表示同意。","to approve of","动","表示～；不太～；公开～","中性","报道把赞同这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 赞同 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","同意"
"Chapter 7","给予","jǐyǔ","把帮助、支持或评价提供给他人。","to give, to render (used for abstract things)","动","～支持；～帮助；～评价","中性","报道把给予这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 给予 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","赋予"
"Chapter 7","低下","dīxià","水平、地位或能力处在较低层次。","(of ability, status, living standards, etc.) lowly","形","效率～；地位～；收入～","贬义","社论认为，家长的消费选择如果过于低下，反而可能给孩子带来额外压力。","The editorial argues that if parents' spending choices become too 低下, children may face extra pressure.","Used to evaluate attitudes or tendencies in opinion pieces about parenting and society.","","低劣"
"Chapter 7","门当户对","mén dāng hù duì","双方家庭条件和社会地位大体相当。","(of marriage) be well-matched in social and economic status","俗语","是否～；讲究～；并非～","书面","评论指出，一些家庭在育儿方式上出现了门当户对的倾向，需要及时调整节奏。","The commentary points out that some families show a tendency toward 门当户对 in parenting and need to adjust in time.","Useful in editorials to characterize recurring social or parenting patterns succinctly.","","般配"
"Chapter 7","人品","rénpǐn","一个人的道德品质与处事风格。","moral quality, character","名","～端正；考察～；看重～","中性","相亲时，很多人更看重对方的人品而不是收入。","In matchmaking, many people value character more than income.","Used in social commentary to anchor a concrete issue in education or consumption.","","品德"
"Chapter 7","投缘","tóuyuán","彼此性情相合，容易亲近。","(of the first meeting) congenial","形","一见～；彼此～；很～","中性","社论认为，家长的消费选择如果过于投缘，反而可能给孩子带来额外压力。","The editorial argues that if parents' spending choices become too 投缘, children may face extra pressure.","Used to evaluate attitudes or tendencies in opinion pieces about parenting and society.","","合得来"
"Chapter 7","因素","yīnsù","影响某一结果的条件或原因。","factor, element","名","关键～；多重～；外部～","中性","影响消费决策的因素，已经从价格扩展到品牌信誉。","Factors affecting purchase decisions have expanded from price to brand reputation.","Used in social commentary to anchor a concrete issue in education or consumption.","","要素"
"Chapter 7","身材","shēncái","人的体形和身体比例。","figure, stature","名","保持～；～匀称；管理～","中性","健康报道提醒，管理身材应靠科学饮食而非极端节食。","Health reports remind readers to manage figure through balanced diet, not extreme fasting.","Used in social commentary to anchor a concrete issue in education or consumption.","","体型"
"Chapter 7","长相","zhǎngxiàng","人的面部外貌特征。","looks, appearance","名","评价～；清秀～；普通～","中性","评论认为，择偶时不应把长相当作唯一标准。","The commentary argues that appearance should not be the only criterion in choosing a partner.","Used in social commentary to anchor a concrete issue in education or consumption.","","容貌"
"Chapter 7","享乐","xiǎnglè","追求感官满足和安逸生活。","to lead a life of pleasure (often carries bad connotation)","动","过度～；拒绝～；沉迷～","贬义","报道把享乐这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 享乐 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","享受"
"Chapter 7","范畴","fànchóu","可被归为同一类的范围。","category","名","属于～；研究～；讨论～","中性","家庭教育问题已超出家庭范畴，成为公共议题。","Family education issues have moved beyond the family sphere and become a public concern.","Used in social commentary to anchor a concrete issue in education or consumption.","","类别"
"Chapter 7","社交","shèjiāo","人与人之间建立和维持关系的交往活动。","social intercourse","名","～能力；～媒体；减少～","中性","青少年社交方式的变化，也影响了他们的消费选择。","Changes in teenagers' social habits have also affected their consumption choices.","Used in social commentary to anchor a concrete issue in education or consumption.","","交际"
"Chapter 7","主导","zhǔdǎo","起决定性作用的力量或地位。","dominant or leading factor","名","～地位；起～作用；受其～","中性","在这类消费趋势中，年轻人正逐渐成为主导力量。","In this consumption trend, young people are gradually becoming the leading force.","Used in social commentary to anchor a concrete issue in education or consumption.","","引领"
"Chapter 7","微不足道","wēi bù zú dào","非常小，不值得特别提及。","not worth mentioning, insignificant","俗语","显得～；并非～；作用～","中性","评论指出，一些家庭在育儿方式上出现了微不足道的倾向，需要及时调整节奏。","The commentary points out that some families show a tendency toward 微不足道 in parenting and need to adjust in time.","Useful in editorials to characterize recurring social or parenting patterns succinctly.","","不足挂齿"
"Chapter 7","娱乐","yúlè","让人放松和获得快乐的活动。","amusement, entertainment","名","休闲～；大众～；网络～","中性","周末娱乐开支上升，反映出城市居民消费结构的变化。","Rising weekend entertainment spending reflects shifts in urban consumption structure.","Used in social commentary to anchor a concrete issue in education or consumption.","","文娱"
"Chapter 7","书籍","shūjí","系统记录知识或思想的图书。","books, works","名","阅读～；推荐～；经典～","中性","这家书店把人文社科书籍摆在最显眼的位置。","This bookstore places humanities and social science books in the most visible spot.","Used in social commentary to anchor a concrete issue in education or consumption.","","图书"
"Chapter 7","时尚","shíshàng","符合当前流行趋势。","fashionable","形","～品牌；～元素；追求～","中性","社论认为，家长的消费选择如果过于时尚，反而可能给孩子带来额外压力。","The editorial argues that if parents' spending choices become too 时尚, children may face extra pressure.","Used to evaluate attitudes or tendencies in opinion pieces about parenting and society.","","潮流"
"Chapter 7","别具一格","bié jù yì gé","具有与众不同的独特风格。","having a unique (or distinctive) style","俗语","设计～；风格～；表达～","褒义","评论指出，一些家庭在育儿方式上出现了别具一格的倾向，需要及时调整节奏。","The commentary points out that some families show a tendency toward 别具一格 in parenting and need to adjust in time.","Useful in editorials to characterize recurring social or parenting patterns succinctly.","","独特"
"Chapter 7","风格","fēnggé","在表达、设计或行为上的稳定特色。","style, feature","名","写作～；建筑～；个人～","中性","她的写作风格简洁有力，很适合报刊评论。","Her writing style is concise and forceful, well suited to newspaper commentary.","Used in social commentary to anchor a concrete issue in education or consumption.","","格调"
"Chapter 7","冲动","chōngdòng","缺乏充分考虑而迅速行动。","impulsive; excited","形","一时～；容易～；避免～","中性","社论认为，家长的消费选择如果过于冲动，反而可能给孩子带来额外压力。","The editorial argues that if parents' spending choices become too 冲动, children may face extra pressure.","Used to evaluate attitudes or tendencies in opinion pieces about parenting and society.","","鲁莽"
"Chapter 7","储蓄","chǔxù","将收入中暂不使用的部分存起来。","savings, deposit","名","增加～；居民～；个人～","中性","调查显示，居民储蓄意愿上升，消费更趋谨慎。","Surveys show rising savings willingness among residents and more cautious spending.","Used in social commentary to anchor a concrete issue in education or consumption.","","存款"
"Chapter 7","收支","shōuzhī","收入与支出的整体情况。","income and expenses","名","～平衡；公布～；家庭～","中性","不少家庭开始用记账软件管理每月收支。","Many households now use budgeting apps to manage monthly income and expenses.","Used in social commentary to anchor a concrete issue in education or consumption.","","进出"
"Chapter 7","学业","xuéyè","学习的功课。","one's studies; academics","名","～完成；～有成；～进步","中性","希望你能在新的学期里学业进步。","I hope you make progress in your studies in the new semester.","Education path.","","功课"
"Chapter 7","看重","kànzhòng","认为某事物重要并给予重视。","to regard as important, to value","动","更～；十分～；尤其～","中性","报道把看重这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 看重 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","重视"
"Chapter 7","针对","zhēnduì","把目标明确地指向某对象。","to be aimed at","动","～问题；～人群；～需求","中性","报道把针对这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 针对 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","面向"
"Chapter 7","依次","yīcì","按照顺序一个接一个地进行。","in proper order","副","～进行；～发言；～入场","中性","入场时请大家依次排队，不要拥挤。","Please line up in order when entering and avoid crowding.","Common in formal writing, discussion, and news-style contexts.","","逐一"
"Chapter 7","率","lǜ","某种数量关系的比例指标。","ratio, proportion","名","增长～；失业～；通过～","中性","今年高校毕业生就业率稳中有升。","This year the employment rate for college graduates has risen steadily.","Used in social commentary to anchor a concrete issue in education or consumption.","","比率"
"Chapter 7","倒数","dàoshǔ","按从大到小或从后往前的顺序数。","to count backwards","动","开始～；全场～；十秒～","中性","报道把倒数这件事放进家庭教育场景里讨论，提醒家长别被焦虑牵着做决定。","The report discusses 倒数 within family-education scenarios and reminds parents not to let anxiety drive their decisions.","Often appears in reported actions or decisions in parenting and consumer-behavior writing.","","逆数"
"Chapter 7","总的来说","zǒngde láishuō","对前文内容进行总体归纳并给出结论。","in general; all in all","副","～，我们认为；～可以看出；～问题不大","书面","总的来说，今年上半年的就业形势比预期稳定。","In general, the employment situation in the first half of this year was more stable than expected.","Used to summarize and conclude a point in essays and reports.","","总体而言"
"Chapter 8","短信","duǎnxìn","通过手机发送的简短文字信息。","short text message","名","发～；回～；群发～","中性","暴雨预警发布后，社区工作人员第一时间群发短信提醒居民减少外出。","After the rainstorm alert was issued, community staff immediately sent group text messages reminding residents to stay indoors.","Common in daily communication and public notices.","口语中常与“消息”混用，正式语境宜区分信息类型。","消息"
"Chapter 8","零食","língshí","正餐以外少量食用的食品。","snacks","名","吃～；买～；控制～摄入","中性","营养师建议学生少吃高糖零食，把水果和坚果当作加餐。","Nutritionists advise students to reduce sugary snacks and choose fruit and nuts as extra meals.","Usually contrasts with regular meals in health contexts.","不宜把“零食”当作三餐替代品来表达。","小吃"
"Chapter 8","正餐","zhèngcān","按日常作息正式进食的一餐。","regular meal (as opposed to snacks, etc.)","名","按时吃～；三顿～；不吃～","中性","长期不吃正餐只靠外卖奶茶充饥，会明显影响学习状态。","Relying on milk tea and skipping proper meals for a long time clearly affects study performance.","Used in discussions on nutrition and routines.","常误写成“正歺”，注意字形。","主食"
"Chapter 8","征集","zhēngjí","用公告或询问等方式收集（作品、意见等）。","collect; solicit; call for","动","～稿件；～意见；～作品","中性","杂志社正在征集散文，他投了一篇回忆母亲的文章。","The magazine is soliciting essays, and he submitted one about his mother.","Common in publishing.","","收集"
"Chapter 8","应邀","yìngyāo","接受邀请并按约参加某项活动。","to accept an invitation","动","～出席；～发言；～访问","书面","知名作家应邀到校园讲座，分享了她的写作经历。","The well-known writer attended the campus lecture by invitation and shared her writing experience.","Formal written word often seen in news reports.","后面通常接活动或场合，不直接接人称宾语。","受邀"
"Chapter 8","评委","píngwěi","在比赛或评选中负责评审的人。","name of judge or evaluation committee member","名","担任～；邀请～；～打分","中性","决赛现场，评委围绕创意和可行性给出了细致点评。","At the finals, the judges gave detailed comments on creativity and feasibility.","Common in competitions and talent shows.","“评委”是集合称谓，不等于“评审委员会”。","评审"
"Chapter 8","蓬勃","péngbó","形容发展迅速、生命力旺盛。","flourishing, full of vitality","形","～发展；朝气～；生机～","褒义","近几年县域文旅产业蓬勃发展，带动了周边就业。","In recent years, county cultural tourism has flourished and created jobs nearby.","Usually describes growth momentum.","一般不用于消极对象。","兴旺"
