Chapter,hanzi,meaning,example_en,usage_note
Chapter 5,吃得苦中苦，方为人上人,苦労に耐えてこそ人より抜きん出る,彼は苦労してこそ優れた人になれると信じているので、訓練で手を抜かない。,粘り強さを励ます言葉。
Chapter 5,望子成龙，望女成凤,子どもの成功を願う,親は子どもの成功を願うが、子どもの興味も尊重すべきだ。,親の期待を表す一般的な表現。
Chapter 5,平常心,平常心、落ち着いた心,試合前は平常心を保ってこそ、普段の力を発揮できる。,試験や競技で役に立つ表現。
Chapter 5,马拉松,マラソン、長期的な努力,一つの言語を身につけるのはマラソンのようなもので、長く続けることが大切だ。,比喩としてよく使う。
Chapter 5,悠着点儿,無理せずほどほどにする,最近疲れすぎているよ。無理せず、がんばりすぎないで。,ペースを落とすよう促す親しい助言。
Chapter 5,老天爷,天、神様（口語）,このことがうまくいくかどうかは、もう天に任せるしかない。,口語的な表現で、宗教教義を指すわけではない。
Chapter 5,豆芽菜,もやしっ子、やせて弱い子,子どもはもっと運動すべきだ。毎日座ってばかりで、もやしっ子のようにやせ細ってはいけない。,ひ弱な体つきの比喩。
Chapter 5,小胖墩,ぽっちゃりした小さな子,幼稚園で何人かのぽっちゃりした子が走り回っていて、とてもかわいかった。,親しみを込めた呼び名。
Chapter 5,衣来伸手，饭来张口,何でも人に世話してもらう、甘やかされる,子どもはもう大きくなったので、何でも人にしてもらう生活はもうだめだ。,自立心のなさを批判する。
Chapter 5,草莓族,打たれ弱い若者、いわゆる草莓族,社会の競争は激しいので、若者は少し触れただけでつぶれるイチゴのように弱くてはいけない。,台湾発の俗語で、批判的に使われる。
Chapter 7,婚纱,ウェディングドレス,白いウェディングドレスを着ることは、多くの女の子の夢だ。,結婚式の衣装。
Chapter 7,折腾,あれこれ動き回る、無駄に騒ぐ,彼は病気が治っていないのに退院を急ぎ、その結果また体調を崩した。,何度も繰り返す実りのない行動。
Chapter 7,如花似玉,花や玉のように美しい,花嫁は花のように美しく、皆がきれいだとほめた。,女性の美しさを表す古典的な成語。
Chapter 7,燕尾服,燕尾服、タキシード,指揮者はきちんとした燕尾服を着て舞台に上がった。,フォーマルウェア。
Chapter 7,绅士,紳士、教養ある男性,彼は公共の場でいつも紳士的にふるまう。,礼儀正しく教養ある態度。
Chapter 7,风风雨雨,苦難、紆余曲折,この老夫婦は何十年もの苦楽を共に歩んできた。,人生の困難。
Chapter 7,弥补,埋め合わせる、補う,どれほど多くのことをしても、心の中の罪悪感を埋め合わせることはできない。,不足や過ちを修復すること。
Chapter 7,缺憾,心残り、欠けたところ,結婚式は円満だったが、両親が来られなかったことにはやはり少し心残りがあった。,人生や人間関係についてよく使う。
Chapter 7,孝心,親孝行の気持ち,これは子どもの親孝行の気持ちだから、受け取ってください。,親に尽くそうとする心。
Chapter 7,清贫,清貧な、質素で貧しい,その老教授は一生、清貧だが充実した生活を送った。,知識人について使われることが多い。
Chapter 7,纯真,純真な、無邪気な,私がいちばん懐かしく思うのは、子どものころのあの純粋な喜びだ。,本物で汚れていないこと。
Chapter 7,风雨同舟,苦難を共にする、同じ船に乗る,会社が最も苦しい時期に、社員たちは社長と苦難を共にすることを選んだ。,危機の中で助け合うこと。
Chapter 7,相濡以沫,苦しい時に互いに助け合う,彼ら夫婦は苦しい年月の中で互いに支え合ってきた。,深い相互扶助。
Chapter 7,酿造,醸造する、比喩的に育む,夫婦の愛情は、日々の暮らしの中で少しずつ醸されていくものだ。,感情について比喩的によく使う。
Chapter 7,比喻,比喩、たとえ,作者は少年を朝八、九時の太陽にたとえた。,文学上の表現技法。
Chapter 7,贴切,ぴったりした、適切な,この形容詞はここで使うと非常にぴったりだ。,言葉や概念に完全に合うこと。
Chapter 7,秘诀,秘訣、成功のコツ,勤勉さと継続こそが、成功の唯一の秘訣だ。,結果を得るための鍵。
Chapter 7,无关紧要,重要でない、取るに足らない,大きな方向性さえ正しければ、こうした細部は重要ではない。,肝心ではないこと。
Chapter 7,包容,受け入れる、寛容に許す,家族同士は互いに寛容になり、もっと理解し合うべきだ。,心の広さ。
Chapter 7,磨合,互いに慣れる、すり合わせる,新入社員とチームの間には、まだしばらく慣れる時間が必要だ。,互いに適応していくこと。
Chapter 7,化解,解消する、和らげる,笑顔は気まずさを解消する最良の方法だ。,否定的なものを中和すること。
Chapter 7,茅塞顿开,急に理解が開ける、はっと分かる,先生が少しヒントをくれたおかげで、この問題が急に分かった。,ひらめきの瞬間を表す。
Chapter 7,坟墓,墓、墓地,結婚は愛の墓場ではない。,最後の安息の場所。
Chapter 7,悲剧,悲劇、不幸な結末,貪欲さはしばしば人生の悲劇を招く根本原因になる。,悲しい結果、または劇の種類。
Chapter 7,白头到老,共に白髪になるまで添い遂げる,結婚式で、親戚や友人たちは新郎新婦が末永く添い遂げるよう祝福した。,生涯続く結婚。
Chapter 7,张扬,ひけらかす、公に言いふらす,彼は控えめな人で、自分の成績をあちこちでひけらかしたりしない。,何かを外に広めること。
Chapter 7,委曲求全,全体のために我慢して譲る,チームの和を保つため、彼は仕方なく我慢して譲った。,目的のために自分を抑えること。
Chapter 7,同居,同棲する,二人は結婚前にすでに一年同棲していた。,一緒に暮らすこと。
Chapter 7,公证,公証、法的な証明,将来の争いを避けるため、二人は婚前財産の公証を受けに行った。,法的な確認。
Chapter 7,热恋,熱愛する、深く恋している,熱愛中のこのカップルは、来年結婚する予定だ。,激しい恋愛。
Chapter 7,违约,契約に違反する,どちらか一方が契約に違反した場合、違約金を支払わなければならない。,合意を破ること。
Chapter 7,明智,賢明な、分別のある,危機に直面して、彼は非常に賢明な決断をした。,よい判断力。
Chapter 7,纠纷,もめごと、争い,隣人同士の間では、小さなもめごとが起きるのは避けられない。,続いている意見の対立。
Chapter 7,见外,他人行儀にする、よそよそしい,みんな親しい友人なのだから、そんなによそよそしくしないで。,多くは「他人行儀にしないで」という形で使う。
Chapter 7,松散,まとまりがない、ゆるい,統一的な管理がないため、このグループの組織はかなりゆるい。,締まりがないこと。
Chapter 7,风吹草动,ちょっとした動き、変化の兆し,このニュースは非常に敏感で、少しの動きでも株式市場の変動を引き起こす。,変化の最初の兆し。
Chapter 7,冒昧,失礼ながら、ぶしつけに,失礼ながら、一つお尋ねしたいことがあります。,立ち入るときの丁寧な言い方。
Chapter 7,后妈,継母、後妻の母,継母ではあるが、彼女は実の母よりも子どもに親身だ。,「継母」のくだけた言い方。
Chapter 7,松口,態度を和らげる、折れる,長く話し合った末、両親はついに折れて、彼の留学に同意した。,それまで拒んでいたことを含意する。
Chapter 7,婆媳,姑と嫁,姑と嫁の関係をうまく処理することは、家庭の調和の重要な部分だ。,特定の家族関係。
Chapter 7,乖巧,聞き分けがよくかわいい,この女の子は見た目がかわいく、話し方も愛らしく、とても聞き分けがよい。,行儀がよいこと。
Chapter 7,喜糖,結婚祝いの飴,結婚式で、新郎新婦は感謝を表すために参列者へ祝いの飴を配った。,祝福と喜びを分かち合う象徴。
Chapter 7,过来人,経験者、事情をよく知る人,恋愛のことは、やはり経験者の助言を聞いたほうがよい。,実用的な知恵を含意する。
Chapter 7,保鲜,新鮮さを保つ、関係を長持ちさせる,夫婦はよくコミュニケーションを取ってこそ、関係を新鮮に保てる。,結婚や関係について比喩的によく使う。
Chapter 7,金无足赤，人无完人,完璧な人はいない,夫婦は互いに寛容であるべきだ。完璧な人などいない。,小さな欠点を許すときに使う。
Chapter 7,情人眼里出西施,恋は盲目,彼らにとっては恋は盲目で、相手の小さな欠点も大したことではない。,偏った愛情を説明する。
Chapter 7,睁一只眼闭一只眼,見て見ぬふりをする,近所同士の小さな摩擦なら、見て見ぬふりをしてもよい。,深刻な不正ではなく、寛容さを示す。
Chapter 7,难得糊涂,細かくこだわらないのが賢い,家庭の雑事で正誤を争う必要はない。ときには鈍感でいるほうが気が楽だ。,手放すことの哲学。
Chapter 7,三思而后行,よく考えてから行動する,これほど大きな決定は衝動的にしてはいけない。よく考えてから行動すべきだ。,慎重さを促す古典的な助言。
Chapter 7,围城,包囲された城、結婚の比喩,結婚は包囲された城だと言う人がいる。中の人も外の人も、それぞれ感じ方がある。,銭鍾書の小説の題名に由来する。
Chapter 7,丑话说在前头,先に厳しいことを言っておく,協力する前に厳しいことを先に言っておこう。あとで誤解が生じないように。,早めに期待値をそろえること。
Chapter 7,多了一个心眼儿,以前より用心深くなる,前回だまされてから、彼は物事を進めるときに用心深くなった。,必ずしも否定的ではない。
Chapter 7,转不过弯来,頭が切り替わらない、受け入れられない,彼は新しい政策をまだ理解しきれず、ゆっくり受け止める時間が必要だ。,考え方が一時的に柔軟でないことを表す。
Chapter 7,思想工作,説得や意識改革のための話し合い,担任はその生徒と話し合い、学習態度を正す手助けをした。,学校や職場でよく使われる。
Chapter 7,说到底,結局のところ、つまるところ,家庭のもめごとは、結局のところコミュニケーション不足に行き着く。,核心となる理由をまとめる。
Chapter 7,和你一起慢慢变老,あなたと一緒にゆっくり年を重ねる,結婚式で新郎は、いちばんロマンチックなことは君と一緒にゆっくり年を重ねることだと言った。,人気曲の歌詞に由来する。
Chapter 8,壮举,壮大な偉業、英雄的行為,大西洋を横断する航海は、まさに壮大な偉業だった。,英雄的または大規模な行動。
Chapter 8,捐,寄付する,彼は長年ためた老後資金をすべて被災地に寄付した。,慈善のために差し出すこと。
Chapter 8,受宠若惊,思いがけない厚遇に恐縮する,突然社長に直接会ってもらい、彼は思いがけない厚遇に恐縮した。,光栄に思いながら驚くこと。
Chapter 8,微薄,わずかな、乏しい,収入はわずかだが、彼はそれでも毎月貧しい学生を支援し続けている。,量がとても少ないこと。
Chapter 8,杯水车薪,焼け石に水、まったく足りない対策,この程度のお金は、巨額の借金に対してはまさに焼け石に水だ。,直訳は「薪車の火に一杯の水」。
Chapter 8,贫困,貧困な、困窮した,政府は貧困層が貧困から抜け出せるよう対策を取っている。,金銭が極端に不足していること。
Chapter 8,难关,難関、危機,友人たちの助けで、彼はようやく今回の経済的難関を乗り越えた。,乗り越えるべき障壁。
Chapter 8,资助,資金援助する、助成する,この企業家はこれまでに何十人もの中途退学した子どもを支援してきた。,金銭的な支援。
Chapter 8,募捐,募金する、寄付を集める,学校は病気の同級生のために、生徒たちによる募金を組織した。,資金集め。
Chapter 8,慰劳,ねぎらう、慰問して贈り物をする,村人たちはピーナッツや果物を持って、道路工事の作業員をねぎらいに行った。,働く人への気遣いを示すこと。
Chapter 8,宗旨,趣旨、目的、使命,本協会の使命は、中外文化交流を促進することだ。,中心となる指導原理。
Chapter 8,袖手旁观,手をこまねいて傍観する,人が困っているのを見たら、ただ傍観していてはいけない。,他人の問題への無関心。
Chapter 8,五体投地,心から敬服する,彼のスピーチはすばらしく、聴衆は心から敬服した。,大げさな称賛。
Chapter 8,将功补过,功績で過ちを償う,彼は次の試合で金メダルを取って、過ちを埋め合わせたいと思っている。,失敗を相殺すること。
Chapter 8,遵命,命令に従う、かしこまりました,ご要望であるなら、必ず仰せに従います。,改まった、または冗談めいた服従。
Chapter 8,残疾,障害、身体機能の不自由,私たちは障害のある人を尊重し、より多くの利便を提供すべきだ。,身体的な機能障害。
Chapter 8,盲人,目の見えない人、視覚障害者,目の見えない人は、点字を触って読むことができる。,視覚を持たない人。
Chapter 8,易如反掌,いとも簡単な,この問題は、彼のような数学の天才にとっては実に簡単だ。,直訳は「手のひらを返すように簡単」。
Chapter 8,小拇指,小指,彼の左手の小指は、けがの後少し動きにくくなった。,手の一部。
Chapter 8,调料,調味料,炒め物のときに酢という調味料を少し入れると、香りが増す。,料理に使う材料。
Chapter 8,狼狈,みじめな、ひどく困った様子,突然の大雨で、みんなずぶ濡れになってひどいありさまだった。,困り果てて乱れた様子。
Chapter 8,跌跌撞撞,よろよろと、ふらついて,酔った彼はよろよろと家へ向かって歩いていった。,不安定な動き。
Chapter 8,碰壁,壁にぶつかる、拒まれる,彼は就職活動であちこち壁にぶつかり、とても落ち込んだ。,失敗や拒絶の比喩。
Chapter 8,欣慰,うれしく安心する,子どもがようやく物わかりよくなったのを見て、母親はとても安心して喜んだ。,前向きな内面の感情。
Chapter 8,安居,安定して暮らす,社会が安定してこそ、人々は安心して暮らし働くことができる。,安心した暮らし。
Chapter 8,康复,回復する、リハビリする,しばらく治療を受けた後、彼の体は完全に回復した。,健康を取り戻す過程。
Chapter 8,扶贫,貧困扶助、貧困対策,精密な貧困対策は、国の現在の重要な仕事の一つだ。,貧しい人々の発展を助けること。
Chapter 8,维权,権利を守る、権利擁護,消費者の権利を守る意識は絶えず高まっている。,法的権利の擁護。
Chapter 8,助学,就学支援、学資援助,助学金が貧しい学生の大学進学の夢をかなえる助けになることを願う。,学生を金銭面で助けること。
Chapter 8,发放,支給する、配布する,災害救援物資は被災者へ秩序立って配布されている。,公的に配ること。
Chapter 8,全方位,全面的な、全方位の,両国は全面的な経済協力を進めることを決定した。,あらゆる角度。
Chapter 8,社区,コミュニティ、地域社会,私たちの地域では、高齢者向けの文化・スポーツ活動をよく開催している。,地域の居住エリア。
Chapter 8,乐呵呵,にこにこと楽しそうな,おじいさんは毎日にこにこしていて、悩みごとなどまるでないようだ。,目に見える陽気さ。
Chapter 8,义工,ボランティア,夏休み中、多くの中学生が図書館でボランティアをする。,無報酬の奉仕。
Chapter 8,素质,素養、資質、人としての質,国民全体の科学文化の素養を高めることは非常に重要だ。,個人の教養や修養。
Chapter 8,集聚,集まる、集積する,ここには全国トップクラスの科学研究人材が集まっている。,物や人が大量に集まること。
Chapter 8,境界,境地、レベル、境界,この絵は非常に高い芸術的境地を示している。,精神的または専門的な水準。
Chapter 8,有声有色,生き生きとして見事な,彼は学校で学生会の仕事を見事にやり遂げた。,活気と成功に満ちていること。
Chapter 8,认养,引き受けて世話をする、里親的に引き受ける,市民は公園の小さな木を引き受けて、世話をすることができる。,何かに対する責任を負うこと。
Chapter 8,捡拾,拾い集める,ボランティアたちは海辺で観光客が捨てたごみを拾っている。,地面にある物を集めること。
Chapter 8,流浪,流浪する、さまよう,彼は若いころ、異国の地で一人さまよったことがある。,住む場所のない放浪。
Chapter 8,白血病,白血病,社会の各方面が白血病の子どものために積極的に募金し、治療を助けている。,重い病気で、慈善の文脈でよく出る。
Chapter 8,不敢当,身に余ります、恐れ入ります,ご親切にありがとうございます。そのようなお褒めの言葉は本当に身に余ります。,褒め言葉への丁寧な返答。
Chapter 8,屋漏偏逢连夜雨,泣き面に蜂、不幸が重なる,彼は失業したばかりなのに、家族まで病気になり、まさに不幸が重なった。,悪運が重なることを表す。
Chapter 8,众人拾柴火焰高,大勢で力を合わせれば大きな力になる,募金活動にはみんなの参加が必要だ。多くの人が力を合わせれば大きな力になる。,集団の努力を励ます。
Chapter 8,爱心社,愛心社、慈善・助け合い団体,高校時代、彼は愛心社で何度もチャリティーバザーを企画した。,中国のキャンパスでよく見られる団体。
Chapter 8,效犬马之劳,犬馬の労を尽くす、精いっぱい仕える,お手伝いが必要でしたら、喜んで全力でお仕えします。,改まった謙遜の奉仕申し出。
Chapter 8,弱势群体,弱い立場の人々、社会的弱者,ボランティアは定期的に地域を訪問し、弱い立場の人々に生活用品を届けている。,公的文書やメディアで使われる語。
Chapter 8,真人秀,リアリティ番組,今は多くの若者がリアリティ番組を見るのが好きで、生活に近いと感じている。,娯楽に関する語彙。
Chapter 8,两眼一抹黑,事情がまったく分からない,彼は新しい業界に入ったばかりで何も分からず、一から学ぶしかなかった。,知識がないことを強調する。
Chapter 8,孤寡老人,身寄りのない高齢者,地域のボランティアは毎週、身寄りのない高齢者を訪ね、話し相手になっている。,社会福祉の文脈。
Chapter 8,空巢老人,空の巣老人、子どもと離れて暮らす高齢者,多くの空の巣老人は、地域による日中の介護サービスを必要としている。,一般的な人口問題の用語。
Chapter 8,临终关怀,ホスピスケア、終末期ケア,病院は末期患者に終末期ケアを提供し、尊厳をもって旅立てるようにしている。,医療と倫理に関わる語彙。
Chapter 8,勿以善小而不为,小さな善でもしない理由にはならない,寄付額の多少は重要ではない。小さな善でも行うべきで、一滴一滴が人の助けになる。,古典的な道徳教訓に由来する。
Chapter 9,咨询,相談する、助言を求める,疑問があれば、相談窓口に電話してよい。,専門的な問い合わせ。
Chapter 9,体检,健康診断、検診,健康のために、私たちは毎年一回健康診断を受けるべきだ。,医療スクリーニング。
Chapter 9,记性,記憶力,人は年を取ると、記憶力がだんだん悪くなる。,記憶力を表すくだけた語。
Chapter 9,够呛,たまらない、ひどい,今日は仕事が本当に多くて、ひどく疲れた。,程度が極端であること。
Chapter 9,总管,総責任者、マネージャー,彼はこのプロジェクトの総責任者で、各方面の調整を担当している。,全体を率いる人。
Chapter 9,担子,重荷、負担、責任,学級委員として、彼の肩にかかる責任は決して軽くない。,責任の象徴的な重さ。
Chapter 9,介于,二つの間にある,この色は赤と紫の間にある。,範囲の中での位置。
Chapter 9,减退,低下する、衰える,年齢を重ねるにつれて、人の聴力は徐々に低下する。,力や程度が弱くなること。
Chapter 9,疲乏,疲れ切った、疲労した,長旅のあと、彼はとても疲れていた。,身体的な疲れ。
Chapter 9,健忘,物忘れが多い,最近ストレスが大きすぎるため、彼は少し物忘れが多くなった。,忘れやすいこと。
Chapter 9,不良,悪い、有害な、不健康な,長期の夜更かしは、体に非常に悪い不健康な習慣だ。,否定的な性質。
Chapter 9,酗酒,酒を飲みすぎる、アルコール乱用,過度の飲酒は体を傷つけるだけでなく、社会問題を引き起こすこともある。,アルコールの乱用。
Chapter 9,膳食,食事、食生活,合理的な食生活は健康を保つうえで極めて重要だ。,食事や栄養を指す改まった語。
Chapter 9,失衡,バランスを失う、不均衡,この食べ方は体内の微量元素のバランスを崩す。,均衡を失うこと。
Chapter 9,祸根,災いの根、トラブルの原因,不健康な食習慣は多くの病気の根本原因だ。,災いの発端。
Chapter 9,应酬,付き合い、接待,彼は毎晩付き合いがあり、家で食事をすることはほとんどない。,仕事上または社交上の義務。
Chapter 9,硬撑,無理にこらえる、踏ん張る,病気なら休むべきで、無理して出勤してはいけない。,苦しい状態でも続けようとすること。
Chapter 9,天长日久,長い年月を経て、長く続くうちに,長い年月にわたって続けていけば、きっと成功できる。,長く続く時間。
Chapter 9,恶果,悪い結果、悪果,環境を破壊する行為は、最終的に深刻な悪い結果を生む。,悪い行為から生じる結果。
Chapter 9,屡见不鲜,よくあることで珍しくない,インターネット時代には、情報漏えい事件はすでに珍しくなくなった。,よく見かけること。
Chapter 9,延续,続く、継続する,この古い伝統は今日までずっと続いている。,途切れずに延び続けること。
Chapter 9,全天候,二十四時間体制の、全天候の,このコンビニは二十四時間のサービスを提供している。,継続的なサービスや運営。
Chapter 9,熬夜,夜更かしする、徹夜する,この報告書を仕上げるため、彼は昨夜午前三時まで夜更かしした。,遅くまで、または一晩中寝ないこと。
Chapter 9,宵夜,夜食,映画を見終わったら、一緒に夜食を食べに行こう。,夜遅くの食事。
Chapter 9,满满当当,ぎっしり詰まった、いっぱいの,彼のスケジュールは毎日ぎっしり詰まっている。,空きがないこと。
Chapter 9,透支,使いすぎる、過度に消耗する、当座貸越する,働きすぎると、体はひどく消耗した状態になる。,持っている以上に使うこと。
Chapter 9,张弛有度,緊張と休息のバランスが取れている,科学的な学習法では、勉強と休息のバランスを取るべきだ。,直訳は「張りと緩みがほどよい」。
Chapter 9,基因,遺伝子,科学研究により、人の身長は大きく遺伝子によって決まることが分かっている。,生物学上の単位。
Chapter 9,遗传,遺伝、受け継ぐ,この病気には明らかな家族性の遺伝傾向がある。,形質が生物学的に受け継がれること。
Chapter 9,吓唬,怖がらせる、おどす,彼はただ君を怖がらせているだけだから、本気にしないで。,くだけた脅し。
Chapter 9,语重心长,真心がこもり重みのある,出発前、先生は私に自分を大切にするよう心を込めて言い聞かせた。,深い思いのこもった話。
Chapter 9,灵丹妙药,霊薬、万能薬,運動は健康を保つための万能薬だ。,問題を解く特効薬として比喩的にも使う。
Chapter 9,均衡,均衡の取れた、バランスのよい,栄養バランスを保ち、野菜や果物をもっと食べるべきだ。,偏りなく分布していること。
Chapter 9,开朗,明るい、朗らかな,彼女は明るい性格の女の子で、みんな彼女と友達になりたがる。,陽気な気質。
Chapter 9,平和,穏やかな、落ち着いた,彼は対立を処理するとき、いつもとても穏やかな態度を取る。,攻撃的でないこと。
Chapter 9,神清气爽,気分がすっきりして爽快な,早朝に山を散歩すると、心身ともにすっきりする。,心身のさわやかさ。
Chapter 9,倡导,提唱する、呼びかける,学校はキャンパス環境を守るため、ずっとごみの分別を提唱している。,行動を主導して呼びかけること。
Chapter 9,精辟,鋭い、的確で深い,彼のこの言葉は、この問題に対する非常に鋭い分析だった。,深く正確であること。
Chapter 9,金玉良言,貴重な助言、金言,年長者のこれらの言葉はどれも金言なので、心に刻むべきだ。,非常に価値ある言葉。
Chapter 9,工作狂,仕事中毒、ワーカホリック,プロジェクトを終わらせるため、彼は文字どおりの仕事中毒になった。,中立的、またはやや批判的に使われる。
Chapter 9,拼命三郎,がむしゃらに働く人,このところ彼はがむしゃらに働き、毎日深夜まで残業している。,『水滸伝』の人物のあだ名に由来する。
Chapter 9,八九不离十,だいたい合っている、かなり近い,君の見積もりはだいたい合っていて、結果はほぼ君の言ったとおりだった。,口語的な概算表現。
Chapter 9,代谢水平,代謝レベル,年齢を重ねるにつれて、人の代謝レベルは徐々に低下する。,健康やフィットネスの語彙。
Chapter 9,耳边风,聞き流す言葉、馬耳東風,彼は親の忠告をよく聞き流してしまう。,よい助言を無視することを含意する。
Chapter 9,吃老本,過去の蓄積に頼る、過去の栄光で食べる,一生過去の蓄積に頼ってはいけない。新しいことを学び続ける必要がある。,現状に甘んじることを戒める。
Chapter 9,人在江湖，身不由己,世の中では思いどおりにいかないこともある,仕事が忙しく家族と過ごす時間が少ない。世の中では思いどおりにいかないものだ。,制約を説明する表現で、悪事の言い訳ではない。
Chapter 9,朝九晚五,九時五時の勤務,多くの会社員は九時五時の生活を送っている。,標準的な仕事のリズム。
