Chapter,Word Pair,Word,nuance,grammar_notes,example_1_en,example_2_en
Chapter 3,风行 - 流行,流行 (liúxíng),ある時期に広く受け入れられ・使われ・好まれる標準的な語。激しい勢いを必ずしも含まない。,程度副詞で修飾できる（例：很流行、非常流行）。病気の流行にも使う（例：流行性感冒）。,今の若者の間ではレトロ風の服を着るのがとても流行している。,この流行歌のメロディーは簡単で、一度聞けば覚えられる。
Chapter 3,夸张 - 夸大,夸张 (kuāzhāng),中立的な芸術手法（誇張）にも、日常の芝居がかった・大げさな言動にも使える。,形容詞（例：表情太夸张了）や修辞の名詞・動詞にもなる。,漫画家はしばしば誇張の手法で人物の顔の特徴を際立たせる。,軽い怪我なのに、あんなに泣くのは少し大げさすぎる。
Chapter 3,夸张 - 夸大,夸大 (kuādà),事実を意図的に大げさに述べ、真実を歪める。不誠実さを含む否定的な動詞。,他動詞で、明示的な目的語が必要（例：夸大事实、夸大病情）。,この会社の広告は製品の実際の効果を明らかに誇大しており、消費者欺瞞の疑いがある。,困難に直面したときは実事求是で、隠しても誇張してもいけない。
Chapter 4,赞许 - 赞同,赞许 (zànxǔ),賞賛・称賛・承認に焦点。多く上位から下位へ（上司→部下、年長→若者）。,名詞としても使う（例：投去赞许的目光）。,小明が老人に席を譲ったのを見て、先生は称賛の目を向けた。,彼の革新的な考えは会社の上層部の一致した称賛を得た。
Chapter 4,赞许 - 赞同,赞同 (zàntóng),意見・提案・立場への知的な同意。同輩間で、称賛を必ずしも含まない。,純粋な動詞。意見や人を目的語に取る（例：我赞同你的看法／赞同这个方案）。,彼の市場分析を聞いたあと、大多数のマネージャーが彼の意見に賛成した。,私はスピードのために品質を犠牲にするやり方には賛成しない。
Chapter 4,快捷 - 敏捷,快捷 (kuàijié),サービス・システム・交通・道具・方法など、時間を節約し効率が高いこと。プロセスの速さ。,抽象的なサービスや操作を修飾（例：快捷的支付方式）。,今のネットワークは情報伝達を非常に迅速にし、数秒で世界中に届く。,地下鉄は都市で最も速い交通手段の一つで、渋滞の心配がない。
Chapter 4,快捷 - 敏捷,敏捷 (mǐnjié),人の身体動作や思考・反応が鋭く速く、器用で協調的であること。,人の行動・思考・身体的特徴を修飾（例：思维敏捷、身手敏捷）。,年を取っているが、あの老人の動きは依然として非常に敏捷だ。,プログラマーは敏捷な思考が必要で、短時間でコードの誤りを見つけなければならない。
Chapter 4,预测 - 推测,预测 (yùcè),科学的データ・専門的計算・統計・モデルに基づき将来を予測する。,動詞・名詞。将来の結果と結びつく（例：预测天气、预测经济走向）。,気象局は明日午後に特大の暴雨があると予報し、市民の外出自粛を呼びかけた。,専門家は今後5年間のAIが雇用市場に与える影響を予測している。
Chapter 4,预测 - 推测,推测 (tuīcè),手がかり・証拠・論理に基づき、未知の事実・過去の出来事・動機・理由を推測・推論する。,動詞・名詞。論理・意図・過去・現在の原因と結びつく（例：根据线索推测）。,警察は現場に残された足跡から、容疑者の身長が約1.8メートルだと推測した。,彼女の腫れた目から、さきほど大泣きしたに違いないと推測できる。
Chapter 4,过于 - 过分,过于 (guòyú),書き言葉の副詞「過度に」。状態や心理的感情を客観的に描写する。,純粋な副詞。形容詞や動詞の前に置く（例：过于谦虚、过于担心）。単独では使えない。,彼は仕事で完璧を過度に追求し、かえってプロジェクトの進度が遅れた。,親は子どもの将来を過度に心配する必要はなく、独立して世界と向き合う機会を与えるべきだ。
Chapter 4,过于 - 过分,过分 (guòfèn),言動・行為が道徳的・許容の限界を越えた形容詞。強い非難・不満を伴う。,形容詞として述語に立つ（例：你太过分了！＝ひどすぎる）。副詞としても使える。,公共の場で大声でウェイターを責めるなんて、実に行き過ぎだ。,彼は間違いを犯したが、人前で跪かせる罰はさすがにやり過ぎだろう。
Chapter 4,快速 - 迅速,快速 (kuàisù),一定期間にわたる高い速度を強調。事実に基づく高速の描写。,名詞の前の修飾に多い（例：快速通道、快速消费品）。,都市の急速な発展に伴い、かつての郊外は今や繁華な商業地区になった。,これは情報を素早く得る時代だが、断片的な読書は深い思考の能力を失わせる。
Chapter 4,快速 - 迅速,迅速 (xùnsù),反応時間の短さ・即時の変化を強調。きっかけのあとすぐに起こる。,副詞として即時の行動実行を描写（例：迅速撤离、迅速作出反应）。,火災発生後、消防士は迅速に現場に到着し、火勢を制圧した。,ノックの音を聞くと、子犬はすぐにソファから飛び降り、ドアまで走ってしっぽを振った。
Chapter 5,依赖 - 依靠,依赖 (yīlài),否定的・制限的。自立できない、自己依存の欠如、不健全な支え・中毒を含む。,抽象名詞を取る（例：依赖技术）。しばしば「对……产生依赖」の構文。,今の多くの子どもは親の督促に過度に依存し、自主学習の能力がまったくない。,試験不安を和らげるために薬に長期依存するのは恒久策ではない。
Chapter 5,依赖 - 依靠,依靠 (yīkào),中立的・肯定的。堅実な基盤・保護者・必要な力・収入の源を見出す。,動詞・名詞（例：失去了依靠＝支えを失った）。,何年も故郷を離れて奮闘してきたが、家族の支えがいつも彼を支える堅実な依靠だった。,ピアノ級位試験に合格したいなら、運だけに頼れず、長期の刻苦な練習に依靠しなければならない。
Chapter 5,营造 - 营建,营造 (yíngzào),抽象的・無形の環境・感情・文化気候・雰囲気を作り出す。,雰囲気関連の抽象名詞とほぼ結びつく（例：营造氛围、营造环境）。,親は家庭で良好な高雅な芸術的雰囲気を营造し、子どもが幼いうちから熏陶を受けられるようにすべきだ。,校慶を迎えるため、全校師生が共に楽しく温かい祭日の雰囲気を营造した。
Chapter 5,营造 - 营建,营建 (yíngjiàn),大規模な具体的建造物・施設・地理的基盤の物理的建設に限る。,建築・地理の具体名詞と結びつく（例：营建住宅区、营建防护林）。,政府は都市北部に大規模な生態防護林帯を营建する計画だ。,この古い寺院は数百年前に营建されたとき、膨大な人力と物力を費やした。
Chapter 5,指点 - 指示,指点 (zhǐdiǎn),建設的な助言・ヒント。カジュアルまたは専門家同士の指導。,人を直接目的語に取れる（例：谢谢您的指点／请指点我一下）。,この専門教授の指点のおかげで、ようやくこの交響曲の深い意味が分かった。,先輩が論文のテーマ選定で指点してくれなければ、卒業設計はあと2週間かかったかもしれない。
Chapter 5,指点 - 指示,指示 (zhǐshì),正式で権威ある命令・公式指針。上位組織から下級への指示。,名詞（例：听从领导的指示）または行政的行為の節を目的語に取る他動詞。,上級部門の指示に厳格に従い、級位試験過程のカンニング行為を全面的に調査しなければならない。,部長が指示を出し、全従業員に今日退勤前に今月の総括報告を提出するよう求めた。
Chapter 5,敏捷 - 灵敏,敏捷 (mǐnjié),人の思考・行動の速さ・器用さ・協調性に焦点。,人の行動や思考能力を修飾（例：思维敏捷、身手敏捷）。,彼の思考は非常に敏捷で、討論会ではいつも相手の論理の穴を瞬時に見つける。,あの曲芸師は動作が敏捷で、空中で高難度の動きを楽にこなした。
Chapter 5,敏捷 - 灵敏,灵敏 (língmǐn),感覚の鋭敏さ、センサー・機器の精密な反応能力に焦点。,身体感覚（例：听觉灵敏）や精密機器（例：仪器灵敏、传感器灵敏）を修飾。,自然環境の熏陶をよく受ける人は、生活の中の美に対してより灵敏な感知力を持つことが多い。,この新型電子チューナーは非常に灵敏で、ギターの弦がわずかにずれているだけでも検出できる。
Chapter 5,延伸 - 延长,延伸 (yánshēn),空間的方向・地理的な長さ。線・道路・境界がさらに外へ伸びる。,空間・地理に限定（例：公路向远方延伸、视线延伸）。,この新設の高速鉄道線は西へ500キロメートル延伸し、沿線住民の生活が大いに便利になった。,彼の視線は窓を通り、通りの先端にある象徴的な建物まで伸びていた。
Chapter 5,延伸 - 延长,延长 (yáncháng),時間の長さ・期間・締切。予定より期間を長くする。,時間・期間に限定（例：延长寿命、延长开放时间、延长截止日期）。,受験生により多くの復習時間を与えるため、図書館は開館時間を深夜まで延长することにした。,規則正しい生活リズムを保ち、野菜や果物を多く食べることは、寿命を延长するよい方法の一つだ。
