Chapter,hanzi,meaning,example_en,usage_note
Chapter 5,智商,chỉ số IQ,"Dù IQ cao, anh không chăm học.",Chỉ số trí tuệ.
Chapter 5,情商,chỉ số EQ,"Trong công sở, EQ thường quan trọng hơn IQ.",Trí tuệ cảm xúc.
Chapter 5,自理,tự lo cuộc sống,"Trước khi vào đại học, anh đã biết tự lo.",Tự lập cá nhân.
Chapter 5,可怜天下父母心,lòng cha mẹ đối với con vô bờ bến,Con lớn mới thật hiểu lòng cha mẹ.,Câu thơ nổi tiếng; cha mẹ hay dùng.
Chapter 5,三天打鱼两天晒网,"làm việc gian đoạn, thiếu kiên trì","Học ngoại ngữ không thể nửa nạc nửa mỡ, phải luyện mỗi ngày.",Cảnh báo thiếu bền bỉ.
Chapter 5,放羊,thả trôi; không quản con,"Cha mẹ không thể bỏ mặc con, lúc cần vẫn phải dạy dỗ.",Ẩn dụ không trông nom.
Chapter 5,吃得苦中苦，方为人上人,chịu khổ mới thành tài,"Anh tin chịu khổ mới giỏi, nên tập luyện không lười.",Khuyến khích kiên trì.
Chapter 5,望子成龙，望女成凤,mong con thành tài,Cha mẹ mong con thành công nhưng cũng nên tôn trọng sở thích con.,Thể hiện kỳ vọng của cha mẹ.
Chapter 5,平常心,tâm bình thản,Trước thi đấu giữ tâm bình thản mới phát huy bình thường.,Hữu ích khi thi cử.
Chapter 5,马拉松,marathon; nỗ lực dài hạn,"Học một ngôn ngữ như chạy marathon, cần kiên trì.",Thường dùng ẩn dụ.
Chapter 5,悠着点儿,bớt gắng; từ từ,"Mệt quá rồi, bớt gắng đi, đừng cố sức.",Lời khuyên thân mật.
Chapter 5,老天爷,Trời (khẩu ngữ),Việc có thành hay không giờ trông vào Trời.,"Khẩu ngữ, không mang nghĩa tôn giáo cứng nhắc."
Chapter 5,豆芽菜,giá đỗ (ẩn dụ: trẻ gầy yếu),"Trẻ cần vận động, đừng ngồi cả ngày gầy như giá.",Ẩn dụ thể chất yếu.
Chapter 5,小胖墩,em bé mập tròn,Mấy em mập tròn chạy nhảy trong lớp mẫu giáo rất đáng yêu.,Biệt danh thân mật.
Chapter 5,衣来伸手，饭来张口,ăn nhờ ở nhờ; được hưởng thụ sẵn,"Con đã lớn, không thể ăn nhờ ở nhờ mãi.",Phê phán thiếu tự lập.
Chapter 5,草莓族,thế hệ dâu tây (trẻ yếu áp lực),"Cạnh tranh gay gắt, thanh niên không thể yếu như dâu tây.","Slang Đài Loan, mang tính phê phán."
Chapter 7,婚纱,váy cưới,Mặc váy cưới trắng là ước mơ của nhiều cô gái.,Trang phục cưới.
Chapter 7,折腾,vật vã; làm om sòm,"Chưa khỏi đã xuất viện, rồi lại ốm vì vật vã.",Hành động lặp đi lặp lại vô ích.
Chapter 7,如花似玉,xinh như hoa như ngọc,"Cô dâu xinh đẹp, mọi người đều khen.",Thành ngữ ca ngợi sắc đẹp.
Chapter 7,燕尾服,com lê đuôi tôm,Nhạc trưởng mặc com lê đuôi tôm gọn gàng bước lên sân khấu.,Trang phục trang trọng.
Chapter 7,绅士,quý ông; phong độ,Anh luôn ứng xử rất phong độ nơi công cộng.,"Lịch sự, có văn hóa."
Chapter 7,风风雨雨,gian khổ; sóng gió,Hai vợ chồng già cùng trải qua hàng chục năm sóng gió.,Khó khăn cuộc đời.
Chapter 7,弥补,bù đắp; khắc phục,Làm bao nhiêu cũng không bù nổi nỗi day dứt trong lòng.,Lấp chỗ trống hoặc lỗi.
Chapter 7,缺憾,tiếc nuối; khiếm khuyết,"Đám cưới trọn vẹn nhưng cha mẹ không có mặt, vẫn còn chút tiếc nuối.",Thường về đời sống hoặc tình cảm.
Chapter 7,孝心,lòng hiếu thảo,"Đó là lòng hiếu thảo của con, cha mẹ nhận đi.",Ý định kính trọng cha mẹ.
Chapter 7,清贫,nghèo thanh bạch,Giáo sư già sống đời nghèo mà đầy đủ.,Thường chỉ trí thức.
Chapter 7,纯真,thuần khiết; ngây thơ,Tôi nhớ nhất niềm vui thuần khiết thuở thơ ấu.,"Chân thật, không vẩn đục."
Chapter 7,风雨同舟,cùng chung thuyền; cùng gian khổ,"Lúc công ty khó khăn, nhân viên chọn ở lại cùng sếp.",Giúp nhau lúc hoạn nạn.
Chapter 7,相濡以沫,cùng nhau sẻ nhau giọt nước (cùng cứu giúp),Hai vợ chồng trong năm tháng khó khăn luôn nương tựa nhau.,Hỗ trợ lẫn nhau sâu sắc.
Chapter 7,酿造,ủ; nấu (ẩn dụ: vun đắp),Tình cảm vợ chồng được vun đắp từ bữa cơm hằng ngày.,Thường ẩn dụ cho tình cảm.
Chapter 7,比喻,ẩn dụ; ví von,Tác giả ví tuổi trẻ như mặt trời lúc tám chín giờ sáng.,Biện pháp tu từ.
Chapter 7,贴切,sát nghĩa; thích hợp,Tính từ dùng ở đây rất sát nghĩa.,Vừa vặn với từ hoặc khái niệm.
Chapter 7,秘诀,bí quyết,Chăm chỉ và kiên trì là bí quyết thành công duy nhất.,Chìa khóa đạt kết quả.
Chapter 7,无关紧要,không quan trọng,Đại hướng đúng thì chi tiết này không quan trọng.,Không thiết yếu.
Chapter 7,包容,bao dung; tha thứ,Người trong nhà nên bao dung và hiểu nhau hơn.,Tư duy rộng lượng.
Chapter 7,磨合,mài hợp; làm quen dần,Nhân viên mới và nhóm cần thời gian hòa hợp.,Quen với nhau.
Chapter 7,化解,hóa giải,Nụ cười là cách hay nhất hóa giải sự khó xử.,Làm tan tiêu điều tiêu cực.
Chapter 7,茅塞顿开,sáng tỏ; thông não,"Nhờ thầy gợi ý, tôi hiểu bài toán ngay.",Chớp sáng trong đầu.
Chapter 7,坟墓,mộ; nấm mồ,Hôn nhân không phải mồ chôn tình yêu.,Nơi an nghỉ cuối.
Chapter 7,悲剧,bi kịch,Tham lam thường là gốc bi kịch đời người.,Kết cục bi thảm.
Chapter 7,白头到老,bạc đầu cùng nhau,"Trong đám cưới, họ hàng chúc hai người bạc đầu bên nhau.",Hôn nhân trọn đời.
Chapter 7,张扬,phô trương; loan truyền,"Anh khiêm tốn, không khoe thành tích khắp nơi.",Đưa chuyện ra công khai.
Chapter 7,委曲求全,uất ức nhưng nhẫn nhịn để toàn vẹn,"Để hòa khí nhóm, anh đành nhẫn nhịn.",Hy sinh bản thân vì mục tiêu.
Chapter 7,同居,sống chung (chưa cưới),Hai người đã sống chung một năm trước khi cưới.,Chung sống.
Chapter 7,公证,công chứng,"Để tránh tranh chấp sau này, họ đi công chứng tài sản trước hôn.",Xác nhận pháp lý.
Chapter 7,热恋,đang yêu say đắm,Cặp đôi đang yêu dự định cưới năm sau.,Tình yêu nồng nàn.
Chapter 7,违约,vi phạm hợp đồng,Bên nào vi phạm đều phải trả phạt.,Phá thỏa thuận.
Chapter 7,明智,sáng suốt,"Trước khủng hoảng, anh quyết định rất sáng suốt.",Phán đoán tốt.
Chapter 7,纠纷,tranh chấp,Hàng xóm khó tránh xích mích nhỏ.,Bất đồng kéo dài.
Chapter 7,见外,coi như người ngoài; khách sáo,"Chúng ta là bạn thân, đừng khách sáo.",Thường nói “đừng khách sáo”.
Chapter 7,松散,lỏng lẻo; rời rạc,"Thiếu quản lý thống nhất, nhóm tổ chức rất lỏng lẻo.",Không chặt chẽ.
Chapter 7,风吹草动,gió cỏ lay động; dấu hiệu biến động nhỏ,"Tin nhạy cảm, chút biến động cũng làm chứng khoán dao động.",Dấu hiệu thay đổi đầu tiên.
Chapter 7,冒昧,mạo muội; xin phép thất lễ,Tôi xin mạo muội hỏi anh một câu.,Cách lịch sự khi làm phiền.
Chapter 7,后妈,mẹ kế,"Dù là mẹ kế, bà thương con hơn mẹ ruột.",Khẩu ngữ cho 继母.
Chapter 7,松口,nới lỏng; nhượng bộ,"Thương lượng mãi, cha mẹ cuối cùng đồng ý cho anh đi du học.",Ám chỉ trước đó từ chối.
Chapter 7,婆媳,mẹ chồng và con dâu,Xử tốt quan hệ mẹ chồng–con dâu rất quan trọng cho hòa khí gia đình.,Quan hệ gia đình đặc thù.
Chapter 7,乖巧,ngoan ngoãn; đáng yêu,"Cô bé xinh, miệng ngọt, rất ngoan.",Biết ý người lớn.
Chapter 7,喜糖,kẹo cưới,"Trong đám cưới, tân lang tânương phát kẹo cưới cảm ơn khách.","Biểu tượng vui, chia sẻ."
Chapter 7,过来人,người đã trải qua,Chuyện tình cảm nên nghe lời người có kinh nghiệm.,Trí tuệ thực tế.
Chapter 7,保鲜,giữ tươi; giữ lửa (tình cảm),Vợ chồng cần trò chuyện để giữ lửa hôn nhân.,Thường ẩn dụ hôn nhân.
Chapter 7,金无足赤，人无完人,không ai hoàn hảo,Vợ chồng nên bao dung—không ai hoàn hảo.,Bao dung khuyết điểm nhỏ.
Chapter 7,情人眼里出西施,yêu thì đẹp (mù quáng tình yêu),"Trong mắt họ, yêu là thấy đối phương đều tốt.",Giải thích thiên vị tình cảm.
Chapter 7,睁一只眼闭一只眼,làm ngơ,"Xích mích nhỏ với hàng xóm, có thể làm ngơ.","Khoan dung, không phải sai trái nghiêm trọng."
Chapter 7,难得糊涂,đôi khi khờ khạo lại thanh thản,"Việc nhà không cần cãi từng chút, khờ một chút lại nhẹ đầu.",Triết lý buông bỏ.
Chapter 7,三思而后行,suy nghĩ kỹ rồi mới làm,"Quyết định lớn không thể bốc đồng, phải suy kỹ.",Lời khuyên thận trọng.
Chapter 7,围城,thành viễn (ẩn dụ hôn nhân),Người ta nói hôn nhân như thành viễn—người trong ngoài đều có cảm nhận riêng.,Từ tiểu thuyết Tiền Chung Thư.
Chapter 7,丑话说在前头,nói trước lời khó nghe,Trước khi hợp tác nói rõ điều xấu để sau khỏi hiểu lầm.,Đặt kỳ vọng sớm.
Chapter 7,多了一个心眼儿,cảnh giác hơn; tinh hơn,"Sau lần bị lừa, anh làm việc cẩn thận hơn.",Không nhất thiết tiêu cực.
Chapter 7,转不过弯来,chưa quen; chưa kịp hiểu,"Chính sách mới anh chưa kịp hiểu, cần thời gian.",Tư duy chật.
Chapter 7,思想工作,làm công tác tư tưởng; thuyết phục,Giáo viên chủ nhiệm nói chuyện giúp học sinh chỉnh thái độ học.,"Phổ biến ở trường, cơ quan."
Chapter 7,说到底,nói cho cùng; rốt cuộc,Mâu thuẫn gia đình rốt cuộc do thiếu giao tiếp.,Tóm lại nguyên nhân cốt lõi.
Chapter 7,和你一起慢慢变老,cùng em già dần bên nhau,"Trong đám cưới, chú rể nói điều lãng mạn nhất là cùng em già bên nhau.",Từ lời ca phổ biến.
Chapter 8,壮举,hành động oai hùng; kỳ tích,Vượt Đại Tây Dương là một kỳ tích thật sự.,"Hành động anh hùng, lớn."
Chapter 8,捐,quyên góp,Anh quyên hết tiền tiết kiệm cho vùng thiên tai.,Cho từ thiện.
Chapter 8,受宠若惊,"bất ngờ được ưu ái, vừa vui vừa lo","Đột nhiên được tổng giám đốc tiếp, anh bất ngờ và xúc động.",Vừa vinh dự vừa ngỡ ngàng.
Chapter 8,微薄,ít ỏi; mỏng manh,"Dù thu nhập ít, anh vẫn hàng tháng hỗ trợ một học sinh nghèo.",Lượng rất nhỏ.
Chapter 8,杯水车薪,một cốc nước chữa xe cháy; lực quá nhỏ,Số tiền này với nợ lớn chỉ như muối bỏ biển.,Ẩn dụ biện pháp không đủ.
Chapter 8,贫困,nghèo khó,Chính phủ đang giúp người nghèo thoát nghèo.,Thiếu tiền trầm trọng.
Chapter 8,难关,nan đề; giai đoạn khó,"Nhờ bạn bè, anh vượt qua khủng hoảng tài chính.",Rào cản cần vượt.
Chapter 8,资助,tài trợ; hỗ trợ tài chính,Doanh nhân đã tài trợ hàng chục em bỏ học.,Hỗ trợ bằng tiền.
Chapter 8,募捐,quyên góp công khai,Trường tổ chức quyên góp cho bạn ốm.,Gây quỹ.
Chapter 8,慰劳,"thăm hỏi, động viên (có quà)","Dân làng mang đậu phộng, trái cây thăm công nhân sửa đường.",Thể hiện quan tâm với người lao động.
Chapter 8,宗旨,mục đích; tôn chỉ,Tôn chỉ hội là thúc đẩy giao lưu văn hóa Trung–Ngoại.,Nguyên tắc hướng dẫn.
Chapter 8,袖手旁观,khoanh tay đứng nhìn,"Thấy người khó khăn, ta không thể đứng ngoài.",Thờ ơ với nỗi khổ người khác.
Chapter 8,五体投地,bái phục tột độ,"Bài diễn thuyết hay, khán giả phục sát đất.",Khen quá mức.
Chapter 8,将功补过,lập công chuộc tội,Anh hy vọng giành huy chương vàng kỳ sau để chuộc lỗi.,Bù đắp sai lầm.
Chapter 8,遵命,tuân lệnh; vâng ạ,"Theo yêu cầu của anh, tôi nhất định tuân theo.",Phục tùng trang trọng hoặc hài hước.
Chapter 8,残疾,khuyết tật,Ta nên tôn trọng người khuyết tật và tạo thuận lợi hơn.,Hạn chế thể chất.
Chapter 8,盲人,người mù,Người mù có thể đọc chữ Braille bằng xúc giác.,Người không thị lực.
Chapter 8,易如反掌,dễ như trở bàn tay,Bài này với thiên tài toán như anh thì quá dễ.,Ẩn dụ việc rất dễ.
Chapter 8,小拇指,ngón út,Ngón út trái hơi cứng sau khi bị thương.,Phần bàn tay.
Chapter 8,调料,gia vị,Nấu cho chút giấm làm gia vị sẽ thơm hơn.,Nguyên liệu nấu ăn.
Chapter 8,狼狈,bức bối; chật vật,Mưa đột ngập khiến mọi người chật vật.,"Khó xử, lộn xộn."
Chapter 8,跌跌撞撞,loạng choạng,Say anh loạng choạng về nhà.,Đi không vững.
Chapter 8,碰壁,vấp váp; bị từ chối,"Anh tìm việc đâu cũng vấp, rất chán nản.","Ẩn dụ thất bại, bị đẩy lùi."
Chapter 8,欣慰,an ủi và vui mừng,"Thấy con đã hiểu chuyện, mẹ rất an lòng.",Cảm giác tích cực bên trong.
Chapter 8,安居,an cư,Xã hội ổn định thì dân an cư lạc nghiệp.,Sống yên ổn.
Chapter 8,康复,phục hồi sức khỏe,"Sau điều trị, cơ thể anh đã hồi phục hoàn toàn.",Quá trình lành bệnh.
Chapter 8,扶贫,giảm nghèo,Giảm nghèo có mục tiêu là nhiệm vụ trọng yếu của đất nước.,Giúp người nghèo phát triển.
Chapter 8,维权,bảo vệ quyền lợi hợp pháp,Ý thức bảo vệ quyền lợi người tiêu dùng ngày càng cao.,Đấu tranh pháp lý.
Chapter 8,助学,hỗ trợ học tập,Mong học bổng giúp học sinh nghèo vào đại học.,Hỗ trợ tài chính cho học sinh.
Chapter 8,发放,phát; phân phối,Hàng cứu trợ đang được phát có trật tự cho nạn nhân.,Phát hành chính thức.
Chapter 8,全方位,toàn diện,Hai nước quyết hợp tác kinh tế toàn diện.,Mọi phương diện.
Chapter 8,社区,cộng đồng; khu dân cư,Cộng đồng ta thường tổ chức hoạt động văn hóa cho người già.,Khu dân cư địa phương.
Chapter 8,乐呵呵,vui vẻ; cười tươi,Ông nội ngày nào cũng vui vẻ như không có phiền.,Vui hiện ra ngoài.
Chapter 8,义工,tình nguyện viên,Hè nhiều học sinh THCS làm tình nguyện ở thư viện.,Làm việc không lương.
Chapter 8,素质,phẩm chất; trình độ,Nâng cao phẩm chất văn hóa–khoa học toàn dân rất quan trọng.,Tu dưỡng cá nhân.
Chapter 8,集聚,tập trung; hội tụ,Nơi đây hội tụ nhân tài nghiên cứu hàng đầu cả nước.,Tập hợp đông người/sự vật.
Chapter 8,境界,cảnh giới; tầm,Bức tranh thể hiện cảnh giới nghệ thuật rất cao.,Mức độ tinh thần hoặc chuyên môn.
Chapter 8,有声有色,sinh động; làm ăn nên sự,Anh điều hành hội sinh viên rất sinh động.,Đầy sức sống và thành công.
Chapter 8,认养,"nhận nuôi (cây, vật…)",Người dân có thể nhận chăm một cây nhỏ trong công viên.,Nhận trách nhiệm chăm sóc.
Chapter 8,捡拾,nhặt,Tình nguyện viên nhặt rác du khách vứt trên bãi biển.,Nhặt trên mặt đất.
Chapter 8,流浪,lang thang; không nơi cố định,Tuổi trẻ anh từng lang thang một mình ở nước ngoài.,Không nhà.
Chapter 8,白血病,bệnh bạch cầu,Xã hội tích cực quyên góp cho trẻ bạch cầu điều trị.,Bệnh nặng; thường trong bối cảnh từ thiện.
Chapter 8,不敢当,không dám nhận (khen),"Anh quá khen, tôi thật không dám nhận.",Đáp lời khen khiêm tốn.
Chapter 8,屋漏偏逢连夜雨,họa vô đơn chí,"Vừa mất việc, nhà lại có người ốm—sóng gió chồng sóng gió.",Tai họa liên tiếp.
Chapter 8,众人拾柴火焰高,"nhiều người làm, việc dễ thành",Quyên góp cần mọi người cùng làm—nhiều tay ít việc.,Khuyến khích làm chung.
Chapter 8,爱心社,câu lạc bộ từ thiện,THPT anh từng tổ chức nhiều buổi bán hàng từ thiện qua CLB tình thương.,Phổ biến trong trường Trung Quốc.
Chapter 8,效犬马之劳,xin được phục vụ hết sức (khiêm),"Nếu cần giúp, tôi xin cống sức hết mình.",Lời hứa phục vụ khiêm tốn.
Chapter 8,弱势群体,nhóm yếu thế,Tình nguyện viên thường xuyên mang nhu yếu phẩm đến nhóm yếu thế.,Thuật ngữ chính thức và truyền thông.
Chapter 8,真人秀,truyền hình thực tế,Nhiều bạn trẻ thích show thực tế vì gần đời sống.,Từ vựng giải trí.
Chapter 8,两眼一抹黑,mù tịt; không biết gì,"Anh mới vào ngành, mù tịt, phải học từ đầu.",Nhấn thiếu hiểu biết.
Chapter 8,孤寡老人,người già không con hoặc con không ở bên,Tình nguyện viên mỗi tuần đến trò chuyện với người già cô đơn.,Bối cảnh phúc lợi xã hội.
Chapter 8,空巢老人,người già nhà trống (con đi xa),Nhiều người già nhà trống cần dịch vụ chăm sóc ban ngày.,Thuật ngữ nhân khẩu.
Chapter 8,临终关怀,chăm sóc cuối đời,Bệnh viện chăm sóc cuối đời để bệnh nhân giai đoạn cuối ra đi có phẩm giá.,Từ vựng y học và đạo đức.
Chapter 8,勿以善小而不为,đừng chê việc thiện nhỏ mà không làm,Quyên bao nhiêu không quan trọng—đừng bỏ việc thiện vì nhỏ.,Từ đạo lý cổ.
Chapter 9,咨询,tư vấn; hỏi ý kiến,Có thắc mắc có thể gọi đường dây tư vấn.,Hỏi chuyên môn.
Chapter 9,体检,khám sức khỏe,"Vì sức khỏe, nên khám sức khỏe mỗi năm một lần.",Sàng lọc y tế.
Chapter 9,记性,trí nhớ (khẩu ngữ),Càng già trí nhớ càng kém.,Cách nói thân mật về trí nhớ.
Chapter 9,够呛,kinh khủng; chịu không nổi,"Hôm nay việc nhiều, mệt kinh khủng.",Mức độ cực đoan.
Chapter 9,总管,tổng quản lý,"Anh là tổng phụ trách dự án, điều phối các bên.",Người quản lý toàn bộ.
Chapter 9,担子,gánh nặng; trách nhiệm,"Làm lớp trưởng, gánh nặng trên vai không nhẹ.",Trọng lượng trách nhiệm ẩn dụ.
Chapter 9,介于,ở giữa,Màu này nằm giữa đỏ và tím.,Vị trí trong dải.
Chapter 9,减退,suy giảm,"Theo tuổi, thính lực dần suy giảm.",Giảm sức mạnh.
Chapter 9,疲乏,mệt mỏi,"Sau chuyến đi dài, anh rất mệt.",Mệt về thể chất.
Chapter 9,健忘,đãng trí,Áp lực lớn dạo này khiến anh hơi đãng.,Dễ quên.
Chapter 9,不良,có hại; không tốt,Thức khuya lâu là thói quen rất có hại.,Phẩm chất tiêu cực.
Chapter 9,酗酒,nghiện rượu; uống quá độ,Uống quá độ vừa hại thân vừa gây vấn đề xã hội.,Lạm dụng rượu.
Chapter 9,膳食,chế độ ăn; bữa ăn,Ăn uống hợp lý rất quan trọng cho sức khỏe.,Thuật ngữ trang trọng về dinh dưỡng.
Chapter 9,失衡,mất cân bằng,Cách ăn này khiến vi lượng trong cơ thể mất cân bằng.,Mất thăng bằng.
Chapter 9,祸根,mầm họa; nguồn gốc tai họa,Thói ăn uống không lành là mầm của nhiều bệnh.,Nguồn gốc thảm họa.
Chapter 9,应酬,tiếp khách; giao tiếp xã giao,"Anh tối nào cũng có tiệc, ít ăn cơm nhà.",Nghĩa vụ xã giao.
Chapter 9,硬撑,cố chịu; gượng,"Ốm thì nghỉ, đừng gượng đi làm.",Cố tiếp tục dù khó.
Chapter 9,天长日久,lâu ngày; qua nhiều năm,Kiên trì lâu dài thì chắc thành công.,Thời gian kéo dài.
Chapter 9,恶果,hậu quả xấu,Phá hoại môi trường cuối cùng gây hậu quả nghiêm trọng.,Kết quả của hành động xấu.
Chapter 9,屡见不鲜,không còn lạ; thấy hoài,"Thời internet, rò rỉ thông tin đã quen thuộc.",Thấy thường xuyên.
Chapter 9,延续,kéo dài; tiếp tục,Truyền thống cổ này vẫn tiếp tục đến hôm nay.,Không bị gián đoạn.
Chapter 9,全天候,suốt ngày đêm; 24/7,Cửa hàng tiện lợi phục vụ 24 giờ.,Hoạt động liên tục.
Chapter 9,熬夜,thức khuya,"Để kịp báo cáo, đêm qua anh thức đến 3 giờ sáng.",Ngủ muộn hoặc không ngủ.
Chapter 9,宵夜,bữa khuya; ăn đêm,Xem phim xong đi ăn khuya nhé.,Bữa ăn đêm.
Chapter 9,满满当当,chật cứng; đầy ắp,Lịch mỗi ngày anh xếp kín chỗ.,Không còn chỗ trống.
Chapter 9,透支,rút quá; kiệt sức,Làm quá sức khiến cơ thể kiệt quệ.,Dùng quá mức có sẵn.
Chapter 9,张弛有度,căng thả có độ; làm việc nghỉ ngơi cân bằng,Học khoa học cần biết căng–thả hợp lý.,Ẩn dụ căng và thư giãn vừa phải.
Chapter 9,基因,gen,Nghiên cứu cho thấy chiều cao phần lớn do gen quyết định.,Đơn vị di truyền.
Chapter 9,遗传,di truyền,Bệnh này có xu hướng di truyền trong gia đình.,Truyền từ thế hệ trước.
Chapter 9,吓唬,dọa; hù,"Anh chỉ dọa thôi, đừng tin thật.",Làm sợ (khẩu ngữ).
Chapter 9,语重心长,"nói chân thành, sâu sắc","Trước khi đi, thầy dặn dò chân thành bảo em giữ gìn sức khỏe.",Lời nói đầy tình ý.
