Chapter,hanzi,meaning,example_en,usage_note
Chapter 3,得体,알맞고 품위 있다,면접에서 단정한 복장은 매우 중요하다.,품위에 대한 칭찬.
Chapter 3,就算,설령 ~일지라도,설령 스타일이 구식이어도 어머니는 그 옷을 버리지 못했다.,양보 접속.
Chapter 3,推敲,문구를 다듬고 숙고하다,그는 이 글의 제목을 오래 다듬은 뒤에야 정했다.,가도(贾岛) 일화에서 유래.
Chapter 3,眼影,아이섀도,그녀는 아이섀도를 살짝만 발라도 생기 있어 보였다.,화장 어휘.
Chapter 3,灰晶,회색빛의 맑은 광택,이 회색빛 맑은 톤의 아이섀도는 일상 메이크업에 잘 맞는다.,교재 특유의 색 용어.
Chapter 3,唇膏,"립스틱, 립밤",그녀는 소박한 봄옷에 맞게 연한 립스틱을 골랐다.,화장품.
Chapter 3,面容,"얼굴빛, 용모",옛 사진 속 어머니의 얼굴은 온화하면서도 단단했다.,얼굴의 격식·문어 표현.
Chapter 3,别扭,어색하고 불편하다,사이즈가 맞지 않아 이 옷을 입으면 어색하다.,관계·옷 모두 가능.
Chapter 3,借题发挥,구실 삼아 자기 주장을 펼치다,그는 옷 이야기가 아니라 구실 삼아 소비 관념을 말하고 있었다.,비판적 어조가 많음.
Chapter 3,俏,예쁘고 산뜻하다,봄옷을 입으니 그녀가 특히 예뻐 보였다.,주로 여성·외모.
Chapter 3,酷,"멋있다, 쿨하다",그녀는 숏컷에 트렌치코트가 멋있다고 생각한다.,외래어식 표현.
Chapter 3,时尚,"패션, 유행",유행은 빨리 변하지만 클래식한 스타일은 더 오래 간다.,명사·형용사 모두.
Chapter 3,顺风,"순풍, 순조로운 형세","일도 때를 봐야 하며, 순풍일 때가 더 수월하다.",비유적으로 자주 씀.
Chapter 3,逆风,"역풍, 불리한 형세",산업 조정기에는 기업이 불가피하게 역풍을 맞는다.,어려움의 비유.
Chapter 3,免不了,피할 수 없다,옷 이야기를 하면 미학과 시대를 피할 수 없다.,구어.
Chapter 3,出神,멍하니 빠져들다,그녀는 옛옷을 멍하니 바라보며 마치 과거로 돌아간 듯했다.,초자연적 의미가 아님.
Chapter 3,清纯,맑고 순수하다,그녀의 젊은 시절 기운은 맑아 봄바람 같았다.,외모·성격 묘사.
Chapter 3,尝试,시도하다,그녀는 옛옷을 더 잘 맞게 고쳐 입어 보았다.,일반 동사.
Chapter 3,乃至,~나아가 ~에까지,이 천은 부드러워 몸에 바로 입을 수 있을 정도다.,문어적 접속.
Chapter 3,毒品,마약,청소년은 마약의 해악을 알고 반드시 멀리해야 한다.,심각한 사회 주제.
Chapter 3,人生,인생,옷은 스타일뿐 아니라 인생의 한 장면도 기록한다.,넓은 추상 명사.
Chapter 3,体验,"체험하다, 몸소 겪다",그녀는 공장에서 하루 동안 재봉사 일을 체험했다.,읽기 자료에서 동사로 자주 씀.
Chapter 3,跻身,한 부류에 들어서다,그 브랜드는 국제 패션위크에 진출해 주목을 받았다.,"격식, 주로 경제·사업."
Chapter 3,竭诚,진심을 다해,점원이 진심을 다해 손님에게 맞는 사이즈를 골라 주었다.,격식 있는 서비스 표현.
Chapter 3,忠告,진심 어린 충고,어른들의 진심 어린 충고가 그의 옷 소비 관념을 바꾸게 했다.,명사·동사 모두.
Chapter 3,童真,아이 같은 천진함,아이가 새 옷을 입자 얼굴에 천진함이 가득했다.,긍정적 아동성.
Chapter 3,品尝,"맛보다, 음미하다",차 한 잔을 천천히 음미하는 것도 쉼의 한 형태다.,문자·비유 모두 가능.
Chapter 3,轻微,가볍고 미미하다,천에 주름이 약간 있을 뿐 다림질하면 된다.,심각함의 반대.
Chapter 3,大麻,"대마, 마리화나",법은 대마 재배와 판매를 엄격히 금지한다.,예방 교육 맥락에서만 다룸.
Chapter 3,在世为人,세상에서 사람으로 살아가다,세상에서 사람으로 살려면 품위와 절제가 모두 필요하다.,철학적 표현.
Chapter 3,底线,"최소한의 선, 마지노선",소비는 아름다움을 추구할 수 있으나 이성의 선을 넘어서는 안 된다.,흔한 비유.
Chapter 3,白领,화이트칼라 직장인,많은 화이트칼라가 단정하고 깔끔한 오피스룩을 선호한다.,사회 계층 용어.
Chapter 3,型,"스타일, 형",올해는 루즈핏 코트가 유행이다.,型号·款式的 줄임.
Chapter 3,差异,차이,두 천의 차이는 주로 통기성과 촉감에 있다.,격식 명사.
Chapter 3,望去,멀리 바라보다,그는 밖을 바라보니 거리의 인파가 물결처럼 흘렀다.,문학적 동작 동사.
Chapter 3,透亮,맑고 환하다,이 거즈는 맑고 환해 봄·여름에 알맞다.,가벼운 재질 묘사.
Chapter 3,哲理,"철리, 인생의 이치",이 글은 옷 한 벌에서 많은 인생의 이치를 끌어낸다.,추상 명사.
Chapter 3,启示,"깨달음, 시사점",어머니의 검소함이 그에게 큰 깨달음을 주었다.,긍정적 통찰.
Chapter 3,衣橱（柜）,옷장,그녀가 옷장을 열자 여러 해의 봄옷이 걸려 있었다.,柜는 구어 변형.
Chapter 3,质地,"재질, 질감",이 코트는 질감이 두꺼워 보온이 잘 된다.,직물에 씀.
Chapter 3,绝迹,자취를 감추다,그 옛날식 단추는 도시에서 거의 사라졌다.,풍속·종에도 자주 씀.
Chapter 3,裤腿,바짓가랑이,바짓가랑이가 조금 길어 한 치쯤 줄여야 한다.,의복 부위.
Chapter 3,灰白,잿빛 흰색,어머니 관자놀이에는 이미 잿빛 흰 머리카락이 몇 가닥 있었다.,색 묘사.
Chapter 3,腰围,허리둘레,재단사가 그녀의 허리와 어깨를 꼼꼼히 재었다.,의복 치수.
Chapter 3,容下,"담아내다, 수용하다",이 작은 옷장에는 겨울옷을 더 넣을 수 없다.,공간 수용.
Chapter 3,当下,"지금, 현재",지금의 유행이 모든 사람에게 맞는 것은 아니다.,시간 지칭.
Chapter 3,遗弃,"버리다, 유기하다",아직 입을 수 있는 옷을 함부로 버려서는 안 된다.,강한 부정.
Chapter 3,羞涩,수줍어하다,그녀는 수줍게 고개를 숙여 깃을 다듬었다.,부드러운 감정.
Chapter 3,初恋,첫사랑,옛 사진이 그에게 첫사랑의 순수함을 떠올리게 했다.,감정적 기억.
Chapter 3,见证,"증인이 되다, 입증하다",이 옷들은 시대의 변화를 함께해 왔다.,비유적으로 자주 씀.
Chapter 3,沐浴,목욕하다; 흠뻑 받다,"이른 아침, 그녀는 부드러운 봄빛을 온몸으로 받았다.",비유적으로 자주 씀.
Chapter 3,世俗,세속적이다,옷에 대한 속세의 평가를 너무 신경 쓰지 말아야 한다.,중립·비판 모두 가능.
Chapter 3,军绿,군녹색,군녹색 트렌치코트는 한때 매우 유행했다.,색 용어.
Chapter 3,苗条,날씬하다,잘 맞는 핏이 그녀를 더 날씬해 보이게 했다.,주로 여성.
Chapter 3,九牛二虎之力,"엄청난 힘, 큰 노고",그는 엄청난 힘을 들여 옛 나무 상자를 위층으로 옮겼다.,과장된 성어.
Chapter 3,讨,"얻어내다, 구하다",이 옷의 색이 매우 마음에 든다.,"다의어, 맥락이 중요."
Chapter 3,到手,손에 넣다,그는 한참 줄을 선 끝에 한정판 코트를 손에 넣었다.,"구어, 획득."
Chapter 3,国防绿,국방 녹색(군복 계열 색),국방 녹색 코트는 1980년대에 흔했다.,시대 패션 용어.
Chapter 3,军用,군용,군용 캔버스는 질겨 가방과 신발에 쓰였다.,재질·스타일.
Chapter 3,水壶,"물병, 수통",그는 수통을 메고 산길을 계속 걸었다.,일상 물건.
Chapter 3,强劲,강력하고 힘차다,강한 바람에 옷걸이가 덜컹거렸다.,힘·추세에 자주 씀.
Chapter 3,风行,유행하다,와이드 팬츠는 한때 유행했다가 조용히 사라졌다.,패션 맥락.
Chapter 3,置身于,~속에 몸을 두다,전시장에 서 있으니 마치 복식의 역사 속에 들어온 듯했다.,문어.
Chapter 3,审美,"미적 감각, 심미",독서와 여행은 미적 감각을 넓히는 데 도움이 된다.,명사적 용법이 많음.
Chapter 3,潮流,"조류, 트렌드",유행은 변하지만 핏과 품위는 항상 중요하다.,패션 용어.
Chapter 3,昂奋,고무되어 들뜨다,좋은 소식을 듣자 그는 고무되어 들떴다.,문학적 감정.
Chapter 3,置备,"마련하다, 구입하다",그녀는 새 학기를 위해 학용품 한 세트를 마련했다.,격식 있는 구매.
Chapter 3,沉浸,몰입하다,그녀는 추억에 빠져 시간 가는 줄 몰랐다.,비유적으로 흔함.
Chapter 3,溢美之词,지나친 찬사,일을 현실적으로 평가하고 지나친 찬사는 피해야 한다.,아첨을 비판.
Chapter 3,开度,"여밈 폭, 벌어진 정도",코트 앞 여밈이 적당해 걷기가 편하다.,의복 설계 용어.
Chapter 3,极为,"매우, 극히",그녀는 세부에 극히 까다롭다.,격식 강조.
Chapter 3,夸张,"과장하다, 과장된",옛옷을 쓸모없다고 하는 것은 다소 과장이다.,형용사·동사 모두.
Chapter 3,大摇大摆,거들먹거리며 걷다,그는 아무도 없는 듯 거들먹거리며 회의실로 들어갔다.,부정적 태도가 많음.
Chapter 3,提携,"이끌어 주다, 후원하다",선배들의 도움으로 그는 진로에서 우회를 덜 했다.,격식·공손.
Chapter 3,前辈,"선배, 연장자",선배들은 옷차림이 상황에 맞아야 한다고 일러 주었다.,존경어.
Chapter 3,感念,감사히 되새기다,그는 어머니의 옛 수고와 사랑을 감사히 되새긴다.,따뜻한 격식.
Chapter 3,女郎,젊은 여성,잡지 표지의 젊은 여성은 우아한 봄 차림이었다.,약간 옛말·격식.
Chapter 3,眼神,눈빛,어머니의 눈빛은 온화해 그를 격려하는 듯했다.,감정 읽기.
Chapter 3,凸现,뚜렷이 드러나다,빛 아래 천의 질감이 또렷이 드러났다.,문어.
Chapter 3,诧异,뜻밖이라 놀라다,갑작스러운 가격 인상에 그는 놀랐다.,뜻밖의 놀람.
Chapter 3,不快,불쾌하다,친구의 농담에 그는 다소 불쾌해졌다.,감정 상태.
Chapter 3,浮现,떠오르다,과거가 옛 사진처럼 선명하게 떠올랐다.,기억·이미지에 자주.
Chapter 3,就此,"이로써, 여기서",이야기는 여기서 멈추고 마무리되었다.,행동을 끝맺음.
Chapter 3,吱声,"입을 열다, 소리 내다",그는 구석에 앉아 한참 동안 입도 뻥긋하지 않았다.,북방 구어.
Chapter 3,抗拒,"거부하다, 저항하다",모든 젊은이가 전통 복식 요소를 거부하는 것은 아니다.,심리·신체 모두.
Chapter 3,毋庸,~할 필요가 없다,말할 필요도 없이 미학은 시대와 함께 변한다.,격식.
Chapter 3,成因,원인,전문가들이 이 소비 심리의 원인을 분석했다.,학술적 어조.
Chapter 3,预示,예고하다,싹이 트는 것은 봄의 도래를 예고한다.,격식 있는 예측.
Chapter 3,凝固,굳다; 얼어붙다,그 순간 그녀의 미소가 사진 속에 얼어붙은 듯했다.,문학에서 비유적으로.
Chapter 3,多变,변화무쌍하다,봄날씨는 변덕스러워 겹쳐 입기 좋은 옷이 필요하다.,불안정함 묘사.
Chapter 3,预料,예상하다,그는 옛옷이 이렇게 잘 맞을 줄 예상하지 못했다.,예측.
Chapter 3,降临,"내리다, 찾아오다",봄이 조용히 찾아오자 거리가 한층 밝아졌다.,격식 있는 도래.
Chapter 3,微颤,가볍게 떨리다,그녀의 목소리는 가볍게 떨렸지만 이야기는 끝까지 했다.,미세한 움직임.
Chapter 3,劲风,강한 바람,강한 바람이 코트 자락을 들어 올리자 그는 스카프를 움켜쥐었다.,날씨 이미지.
Chapter 3,相当于,~에 해당하다,이 지출은 한 달 생활비의 절반에 해당한다.,비교.
Chapter 3,效应,효과,명품 옷이 때로 과시 효과를 낸다.,학술·일반.
Chapter 3,轻飘,가볍게 흩날리다,가벼운 눈이 어깨에 내려앉았다가 곧 녹았다.,질감·태도.
Chapter 3,诡谲,기이하고 예측 불가하다,밤은 기이하고 변덕스러워 가로등이 바람에 흔들렸다.,문학 형용사.
Chapter 3,穿着,옷차림,그녀의 옷차림은 소박하지만 단정했다.,명사 중심.
Chapter 3,饮食,식생활,합리적인 식생활이 맹목적 유행 추구보다 중요하다.,일상 주제.
Chapter 3,俗世,속세,그는 속세 속에서도 아름다움에 대한 감수성을 잃지 않았다.,문학.
Chapter 3,无可责备,나무랄 데 없다,그의 처리는 차분하고 빈틈없어 나무랄 데가 없다.,격식 칭찬.
Chapter 3,甚或,심지어,그 변화는 심지어 일상적인 옷 입는 습관에도 영향을 주었다.,격식 강조.
Chapter 3,有助于,~에 도움이 되다,고전 읽기는 언어 표현 향상에 도움이 된다.,于와 함께 쓰는 격식 구조.
Chapter 3,提升,"끌어올리다, 향상하다",알맞은 복장은 품격을 높일 수 있다.,일·생활에서 흔함.
Chapter 3,情趣,"정취, 멋",꽃다발 한 송이가 방에 정취를 더한다.,긍정적 미감.
Chapter 3,良性,"건전한, 선순환의",합리적 소비는 건전한 습관을 만드는 데 도움이 된다.,良性循环과 자주 함께.
Chapter 3,宣泄,감정을 배출하다,글쓰기는 그가 감정을 털어놓는 한 방법이다.,심리 용어.
Chapter 3,夕阳,석양,석양이 창가 옷걸이를 황금빛으로 물들였다.,시적으로 자주.
Chapter 3,作伴,벗이 되어 함께하다,그는 집에서 글을 쓸 때 고양이와 함께한다.,동반.
Chapter 3,活力,활력,가벼운 봄옷을 입으면 더 활기 있어 보인다.,긍정적 자질.
Chapter 3,关爱,관심과 사랑으로 돌보다,부모의 관심과 사랑은 아이 성장에 필수적이다.,따뜻한 사회 용어.
Chapter 3,底层,"하층, 밑바닥 계층",그는 하층 노동자들의 의복 필요에도 관심을 둔다.,사회 계층.
Chapter 3,深思,깊이 생각하다,이 문제는 깊이 숙고할 가치가 있다.,격식 있는 성찰.
Chapter 3,体味,음미하고 체득하다,천천히 음미해야 글 속 감정을 읽을 수 있다.,문학 동사.
Chapter 3,松糕鞋,플랫폼 슈즈,플랫폼 슈즈는 한때 유행했다가 점차 사라졌다.,패션 아이템.
Chapter 3,三娘教子,삼랑교자(전통 희곡 이야기),글은 가정 교육의 중요성을 보여 주기 위해 이 이야기를 언급한다.,문화적 인용.
Chapter 3,性解放,성 해방(학술 맥락),이 수업은 학술 맥락에서 성 해방 사상을 논한다.,중립적 학술 어조로 다룸.
Chapter 3,新新人类,신세대(90년대 표현),이 세대의 미적 기준은 연장자와 다르다.,시대 속어.
Chapter 3,毛蓝布,거친 푸른 면직물,어릴 때 그는 거친 푸른 면 바지를 입은 적이 있다.,시대적 재질 용어.
Chapter 3,喇叭裤,나팔바지,나팔바지는 1970년대에 매우 유행했다.,패션사.
Chapter 4,蜗牛,달팽이; 느린 삶의 비유,작가는 빠른 사회 속 느린 삶을 비유하기 위해 달팽이를 쓴다.,본문 핵심 비유.
Chapter 4,七荤八素,정신이 하나도 없을 만큼 어수선함,며칠 연장근무 끝에 그는 정신이 하나도 없었다.,구어 성어.
Chapter 4,怨艾,"원망, 앙금",과거에 대한 원망을 품지 말고 놓는 법을 배워야 한다.,문어 명사.
Chapter 4,闲者,한가한 사람,한가한 사람은 삶의 세부를 볼 시간이 있다.,철학 수필 용어.
Chapter 4,连声,"연달아, 잇달아",관객이 연달아 박수를 치자 분위기가 살아났다.,부사적.
Chapter 4,赞许,칭찬하고 인정하다,선생님은 그의 차분하고 성실한 학습 태도를 칭찬했다.,긍정 평가.
Chapter 4,属,~에 속하다,이 문제는 생활 방식 논의에 속하며 과도하게 정치화할 필요는 없다.,뜻이 많아 맥락이 중요.
Chapter 4,版,"판, 버전",이 책은 개정판이 나와 내용이 더 정확하다.,출판 용어.
Chapter 4,足以,충분히 ~할 만하다,몇 가지 예만으로도 그의 요지를 충분히 보여 준다.,격식.
Chapter 4,接轨,"기준에 맞추다, 접속하다",도시 발전은 친환경 개념과 맞춰 나가야 한다.,경제·기준 맥락이 많음.
Chapter 4,步伐,"보폭, 속도",우리는 속도를 조절하고 모든 것을 서두르지 말아야 한다.,문자·비유 모두.
Chapter 4,提速,속도를 높이다,고속철 속도가 높아지자 이동 시간이 크게 줄었다.,현대 생활 용어.
Chapter 4,超速,속도 제한을 넘다,과속은 매우 위험하므로 반드시 막아야 한다.,교통 용어.
Chapter 4,镜头,"렌즈, 화면 장면",카메라가 텅 빈 거리를 천천히 훑었다.,미디어 어휘.
Chapter 4,隐去,"가려지다, 서서히 사라지다",황혼에 먼 산줄기가 점점 시야에서 사라졌다.,문어.
Chapter 4,起身,몸을 일으키다,그는 일어나 창문을 닫자 방이 조용해졌다.,일상 동작.
Chapter 4,卡,"멈추다, 버벅이다",컴퓨터가 또 멈춰 일을 잠시 멈춰야 했다.,IT 구어.
Chapter 4,家人,가족,아무리 바빠도 가족과 함께할 시간은 내야 한다.,따뜻한 가족어.
Chapter 4,恋人,연인,연인은 석양 속에서 천천히 걸었다.,관계 용어.
Chapter 4,书信,"편지, 서신",그는 먼 친구와 편지로 연락을 이어 갔다.,전통 소통.
Chapter 4,灶,"부엌 아궁이, 난로",부엌 아궁이 위 주전자가 부드럽게 끓는 소리를 냈다.,가정 이미지.
Chapter 4,往日,지난날,지난날에는 온 가족이 아궁이 앞에 모여 따뜻했다.,향수.
Chapter 4,阖家,온 가족,춘절은 온 가족이 모이는 중요한 때다.,문어·격식.
Chapter 4,进餐,식사하다,천천히 잘 씹어 먹으면 소화에 도움이 된다.,식사의 격식 표현.
Chapter 4,天伦之乐,가족이 함께하는 즐거움,주말에 집에 가면 가족의 즐거움과 휴식을 누린다.,가족 성어.
Chapter 4,追忆,지난 일을 회상하다,그는 과거의 더 느린 생활 속도를 회상했다.,문학적 기억.
Chapter 4,场景,"장면, 상황",도입부의 장면 묘사가 매우 섬세하다.,서사 용어.
Chapter 4,弹簧,스프링; 반발 비유,"스프링은 눌렸다가 튀어 오르듯, 삶의 속도도 그렇다.",본문의 물리 비유.
Chapter 4,松弛,"이완되다, 느슨해지다",주말이 그의 팽팽한 신경을 풀어 주었다.,긴장의 반대.
Chapter 4,有心,"마음을 두다, 일부러",그는 속도를 늦추려 했으나 업무 전화가 끼어들었다.,의도·배려.
Chapter 4,放缓,속도를 늦추다,도시는 점차 더 느린 생활 속도를 권장하기 시작했다.,정책·라이프스타일.
Chapter 4,步子,"걸음, 속도",그의 걸음이 느려지자 거리 풍경이 더 선명해졌다.,구어.
Chapter 4,人潮,인파,출퇴근 시간 인파가 밀려 지하철이 꽉 찬다.,도시 이미지.
Chapter 4,蒸汽机,증기기관,증기기관은 인류 생산 방식을 바꾸었다.,산업사.
Chapter 4,原意,본래 뜻,맥락 없이 인용하면 작가의 본래 뜻이 왜곡된다.,텍스트 해석.
Chapter 4,劳动力,노동력,증기 시대는 대량의 노동력을 해방시켰다.,경제 용어.
Chapter 4,随之而起,그에 따라 생겨나다,새 기술이 함께 생겨나며 생활 속도는 계속 빨라졌다.,격식적 연속.
Chapter 4,休闲,"여가, 휴식",주말에는 집에서 책을 읽으며 쉬는 것을 좋아한다.,현대 생활.
Chapter 4,增,"늘다, 더하다",최근 몇 년 도시 인구가 계속 늘었다.,복합어에 자주 씀.
Chapter 4,后期,"후기, 후반기",이 글은 후기에 대폭 수정되었다.,시기.
Chapter 4,大大,"크게, 대폭",새 정책으로 승인 시간이 크게 단축되었다.,구어 강조.
Chapter 4,精简,간소화하다,회의를 줄이면 생각할 시간이 더 생긴다.,긍정적 효율.
Chapter 4,冷冰冰,차갑고 냉랭하다,차가운 숫자 뒤에도 인간의 온기는 있다.,중첩어.
Chapter 4,失却,잃어버리다,빠른 속도는 느린 대화를 기다릴 인내를 잃게 했다.,문어.
Chapter 4,浪漫,낭만적이다,그는 여전히 낭만을 간직하고 밤 산책을 좋아한다.,긍정적 미감.
Chapter 4,悠闲,여유롭다,작은 도시 생활은 여유로워 시간이 느려진 듯하다.,이상적 느린 삶.
Chapter 4,节奏,"리듬, 생활 속도",자기 리듬을 찾는 것이 맹목적 속도보다 중요하다.,본문 핵심 주제.
Chapter 4,目眩,눈이 어지럽다,네온 불빛이 눈을 어지럽게 해 방향을 잃기 쉽다.,신체 감각.
Chapter 4,递增,점차 증가하다,도시 압박은 해마다 점차 커져 균형이 필요하다.,추세 묘사.
Chapter 4,分秒必争,1분 1초를 다투다,그는 직장에서 분초를 다투며 쉴 틈이 거의 없다.,바쁜 생활.
Chapter 4,视为,~로 여기다,많은 사람이 바쁨을 성공의 표시로 본다.,격식.
Chapter 4,等同,동일시하다,효율을 인간성의 풍요와 동일시할 수는 없다.,비교.
Chapter 4,懒惰,게으르다,느린 삶이 게으름을 뜻하는 것은 아니다.,종종 부정.
Chapter 4,资讯,정보,정보가 많을수록 걸러 읽는 법을 배워야 한다.,현대 미디어.
Chapter 4,快捷,빠르고 편리하다,빠르다고 곧 질이 높은 것은 아니니 목표를 분명히 해야 한다.,현대 생활.
Chapter 4,回报,"보답, 수익",사람들은 일하며 합당한 보답도 기대한다.,경제·사회.
Chapter 4,理财,"재테크, 자산 관리",바른 재테크는 생활 압박을 줄이는 데 도움이 된다.,현대 기술.
Chapter 4,忙碌,바쁘다,그는 하루 종일 바쁘지만 진정 쉬지는 못한다.,흔한 상태.
Chapter 4,鼓吹,추켜세우며 선전하다,미디어는 맹목적 고소비를 선동해서는 안 된다.,비판적 어조가 많음.
Chapter 4,高消费,고소비,고소비가 반드시 행복을 가져다주지는 않는다.,경제적 생활 방식.
Chapter 4,模式,"모델, 방식",우리는 현재 생활 방식을 되돌아봐야 한다.,추상 틀.
Chapter 4,需求,"수요, 필요",인간의 필요는 물질뿐 아니라 정신적 여백도 있다.,경제·심리.
Chapter 4,最多,"최대, 많아야",이 구간은 걸어서 많아야 이십 분이면 된다.,한도 표현.
Chapter 4,栋,건물을 세는 단위,멀리 모퉁이에 오래된 건물 한 채가 조용히 서 있었다.,건물 수량사.
Chapter 4,传媒,미디어,미디어는 사람들이 빠르고 느린 삶을 상상하는 방식을 형성한다.,현대 사회.
Chapter 4,豪华,호화롭다,"호화가 편안함과 같지 않으며, 행복과도 다르다.",소비 비판.
Chapter 4,渺小,미약하고 작다,도시 인파 속 개인은 작아 보인다.,겸손·부정 모두.
Chapter 4,寒酸,초라하다,초라한 옷차림을 비웃지 말고 존중이 더 중요하다.,주로 외모.
Chapter 4,呈现,"드러내다, 보여주다",이 작품은 현대 생활의 모순을 보여 준다.,격식적 제시.
Chapter 4,上流社会,상류 사회,소설은 상류 사회와 서민을 대비한다.,사회 계층.
Chapter 4,似,~인 듯하다,밤은 먹물 같고 가로등이 길을 점점이 밝혔다.,문학적 연결.
Chapter 4,伸手可及,손에 닿을 만큼 가깝다,편리한 시설로 많은 것이 손에 닿을 만큼 가까워졌다.,비유적 근접.
Chapter 4,遥遥无期,기약이 없다,현재만 쫓으면 휴식은 끝없이 멀어진다.,오래 기다림.
Chapter 4,昔日,옛날,옛 골목은 이제 상업 거리가 되었다.,향수·격식.
Chapter 4,引发,유발하다,이 글은 느린 삶에 대한 논의를 불러일으켰다.,인과.
Chapter 4,亡命,목숨 걸고 달아나다; 필사적,글은 목숨을 걸고 달리는 식의 삶을 권하지 않는다.,"강한 말, 맥락 제한."
Chapter 4,疾奔,빠르게 내달리다,그는 지하철을 향해 내달렸지만 결국 놓쳤다.,급한 동작.
Chapter 4,急剧,급격하다,생활 속도가 급격히 빨라지자 많은 이가 불안해한다.,정도 부사.
Chapter 4,欲念,욕망,소비 광고는 사람의 욕망을 쉽게 자극한다.,철학·심리.
Chapter 4,刻意,의도적으로,그는 일부러 말속도를 늦춰 청자가 한마디씩 듣게 했다.,의도적 노력.
Chapter 4,足够,충분하다,매일 잠잘 시간을 충분히 두어야 몸이 회복된다.,적절함.
Chapter 4,整日,하루 종일,그는 하루 종일 컴퓨터 앞에 있어 눈이 피곤하다.,시간 범위.
Chapter 4,预测,예측하다,다음 시즌 유행을 정확히 예측하는 사람은 없다.,미래 추정.
Chapter 4,闲暇,여가 시간,여유를 두고 걸으면 길가 나무와 꽃이 보인다.,긍정적 자유 시간.
Chapter 4,起码,최소한,하루에 최소 일곱 시간은 잠을 자야 한다.,구어 최소.
Chapter 4,沮丧,의기소침하다,오랜 피로가 그를 다소 의기소침하게 만들었다.,감정 저하.
Chapter 4,过于,지나치게,속도를 지나치게 쫓으면 과정을 놓치기 쉽다.,과잉 표지.
Chapter 4,乐观,낙관적이다,생활 압박을 정직히 마주하면서도 낙관을 유지해야 한다.,긍정적 마음.
Chapter 4,层次,"층위, 수준",독서에는 깊이가 있어야 하며 속도만으로는 부족하다.,구조 용어.
Chapter 4,专利,특허,특허 기술이 산업 발전을 빠르게 이끌었다.,법률·경영.
Chapter 4,稀世珍品,세상에 드문 진귀한 보물,박물관에는 세상에 드문 진귀한 보물이 전시되어 있다.,강한 희소성.
Chapter 4,快速,빠르다,빠른 교통은 거리를 줄이지만 시간 감각은 압축한다.,현대 핵심어.
Chapter 4,误导,오도하다,광고는 대중을 오도해서는 안 된다.,부정적 영향.
Chapter 4,率先,앞장서다,그가 먼저 팀 속도를 늦추자고 제안했다.,선도.
Chapter 4,质疑,의문을 제기하다,독자는 글의 결론에 의문을 제기할 권리가 있다.,비판적 사고.
Chapter 4,美食,"미식, 맛있는 음식",속도를 늦춰야 비로소 미식을 제대로 음미할 수 있다.,긍정적 생활.
Chapter 4,著称,~로 유명하다,이 도시는 음식으로 유명하다.,격식 명성.
Chapter 4,抵制,"저항하다, 불매하다",그는 무의미한 야근 문화에 저항하려 한다.,적극 반대.
Chapter 4,崇尚,"숭상하다, 추구하다",더 많은 사람이 소박한 생활을 추구한다.,긍정적 가치.
