Chapter,hanzi,meaning,example_en,usage_note
Chapter 5,神童,신동; 천재 아이,수학 대회 성적 때문에 사람들이 그를 신동이라 불렀다.,재능 있는 아이에게 씀.
Chapter 5,了不得,대단하다; (정도가) 지극히,다섯 살에 시 수십 편을 외우다니 정말 대단하다.,칭찬·정도 강조 모두 가능.
Chapter 5,体验,체험하다; 직접 겪다,작가들은 종종 시골에서 생활을 체험하며 영감을 얻는다.,직접 참여.
Chapter 5,学业,학업,새 학기에 학업이 진전되기를 바란다.,공부의 길.
Chapter 5,弱点,약점,성급한 성격이 그의 가장 큰 약점이다.,결함·취약점.
Chapter 5,人际交往,대인 관계; 사교,대학은 지식뿐 아니라 대인 관계를 연습하는 곳이기도 하다.,사람 사이 어울림.
Chapter 5,卓越,뛰어나다; 탁월하다,그는 의학 연구에서 탁월한 성과를 냈다.,평범을 넘는 수준.
Chapter 5,取决,~에 달려 있다,성적은 주로 평소 노력에 달려 있다.,항상 于와 함께.
Chapter 5,智力,지력,충분한 수면은 청소년 지력 발달에 매우 중요하다.,정신 능력.
Chapter 5,夸奖,칭찬하다,이웃들은 그가 착한 아이라고 모두 칭찬했다.,말로 인정.
Chapter 5,意想不到,뜻밖의; 예상 못 한,이번 여행은 나에게 많은 뜻밖의 기쁨을 주었다.,놀라운 결과.
Chapter 5,层面,층위; 층면,이 문제를 여러 층위에서 분석해야 한다.,더 넓거나 깊은 관점.
Chapter 5,功利,공리적; 명리에 집착,교육은 지나치게 공리적이어서는 안 되고 전인적 성장을 봐야 한다.,이익만 추구.
Chapter 5,挑食,음식을 가리다,아이가 편식하면 영양 불균형이 생기기 쉽다.,부정적 식습관.
Chapter 5,娇气,응석스럽다; 약해 보이다,요즘 아이는 외동이 많아 조금 응석스러운 면이 있다.,쉽게 상처받거나 약함.
Chapter 5,脆弱,연약하다; 약하다,그의 심리적 회복력은 약해 큰 충격을 견디기 어렵다.,신체·정신 모두.
Chapter 5,挫折,좌절; 시련,인생 길에서 누구나 좌절을 겪는다.,어려움·실패.
Chapter 5,承受,견디다; 감당하다,의사는 막대한 업무 압력을 견뎌야 한다.,부담·압력을 받아냄.
Chapter 5,智商,IQ; 지능 지수,IQ는 높지만 공부에 힘을 쓰지 않는다.,지능 지표.
Chapter 5,情商,EQ; 감성 지수,직장에서는 EQ가 IQ보다 더 중요한 경우가 많다.,감정 지능.
Chapter 5,自理,스스로 생활하다,그는 대학 가기 전에 생활을 스스로 할 줄 알게 되었다.,자립.
Chapter 5,可怜天下父母心,천하 부모 마음은 가엾다(부모 사랑의 깊음),아이가 커서야 비로소 부모 마음을 안다.,시 구절에서 온 말; 부모가 자주 씀.
Chapter 5,三天打鱼两天晒网,열심히 하지 않고 띄엄띄엄 하다,언어 공부는 띄엄띄엄 하면 안 되고 매일 연습해야 한다.,꾸준함 부족을 경계.
Chapter 5,放羊,아이를 내버려 두다; 방치하다,부모가 아이를 방치해서는 안 되고 필요할 땐 훈육해야 한다.,양 떼를 내버려 둔다는 비유.
Chapter 5,吃得苦中苦，方为人上人,고생을 견뎌야 더 나아진다,고생을 견뎌야 출세한다고 믿어 훈련을 게을리하지 않는다.,인내를 격려.
Chapter 5,望子成龙，望女成凤,자식이 출세하기를 바라다,부모는 자식이 출세하기를 바라지만 관심도 존중해야 한다.,부모 기대의 흔한 표현.
Chapter 5,平常心,평정심; 담담한 마음,시합 전 평정심을 유지해야 평소 실력을 낼 수 있다.,시험·경쟁에 유용.
Chapter 5,马拉松,마라톤; (비유) 오래 가는 일,언어를 배우는 것은 마라톤처럼 꾸준함이 필요하다.,비유적 용법이 많음.
Chapter 5,悠着点儿,천천히 하다; 무리하지 마,요즘 너무 피곤하니 무리하지 말고 쉬어라.,친근한 조언.
Chapter 5,老天爷,하느님(속칭); 운명,일이 될지는 이제 하늘에 달렸다.,구어; 종교 교리는 아님.
Chapter 5,豆芽菜,콩나물(비유: 말라 약한 아이),아이는 운동을 더 해야 하며 앉기만 하면 콩나물처럼 말라간다.,체격이 약함을 비유.
Chapter 5,小胖墩,통통한 꼬마,유치원 통통한 아이들이 뛰어다니는 모습이 귀엽다.,애정 어린 별칭.
Chapter 5,衣来伸手，饭来张口,모든 것을 남이 해 주기를 바라다; 응석받이,아이가 컸으니 더는 모든 것을 대신해 줄 수 없다.,자립 부족을 비판.
Chapter 5,草莓族,딸기족(쉽게 상하는 젊은 세대),경쟁이 치열한데 젊은이가 딸기처럼 약해서는 안 된다.,대만에서 유래한 비판적 속어.
Chapter 7,婚纱,웨딩드레스,하얀 웨딩드레스를 입는 것은 많은 소녀의 꿈이다.,결혼 의상.
Chapter 7,折腾,뒹굴다; 괴롭히다; 부지런히 움직이다,병도 낫지 않았는데 퇴원하려다 다시 앓게 되었다.,헛수고·반복.
Chapter 7,如花似玉,꽃처럼 아름답다,신부가 꽃처럼 아름다워 모두 칭찬했다.,고전적 미인 성어.
Chapter 7,燕尾服,턱시도; 제비꼬리 드레스,지휘자가 단정한 턱시도를 입고 무대에 올랐다.,정장.
Chapter 7,绅士,신사,그는 공공장소에서 항상 신사답게 행동한다.,예의 바르고 교양 있음.
Chapter 7,风风雨雨,풍파; 고난의 세월,이 부부는 수십 년 풍파를 함께 겪었다.,인생의 어려움.
Chapter 7,弥补,만회하다; 보충하다,아무리 해도 마음속 죄책감을 만회할 수 없다.,빈틈·잘못을 메움.
Chapter 7,缺憾,아쉬움; 흠,결혼식은 완벽했지만 부모가 오지 못해 아쉬움이 남았다.,인생·관계의 유감.
Chapter 7,孝心,효심,이것은 아이의 효심이니 받아 주세요.,효도하려는 마음.
Chapter 7,清贫,가난하지만 청렴한,그 노교수는 가난하지만 충실한 삶을 살았다.,주로 지식인에게.
Chapter 7,纯真,순수하다,어린 시절 그 순수한 기쁨이 가장 그립다.,진실하고 꾸밈없음.
Chapter 7,风雨同舟,한배를 타다; 고난을 함께하다,회사가 어려울 때 직원들이 사장과 한배를 탔다.,위기에서 상호 부조.
Chapter 7,相濡以沫,어려울 때 서로 돕다,부부는 힘든 세월에 서로를 돕으며 살았다.,깊은 상부.
Chapter 7,酿造,빚다; (비유) 쌓아 가다,부부 정은 생활 속에서 천천히 쌓인다.,감정에 비유적으로 많이 씀.
Chapter 7,比喻,비유; 비유하다,작가는 청춘을 아침 8·9시 태양에 비유했다.,문학 기법.
Chapter 7,贴切,적절하다; 알맞다,이 형용사는 여기 쓰기에 매우 적절하다.,말·개념이 잘 맞음.
Chapter 7,秘诀,비결,근면과 인내가 성공의 유일한 비결이다.,결과의 열쇠.
Chapter 7,无关紧要,중요하지 않다,큰 방향만 맞으면 이런 세부는 중요하지 않다.,핵심이 아님.
Chapter 7,包容,포용하다; 너그럽게 받아들이다,가족은 서로 포용하고 이해를 더해야 한다.,넓은 마음.
Chapter 7,磨合,맞춰 가다; 적응하다,신입과 팀은 서로 맞춰 가는 시간이 필요하다.,서로 익숙해짐.
Chapter 7,化解,해소하다; 풀다,미소는 어색함을 푸는 가장 좋은 방법이다.,부정적 것을 중화.
Chapter 7,茅塞顿开,갑자기 깨닫다; 번뜩 이해하다,선생님 한마디에 이 문제가 번뜩 이해되었다.,깨달음의 순간.
Chapter 7,坟墓,무덤,결혼이 사랑의 무덤은 아니다.,최후 안식처.
Chapter 7,悲剧,비극,탐욕이 인생 비극의 뿌리인 경우가 많다.,슬픈 결말.
Chapter 7,白头到老,늙을 때까지 함께하다,결혼식에서 친지들이 백발까지 함께하길 축원했다.,평생 부부.
Chapter 7,张扬,널리 알리다; 뽐내다,그는 겸손해 성과를 여기저기 뽐내지 않는다.,공개적으로 드러냄.
Chapter 7,委曲求全,억지로 참으며 전체를 살리다,팀 화합을 위해 그는 억지로 참았다.,자신을 희생.
Chapter 7,同居,동거,두 사람은 결혼 전에 이미 일 년 동거했다.,함께 살다.
Chapter 7,公证,공증,분쟁을 피하려고 혼전 재산 공증을 받았다.,법적 증명.
Chapter 7,热恋,열렬히 사랑하다,열애 중인 이 커플은 내년 결혼할 계획이다.,뜨거운 연애.
Chapter 7,违约,계약을 어기다,어느 쪽이든 위약 시 위약금을 내야 한다.,약속 파기.
Chapter 7,明智,현명하다,위기에서 그는 매우 현명한 결정을 내렸다.,좋은 판단.
Chapter 7,纠纷,분쟁,이웃 사이에 작은 분쟁이 생기기 쉽다.,지속적 다툼.
Chapter 7,见外,낯을 가리다; 격식 차리다,우리 사이에 뭘 그렇게 격식 차려.,「别见外」= 편하게 지내자.
Chapter 7,松散,느슨하다; 헐거움,통일 관리가 없어 이 팀 조직이 느슨하다.,단단하지 않음.
Chapter 7,风吹草动,작은 움직임; 조짐,이 소식은 민감해 작은 조짐에도 주가가 흔들린다.,변화의 징후.
Chapter 7,冒昧,실례가 되지만; 면목없이,실례지만 한 가지 여쭙고 싶습니다.,정중히 침범할 때.
Chapter 7,后妈,계모(속칭),계모지만 친모보다 아이에게 다정하다.,继母의 구어.
Chapter 7,松口,입을 열다; 양보하다,오랜 설득 끝에 부모가 마침내 허락했다.,이전 거절이 있었음을 암시.
Chapter 7,婆媳,시어머니와 며느리,시어머니·며느리 관계를 잘 푸는 것이 가정 화목의 중요 부분이다.,특정 가족 관계.
Chapter 7,乖巧,영리하고 순하다; 귀엽다,소녀는 예쁘고 말도 잘해 매우 순하다.,말 잘 듣는 모습.
Chapter 7,喜糖,결혼 사탕,결혼식에서 신랑 신부가 하객에게 사탕을 나눠 주었다.,기쁨 나눔.
Chapter 7,过来人,경험자; 선배,연애는 경험자의 조언을 듣는 편이 낫다.,실전 지혜.
Chapter 7,保鲜,신선하게 유지하다; (비유) 관계 유지,부부는 자주 대화해야 감정을 신선하게 유지할 수 있다.,결혼에 비유적으로 많이 씀.
Chapter 7,金无足赤，人无完人,금에도 흠이 있고 사람에게 완벽한 이 없다,부부는 서로 포용해야—완벽한 사람은 없다.,작은 흠을 용서.
Chapter 7,情人眼里出西施,정이 들면 다 좋아 보인다,그들에게는 상대 작은 흠도 문제가 아니다.,편애 설명.
Chapter 7,睁一只眼闭一只眼,눈감아 주다,이웃 사이 작은 마찰은 눈감아 줄 수 있다.,관용; 심각한 잘못은 아님.
Chapter 7,难得糊涂,어리석은 척하는 것도 어렵다(총명함),집안 잔소리마다 맞서지 말고 때로는 넘어가는 편이 낫다.,내려놓는 철학.
Chapter 7,三思而后行,세 번 생각하고 행동하다,이런 큰 결정은 충동적으로 하면 안 되고 신중해야 한다.,신중함 조언.
Chapter 7,围城,《성채》(결혼 비유),결혼은 성채 같아 안·밖 사람마다 느낌이 다르다고 한다.,钱锺书 소설 제목에서.
Chapter 7,丑话说在前头,미리 못 들을 말을 하다,협력 전에 미리 못 들을 말을 해 두어 오해를 막자.,기대치 조기 설정.
Chapter 7,多了一个心眼儿,더 조심하게 되다,한번 속은 뒤 일 처리에 더 조심하게 되었다.,반드시 부정은 아님.
Chapter 7,转不过弯来,머리가 굳다; 받아들이기 어렵다,새 정책을 아직 받아들이지 못해 시간이 필요하다.,사고 유연성 부족.
Chapter 7,思想工作,사상 교육·설득 면담,담임이 학생과 면담해 학습 태도를 바로잡게 했다.,학교·직장에서 흔함.
Chapter 7,说到底,결국; 말하자면,가족 갈등은 결국 소통 부족에서 온다.,핵심 이유 요약.
Chapter 7,和你一起慢慢变老,너와 천천히 늙어 가다,신랑은 가장 로맨틱한 일이 너와 천천히 늙는 것이라 말했다.,유명 가사에서.
Chapter 8,壮举,장엄한 위업,대서양 횡단은 진정한 장엄한 항해였다.,영웅적·웅대한 행위.
Chapter 8,捐,기부하다,그는 모은 노후 자금을 모두 재해 지역에 기부했다.,자선 기부.
Chapter 8,受宠若惊,지나친 호의에 놀라 당황하다,사장이 직접 접견해 주어 그는 당황하며 영광으로 여겼다.,영광·놀람.
Chapter 8,微薄,미미한; 적은,수입이 적어도 매달 가난한 학생 한 명을 후원한다.,매우 적은 양.
Chapter 8,杯水车薪,턱없이 부족하다(컵 물로 타는 수레),이 돈은 거대한 빚에는 턱없이 부족하다.,힘없는 조치 비유.
Chapter 8,贫困,가난하다,정부는 빈곤층 탈빈곤에 힘쓰고 있다.,극심한 결핍.
Chapter 8,难关,난관,친구 도움으로 그는 이번 경제 난관을 넘겼다.,넘어야 할 장벽.
Chapter 8,资助,재정적으로 지원하다,이 기업가는 수십 명의 학교 밖 아이를 연속 지원했다.,금전 지원.
Chapter 8,募捐,모금하다,학교는 아픈 급우를 위해 모금 행사를 조직했다.,기부금 모음.
Chapter 8,慰劳,위로·격려하다,마을 사람들이 땅콩과 과일을 들고 도로 공사자를 위로했다.,노동자에게 정성.
Chapter 8,宗旨,종지; 목적,이 협회의 종지는 중외 문화 교류를 촉진하는 것이다.,핵심 원칙.
Chapter 8,袖手旁观,팔짱 끼고 구경만 하다,남이 어려울 때 그냥 보고만 있어서는 안 된다.,무관심.
Chapter 8,五体投地,감탄하여 몸바침; 매우 존경하다,연설이 훌륭해 청중이 감탄했다.,과장된 칭찬.
Chapter 8,将功补过,공으로 죄를 만회하다,다음 대회 금메달로 실수를 만회하려 한다.,잘못 상쇄.
Chapter 8,遵命,명을 받들다; 알겠습니다,요청이시니 반드시 따르겠습니다.,격식·유머 겸용.
Chapter 8,残疾,장애,장애인을 존중하고 더 많은 편의를 제공해야 한다.,신체·기능 장애.
Chapter 8,盲人,시각 장애인,시각 장애인은 점자를 만져 읽을 수 있다.,비시각인.
Chapter 8,易如反掌,아주 쉽다,이 문제는 수학 천재에게는 너무 쉽다.,손바닥 뒤집기만큼 쉽다.
Chapter 8,小拇指,새끼손가락,부상 후 왼손 새끼손가락이 조금 뻣뻣하다.,손 부위.
Chapter 8,调料,조미료; 양념,요리할 때 식초 같은 양념을 넣으면 향이 좋아진다.,요리 재료.
Chapter 8,狼狈,난처하다; 지저분하다,갑작스러운 폭우에 모두 난처해졌다.,곤란·어지러움.
Chapter 8,跌跌撞撞,비틀비틀 걷다,취한 그는 비틀거리며 집으로 갔다.,불안정한 걸음.
Chapter 8,碰壁,벽에 부딪히다; 거절당하다,구직할 때 여기저기 거절당해 매우 낙담했다.,실패·거부 비유.
Chapter 8,欣慰,위안되고 기쁘다,아이가 드디어 철들어 어머니가 매우 위안되었다.,긍정적 감정.
Chapter 8,安居,안정적으로 살다,사회가 안정되어야 백성이 안정적으로 살고 일할 수 있다.,안전한 거주.
Chapter 8,康复,회복하다; 재활,치료 후 그의 몸은 완전히 회복되었다.,건강 회복.
Chapter 8,扶贫,빈곤 퇴치; 지원,정밀 빈곤 퇴치는 국가의 중요 과제다.,가난한 이 돕기.
Chapter 8,维权,권리 보호,소비자의 권리 보호 의식이 점점 커지고 있다.,법적 권익.
Chapter 8,助学,학업 지원,장학금이 가난한 학생의 대학 꿈을 이루게 하길 바란다.,학비 지원.
Chapter 8,发放,배급·지급하다,구호 물자가 질서 있게 재난민에게 배급되고 있다.,공식 배포.
Chapter 8,全方位,전방위; 온방향,양국은 전방위 경제 협력을 하기로 했다.,모든 각도.
Chapter 8,社区,커뮤니티; 동네,우리 동네는 노인 문화·체육 활동을 자주 연다.,주거 지역.
Chapter 8,乐呵呵,유쾌하고 웃는 모습,할아버지는 매일 유쾌해 걱정이 없는 것 같다.,눈에 보이는 즐거움.
Chapter 8,义工,자원봉사자,방학에 많은 중학생이 도서관에서 봉사한다.,무급 봉사.
Chapter 8,素质,소양; 자질,전 국민의 과학·문화 소양을 높이는 것이 중요하다.,개인적 수양.
Chapter 8,集聚,모이다; 집결,이곳에 전국 최고 연구 인재가 모여 있다.,대량 집합.
Chapter 8,境界,경지; 수준,이 그림은 매우 높은 예술적 경지를 보여 준다.,정신·전문 수준.
Chapter 8,有声有色,활기차고 성과 있게,그는 학생회 일을 매우 활기차게 이끌었다.,생동감·성공.
Chapter 8,认养,입양·맡아 기르다(나무 등),시민은 공원 나무를 맡아 가꿀 수 있다.,책임 맡기.
Chapter 8,捡拾,줍다,자원봉사자가 해변 쓰레기를 줍고 있다.,땅에서 모음.
Chapter 8,流浪,유랑하다,젊을 때 그는 외국에서 홀로 유랑했다.,정처 없음.
Chapter 8,白血病,백혈병,사회 각계가 백혈병 어린이 치료비를 모으고 있다.,자선 맥락에서 흔함.
Chapter 8,不敢当,과분합니다; 송구합니다,칭찬을 과분하게 여겨 송구합니다.,칭찬에 대한 겸손 응답.
Chapter 8,屋漏偏逢连夜雨,불행이 겹치다,실직하자 가족이 아파 불행이 겹쳤다.,연쇄 불운.
Chapter 8,众人拾柴火焰高,여럿이 힘을 모으면 일이 쉽다,모금은 모두 참여해야—여럿이 힘을 모으면 불꽃이 크다.,협력 격려.
Chapter 8,爱心社,사랑·봉사 동아리,고등학교 때 그는 동아리에서 여러 차례 바자회를 열었다.,중국 캠퍼스에서 흔함.
Chapter 8,效犬马之劳,개·말처럼 충성히 봉사하겠습니다(겸손),도움이 필요하시면 최선을 다해 모시겠습니다.,격식 있는 봉사 약속.
Chapter 8,弱势群体,취약 계층,자원봉사자가 취약 계층에게 생필품을 전달한다.,공식·언론 용어.
Chapter 8,真人秀,리얼리티 프로그램,많은 젊은이가 리얼리티 쇼를 좋아해 삶에 가깝다고 느낀다.,오락 어휘.
Chapter 8,两眼一抹黑,완전히 모르다,새 업종에 막 들어와 아무것도 몰라 처음부터 배워야 한다.,지식 부재 강조.
Chapter 8,孤寡老人,독거·고독 노인,자원봉사자가 매주 독거 노인을 찾아가 이야기한다.,복지 맥락.
Chapter 8,空巢老人,빈둥지 노인,많은 빈둥지 노인에게 주간 돌봄이 필요하다.,인구학 용어.
Chapter 8,临终关怀,임종 돌봄; 호스피스,병원이 말기 환자에게 존엄한 임종 돌봄을 제공한다.,의료·윤리.
Chapter 8,勿以善小而不为,작은 선도 하지 않음으로 말지 말라,금액은 중요하지 않다—작은 선도 돕는다.,고전 덕목.
Chapter 9,咨询,상담하다; 문의하다,궁금한 점이 있으면 상담 전화를 이용하세요.,전문 문의.
Chapter 9,体检,건강 검진,건강을 위해 매년 검진을 받아야 한다.,의료 검사.
Chapter 9,记性,기억력(구어),나이가 들수록 기억력이 나빠진다.,기억의 구어.
Chapter 9,够呛,지긋지긋하다; 힘들다,오늘 일이 너무 많아 지쳐 쓰러질 지경이다.,극도의 정도.
Chapter 9,总管,총괄; 관리 책임자,그는 이 프로젝트 총괄로 각 방면을 조율한다.,전체 책임.
Chapter 9,担子,짐; 책임(비유),반장으로서 그에게는 꽤 무거운 짐이 실려 있다.,책임의 무게.
Chapter 9,介于,~사이에 있다,이 색은 빨강과 보라 사이이다.,범위 중간.
Chapter 9,减退,감퇴하다; 약해지다,나이가 들면 청력이 점점 약해진다.,힘·기능 감소.
Chapter 9,疲乏,피곤하다,장거리 여행 후 그는 매우 피곤했다.,신체 피로.
Chapter 9,健忘,건망증,스트레스 때문에 그는 좀 건망증이 되었다.,잘 잊음.
Chapter 9,不良,나쁜; 해로운,밤샘은 몸에 매우 해로운 나쁜 습관이다.,부정적 성질.
Chapter 9,酗酒,과음; 알코올 중독,과음은 몸만 해치는 게 아니라 사회 문제도 일으킨다.,술 남용.
Chapter 9,膳食,식사; 식단,합리적 식단이 건강 유지에 매우 중요하다.,식사·영양 격식어.
Chapter 9,失衡,불균형,이 식습관은 체내 미량 원소 불균형을 일으킨다.,균형 상실.
Chapter 9,祸根,화근,불건전한 식습관이 많은 질병의 화근이다.,재난의 근원.
Chapter 9,应酬,접대; 사교 모임,그는 매일 저녁 접대가 있어 집밥을 거의 안 먹는다.,의무적 사교.
Chapter 9,硬撑,억지로 버티다,아프면 쉬어야지 출근을 억지로 하지 마라.,힘들게 계속함.
Chapter 9,天长日久,세월이 흐름; 오랜 시간,오랫동안 꾸준히 하면 반드시 성공한다.,지속 기간.
Chapter 9,恶果,악과; 나쁜 결과,환경 파괴는 결국 심각한 악과를 낳는다.,나쁜 행위의 결과.
Chapter 9,屡见不鲜,흔해 이제 놀랍지 않다,인터넷 시대에 정보 유출은 이미 흔한 일이다.,자주 봄.
Chapter 9,延续,이어지다; 계속되다,이 오래된 전통은 오늘까지 이어진다.,끊김 없이 지속.
Chapter 9,全天候,연중무휴; 24시간,이 편의점은 24시간 연중무휴 서비스를 한다.,끊김 없는 운영.
Chapter 9,熬夜,밤샘하다,보고서를 마치려고 어제 새벽 3시까지 깼다.,늦게까지 안 잠.
Chapter 9,宵夜,야식,영화 본 뒤 같이 야식 먹으러 가자.,밤 늦은 식사.
Chapter 9,满满当当,꽉 차다,그의 일정은 매일 꽉 차 있다.,빈틈 없음.
Chapter 9,透支,과다 인출; 지나치게 소모,과로하면 몸이 심하게 소모된 상태가 된다.,한도 초과.
Chapter 9,张弛有度,긴장과 이완의 균형,과학적 학습법은 일과 휴식의 균형을 갖춰야 한다.,张弛=긴장·이완.
Chapter 9,基因,유전자,연구에 따르면 키는 크게 유전자에 의해 결정된다.,생물학 단위.
Chapter 9,遗传,유전하다,이 질병은 뚜렷한 가족 유전 경향이 있다.,세대 간 전달.
Chapter 9,吓唬,놀라게 하다; 겁주다,그냥 겁주는 거니까 진지하게 받아들이지 마.,구어.
Chapter 9,语重心长,진심 어리고 뜻깊게 말하다,떠나기 전 선생님이 진심으로 몸 잘 돌보라고 당부했다.,깊은 조언.
Chapter 9,灵丹妙药,만병통치약(비유),운동은 건강을 위한 만병통치약과 같다.,비유적 해결책.
Chapter 9,均衡,균형 잡힌,영양 균형을 맞추고 채소·과일을 더 먹어야 한다.,고른 분배.
Chapter 9,开朗,명랑하다,그녀는 성격이 명랑해 모두가 친구 삼기를 좋아한다.,밝은 성격.
Chapter 9,平和,온화하다; 차분하다,갈등을 다룰 때 그의 태도는 항상 매우 차분하다.,공격적이지 않음.
Chapter 9,神清气爽,상쾌하고 맑다,이른 아침 산책은 몸과 마음을 상쾌하게 한다.,정신·신체 산뜻함.
Chapter 9,倡导,옹호하다; 주창하다,학교는 쓰레기 분리를 주창해 캠퍼스를 보호한다.,행동 촉구.
Chapter 9,精辟,정곡을 찌르다; 예리하다,그의 말은 이 문제를 매우 예리하게 분석했다.,깊고 정확.
Chapter 9,金玉良言,귀한 가르침,어른들의 말은 모두 귀한 가르침이니 마음에 새겨라.,소중한 조언.
Chapter 9,工作狂,일중독자,프로젝트를 위해 그는 진짜 일중독이 되었다.,중립·약간 비판.
Chapter 9,拼命三郎,일에 목숨 거는 사람,요즘 그는 매일 밤늦게까지 일만 한다.,《수호전》 인물에서.
Chapter 9,八九不离十,거의 맞다; 대략 그렇다,네 추정은 거의 맞았고 결과도 비슷했다.,구어적 근사.
Chapter 9,代谢水平,대사 수준,나이가 들면 대사 수준이 점차 낮아진다.,건강·피트니스.
Chapter 9,耳边风,귓등으로 치다,그는 부모 조언을 귓등으로 듣는다.,조언 무시.
Chapter 9,吃老本,옛 공만 먹고 살다,평생 옛날 공만 먹고 살 수는 없고 계속 배워야 한다.,안주 경계.
Chapter 9,人在江湖，身不由己,세상 살이 원하는 대로 안 된다,일이 바빠 가족과 시간이 적다—어쩔 수 없는 일이다.,제약 설명; 변명 아님.
Chapter 9,朝九晚五,9시 출근 5시 퇴근(정규 근무),많은 직장인이 9 to 5 생활을 한다.,표준 근무 리듬.
Chapter 9,日出而作，日落而息,해 뜨면 일하고 지면 쉬다,시골에서 그렇게 살자 몸이 오히려 나아졌다.,전원 생활 묘사.
Chapter 9,反其道而行之,정설과 반대로 하다,모두 밤샘할 때 그는 일찍 자고 일찍 일어난다.,관습과 대비.
Chapter 9,慢性病,만성 질환,앉아만 있고 밤샘하면 목·간 등 만성병 위험이 커진다.,三高·지방간 등 포함.
Chapter 9,买后悔药,후회약을 산다(비유: 되돌릴 수 없다),후회약 파는 곳은 없다—결정 전에 신중하라.,비가역성 강조.
Chapter 9,金钥匙,황금 열쇠(비유: 특권),그는 노력으로 대학에 갔지 특권에 의존하지 않았다.,학업·진로 특권.
Chapter 9,自主性,자율성; 자주성,아이가 크면 부모는 점차 자율성을 길러야 한다.,교육·심리.
