Chapter,hanzi,meaning,example_en,usage_note
Chapter 7,张扬,flaunt; publicize,Es muy bajo y nunca aplaude sus logros en todas partes.,Hacer algo público.
Chapter 7,委曲求全,compromiso por el bien de todo el,"Para mantener la armonía del equipo, tenía que comprometerse.",Auto-sacrificio por una meta.
Chapter 7,同居,cohabitación,Los dos ya habían estado viviendo un año antes de casarse.,Vivir juntos.
Chapter 7,公证,notarización,"Para evitar futuras disputas, fueron a una notarización de propiedades prematrimoniales.",Verificación legal.
Chapter 7,热恋,estar profundamente enamorado,Esta pareja profundamente enamorada planea casarse el próximo año.,Intenso romance.
Chapter 7,违约,incumplimiento del contrato,"Si una de las partes viola el contrato, debe pagar una pena.",Romper un acuerdo.
Chapter 7,明智,sabio; sensible,"Frente a la crisis, tomó una decisión muy sabia.",Buen juicio.
Chapter 7,纠纷,disputa; pelea,Es inevitable que surjan pequeñas disputas entre vecinos.,En constante desacuerdo.
Chapter 7,见外,tratado como un extraño,Todos somos buenos amigos; no seas tan formal/tratame como un extraño.,"Usualmente se usa como ""no sea un extraño""."
Chapter 7,松散,suelto; lax,"Debido a la falta de gestión unificada, la organización de este grupo es floja.",No apretado.
Chapter 7,风吹草动,un alboroto en la hierba; signo de problemas,Esta noticia es muy sensible; cualquier ligero cambio causará fluctuaciones de las acciones.,Primeros signos de cambio.
Chapter 7,冒昧,presuntuoso; tomar la libertad,Me gustaría tomar la libertad de hacerte una pregunta.,Una forma política de intrusión.
Chapter 7,后妈,madrastra,"Aunque es la madrastra, está más cerca del niño que una madre biológica.",Informal para 继.
Chapter 7,松口,relent; suavizar la postura de uno,"Después de largas discusiones, sus padres finalmente se arrepintieron y acordaron dejarle estudiar en el extranjero.",Implica la negativa anterior.
Chapter 7,婆媳,suegra y nuera,Llevar bien la relación madre-hija-en-ley es clave para la armonía familiar.,Dinámica familiar específica.
Chapter 7,乖巧,inteligente y obediente; lindo,Esta niña es bonita y bien hablada; es muy inteligente y obediente.,Bien hecho.
Chapter 7,喜糖,dulces de boda,"En la boda, la pareja entregó dulces de boda a los invitados en agradecimiento.",Símbolo de celebración y de alegría compartida.
Chapter 7,过来人,persona que ha pasado por ella; mano vieja,"En materia de amor, es mejor escuchar consejos de aquellos con experiencia.",Implica sabiduría práctica.
Chapter 7,保鲜,mantener fresco; mantener (relación) vivo,Las parejas necesitan comunicarse a menudo para mantener su relación fresca.,A menudo figurativa para el matrimonio.
Chapter 7,金无足赤，人无完人,Nadie es perfecto,Los cónyuges deben tolerarse entre sí: nadie es perfecto.,Solía excusar defectos menores.
Chapter 7,情人眼里出西施,el amor es ciego (su belleza en los ojos del amante),"En sus ojos, el amor es ciego e incluso pequeños defectos no importan.",Explica afecto sesgado.
Chapter 7,睁一只眼闭一只眼,girar un ojo ciego,"Para una pequeña fricción en el barrio, puedes abrir un ojo ciego.","Sugiere tolerancia, no mala conducta grave."
Chapter 7,难得糊涂,"donde la ignorancia es felicidad, locura para ser sabio","No discutas sobre todos los detalles del hogar, a veces la felicidad es mejor.",Filosofía de dejar ir.
Chapter 7,三思而后行,pensar dos veces antes de actuar,Una decisión tan grande no puede ser impulsiva: debes pensar dos veces.,Un consejo clásico para precaución.
Chapter 7,围城,Fortaleza sitiada ( metáfora del matrimonio),Algunos dicen que el matrimonio es una fortaleza asediada—aquellos dentro y fuera de cada uno tienen sus propios sentimientos.,Del título de novela de Qian Zhongshu.
Chapter 7,丑话说在前头,permítanme ser franco frente a frente; advertencia justa,Seamos francos antes de cooperar para que no haya malentendidos más tarde.,Establece expectativas temprano.
Chapter 7,多了一个心眼儿,ser más cauteloso; tener un ojo extra abierto,"Después de ser engañado la última vez, se volvió más cauteloso en manejar las cosas.",No necesariamente negativo.
Chapter 7,转不过弯来,no se puede conseguir la cabeza alrededor de ella; lento para ajustar,Aún no puede conseguir su cabeza alrededor de la nueva política y necesita tiempo para entender.,Describe la inflexibilidad mental.
Chapter 7,思想工作,trabajo ideológico; persuasión a través de la charla,El maestro de la casa habló con el estudiante para ayudarlo a ajustar su actitud hacia el estudio.,Común en escuelas y lugares de trabajo.
Chapter 7,说到底,cuando todo es dicho y hecho; en el análisis final,"Cuando todo se dice y se hace, los conflictos familiares se reducen a una comunicación insuficiente.",Suma la razón principal.
Chapter 7,和你一起慢慢变老,envejecer juntos contigo,"En la boda, el novio dijo que lo más romántico es envejecer contigo.",De una letra popular.
Chapter 8,壮举,magnífica hazaña; acto heroico,Navegar por el Atlántico fue una hazaña realmente magnífica.,Heroica o gran acción.
Chapter 8,捐,donate,Donó todos sus ahorros de jubilación a la zona de desastre.,Dar a la caridad.
Chapter 8,受宠若惊,ser abrumado por un favor inesperado,"De repente fue recibido por el presidente personalmente, se sintió abrumado por el favor.",Halagado y sorprendido.
Chapter 8,微薄,meager; scanty,"A pesar de sus bajos ingresos, sigue insistiendo en apoyar a un pobre estudiante mensualmente.",Cantidad muy pequeña.
Chapter 8,杯水车薪,una medida totalmente inadecuada,Este pequeño dinero es totalmente inadecuado para una deuda tan enorme.,"Literalmente ""una taza de agua para un carro de madera quemada""."
Chapter 8,贫困,pobreza,El gobierno está tomando medidas para ayudar a la población empobrecida a salir de la pobreza.,La extrema falta de dinero.
Chapter 8,难关,crisis; dificultad,"Con la ayuda de amigos, finalmente logró superar esta crisis financiera.",Barrera para vencer.
Chapter 8,资助,subvencionar; la ayuda financiera,Este empresario ha subvencionado sucesivamente decenas de abandonos.,Apoyo financiero.
Chapter 8,募捐,recaudar fondos; recaudar donaciones,La escuela organizó estudiantes para recaudar fondos para un compañero de clase enfermo.,Recaudación de fondos.
Chapter 8,慰劳,apreciar; recompensa con regalos,Los aldeanos trajeron maní y fruta para recompensar a los trabajadores de la carretera.,Mostrando cuidado para los trabajadores.
Chapter 8,宗旨,objetivo; propósito; misión,La misión de esta asociación es promover el intercambio cultural.,Principio básico de orientación.
Chapter 8,袖手旁观,estar junto con brazos plegados; mirar,"Cuando vemos a otros en problemas, no podemos estar solo de pie y mirar.",Indiferencia a los problemas de los demás.
Chapter 8,五体投地,admirar la sb. al máximo,Su discurso fue brillante; el público lo admiraba completamente.,Elogio hiperbólico.
Chapter 8,将功补过,expiación por uno de los crímenes por buenas obras,Espera expiar sus errores al ganar una medalla de oro en el próximo partido.,Cometiendo un error.
Chapter 8,遵命,obedecer; como usted manda,"Ya que es tu petición, ciertamente obedeceré.",La obediencia formal o humorística.
Chapter 8,残疾,discapacidad; discapacidad,Debemos respetar a las personas con discapacidad y brindarles más comodidad.,Afecto físico.
Chapter 8,盲人,persona ciega,La gente ciega puede leer tocando a Braille.,Persona no vista.
Chapter 8,易如反掌,tan fácil como caer de un tronco,Este problema es tan fácil como caer en un registro para un genio de matemáticas como él.,"Literalmente ""fácil como la palma de uno""."
Chapter 8,小拇指,dedo pequeño; rosado,Su rosado izquierdo está un poco rígido después de la lesión.,Parte de la mano.
Chapter 8,调料,condimento,La adición de vinagre como una sazona cuando la cocina puede mejorar el aroma.,Cocinar ingredientes.
Chapter 8,狼狈,en un estado de pena,Una lluvia repentina dejó a todos en un estado de pena.,Distreso y desordenado.
Chapter 8,跌跌撞撞,escalofriante; tropiezo,"Borracho, se ha estancado el camino a casa.",Movimiento inestable.
Chapter 8,碰壁,golpear una pared de ladrillo; rebuffed,Golpeó una pared de ladrillo por todas partes mientras buscaba un trabajo y se sintió muy deprimido.,Metaforo por falla/rechazo.
Chapter 8,欣慰,gratificada; aliviada y feliz,"Al ver que el niño finalmente se hizo sensible, la madre se sintió muy gratificada.",Sentimiento interno positivo.
Chapter 8,安居,vivir en paz,Sólo con estabilidad social el pueblo puede vivir y trabajar en paz.,Vida segura.
Chapter 8,康复,recuperación; rehabilitación,"Después de un período de tratamiento, su cuerpo se ha recuperado completamente.",Proceso de curación.
Chapter 8,扶贫,alivio de la pobreza,La mitigación de la pobreza dirigida es una importante tarea actual para el país.,Ayudar a los pobres a desarrollarse.
Chapter 8,维权,protección de los derechos,La conciencia de los consumidores de proteger sus derechos aumenta constantemente.,Promoción jurídica.
Chapter 8,助学,ayuda a los estudiantes; apoyo educativo,Espero que la ayuda estudiantil pueda ayudar a los estudiantes pobres a cumplir sus sueños universitarios.,Ayudar a los estudiantes financieramente.
Chapter 8,发放,cuestiones; distribución,Los suministros de socorro en casos de desastre se distribuyen ordenadamente a las víctimas.,Saliendo oficialmente.
Chapter 8,全方位,all-around; omni-directional,Los dos países decidieron llevar a cabo toda la cooperación económica.,Cada ángulo.
Chapter 8,社区,comunidad; barrio,Nuestra comunidad organiza a menudo actividades culturales y deportivas para los ancianos.,Zona residencial local.
Chapter 8,乐呵呵,feliz-go-lucky; sonriente,"El abuelo está sonrientemente feliz todos los días, como si nunca tuviera preocupaciones.",Visible alegría.
Chapter 8,义工,voluntario,"Durante las vacaciones de verano, muchos estudiantes de secundaria trabajan como voluntarios en la biblioteca.",Servicio no pagado.
Chapter 8,素质,calidad (de una persona); carácter,Es muy importante mejorar la calidad científica y cultural de toda la nación.,Cultivo personal.
Chapter 8,集聚,reunir; reunir,Los mejores talentos de investigación científica de la nación se reúnen aquí.,Colección masiva de cosas/personas.
Chapter 8,境界,nivel; estado,Esta pintura muestra un reino artístico muy alto.,Nivel espiritual o profesional.
Chapter 8,有声有色,vívido y dramático; impresionante,Dirigió el trabajo sindical estudiantil en la escuela de una manera impresionante y vívida.,Lleno de vida y éxito.
Chapter 8,认养,adoptar (un árbol/pet/etc.),Los ciudadanos pueden adoptar un pequeño árbol en el parque y ser responsables de cuidarlo.,Tomar responsabilidad por algo.
Chapter 8,捡拾,recoger; recoger,Los voluntarios recogen basura desechada por turistas en la playa.,Reunir artículos del suelo.
Chapter 8,流浪,vagabundos; vagabundos,Una vez vagaba solo en una tierra extranjera cuando era joven.,Sin hogar vagando.
Chapter 8,白血病,leucemia,Todos los sectores de la sociedad recaudan fondos para niños con leucemia para ayudarlos a recibir tratamiento.,Enfermedad grave; común en contextos benéficos.
Chapter 8,不敢当,me halagas; no me lo merezco,"Eres muy amable, realmente no merezco semejante alabanza.",Respuesta política a los cumplidos.
Chapter 8,屋漏偏逢连夜雨,"cuando llueve, se derrama","Acababa de perder su trabajo cuando un miembro de la familia cayó enfermo, la desgracia se apiló.",Expresa mala suerte.
Chapter 8,众人拾柴火焰高,muchas manos hacen trabajo de luz,"La recaudación de fondos necesita la participación de todos, muchas manos hacen trabajo ligero.",Alienta el esfuerzo colectivo.
Chapter 8,爱心社,club de caridad; cuidado de la sociedad,"En la escuela secundaria, organizó muchas ventas de caridad a través de la sociedad cariñosa.",Común en campus en China.
Chapter 8,效犬马之劳,servirte como un perro leal o un caballo,"Si necesitas ayuda, estoy dispuesto a servirte al mejor de mi habilidad.",Oferta formal y humilde de servicio.
Chapter 8,弱势群体,grupos vulnerables; poblaciones desfavorecidas,Los voluntarios visitan regularmente a la comunidad para ofrecer necesidades diarias a los grupos vulnerables.,Mandato oficial y mediático.
Chapter 8,真人秀,reality show,Muchos jóvenes disfrutan de reality shows porque se sienten cerca de la vida cotidiana.,Vocabulario de entretenimiento.
Chapter 8,两眼一抹黑,estar completamente en la oscuridad,"Acababa de entrar en una nueva industria y estaba completamente en la oscuridad, así que tenía que aprender de cero.",Destaca la falta de conocimiento.
Chapter 8,孤寡老人,ancianos sin apoyo familiar,Los voluntarios de la comunidad visitan semanalmente a personas mayores sin apoyo familiar para charlar con ellos.,Social welfare context.
Chapter 8,空巢老人,ancianos vacíos,Muchos ancianos más vacíos necesitan servicios de atención diurna de la comunidad.,Plazo demográfico común.
Chapter 8,临终关怀,cuidado del hospicio; atención al final de la vida,El hospital proporciona atención al final de la vida para que los enfermos terminales puedan salir con dignidad.,vocabulario médico y ético.
Chapter 8,勿以善小而不为,no fallan en hacer el bien porque parece pequeño,La cantidad donada no importa – no deje de hacer el bien porque parece pequeña; cada bit ayuda.,De la enseñanza moral clásica.
Chapter 9,咨询,consultar; solicitar asesoramiento,"Si tiene alguna pregunta, puede llamar al número de consulta.",De investigación profesional.
Chapter 9,体检,examen físico; revisión,"Para la salud, debemos someternos a un control físico una vez al año.",Prueba médica.
Chapter 9,记性,memoria,"A medida que la gente envejece, su memoria empeora y empeora.",Mandato informal para la memoria.
Chapter 9,够呛,insoportable; terrible,Había tanto trabajo hoy; me agotó terriblemente.,Grado extremo.
Chapter 9,总管,gerente; director general,"Es el director de este proyecto, responsable de coordinar a todas las partes.",Líder general.
Chapter 9,担子,carga; carga; responsabilidad,"Como monitor de clase, la carga sobre sus hombros no es luz.",Peso simbólico del deber.
Chapter 9,介于,entre; intermedio,Este color está entre rojo y morado.,Posición en un rango.
Chapter 9,减退,declive; abate,"A medida que aumenta la edad, la audiencia disminuirá gradualmente.",Disminuir la fuerza.
Chapter 9,疲乏,fatigado; cansado,"Después del largo viaje, se sintió muy fatigado.",Cansancio físico.
Chapter 9,健忘,olvidadizo,"Debido a demasiada presión últimamente, se ha vuelto un poco olvidadizo.",Propensa a olvidar.
Chapter 9,不良,malo; dañino; poco saludable,Mantenerse despierto a largo plazo es un hábito poco saludable que es muy malo para el cuerpo.,Calidad negativa.
Chapter 9,酗酒,alcoholismo,La bebida excesiva no sólo daña el cuerpo sino que también puede causar problemas sociales.,Abuso de alcohol.
Chapter 9,膳食,dieta; comida,Una dieta razonable es crucial para mantener una buena salud.,Plazo formal para comidas/nutrición.
Chapter 9,失衡,desequilibrio; fuera del equilibrio,Esta forma de comer llevará a un desequilibrio de elementos de traza en el cuerpo.,Pérdida de equilibrio.
Chapter 9,祸根,raíz del problema; bane,Los hábitos alimenticios poco saludables son la causa raíz de muchas enfermedades.,Origen del desastre.
Chapter 9,应酬,socialización; cena de fiesta,Tiene compromisos sociales todas las noches y raramente come en casa.,Obligación empresarial/social.
Chapter 9,硬撑,mantenerse fuera; mantenerse al día a pesar de las dificultades,"Si estás enfermo, deberías descansar; no te obligues a ir a trabajar.",Luchando por continuar.
Chapter 9,天长日久,después de mucho tiempo; a lo largo de los años,"Mientras persista durante un largo período, seguramente tendrá éxito.",Duración.
Chapter 9,恶果,mala consecuencia; mal resultado,Los actos de destrucción ambiental producirán eventualmente graves consecuencias.,Resultado de malas acciones.
Chapter 9,屡见不鲜,nada nuevo; ocurrencia común,"En la era de Internet, los incidentes de fuga de datos ya son una ocurrencia común.",Visto a menudo.
Chapter 9,延续,continue; go on; last,Esta antigua tradición ha continuado hasta hoy.,Ampliación ininterrumpida.
Chapter 9,全天候,all-weather; round-the-clock,Esta tienda de conveniencia proporciona servicio de vuelta a la hora.,Servicio/operación continuo.
Chapter 9,熬夜,permanecer arriba tarde; permanecer despierto toda la noche,"Para terminar este informe, se quedó hasta las 3 de la mañana de anoche.",Dormir tarde/no.
Chapter 9,宵夜,snack de medianoche; cena,"Después de ver la película, vamos a conseguir un aperitivo de medianoche juntos.",Comida nocturna tardía.
Chapter 9,满满当当,lleno al borde; empacado,Su horario está lleno todos los días.,No queda espacio.
Chapter 9,透支,overdraw; overexert,El exceso de trabajo pondrá el cuerpo en un estado de sobreexerción/drain severa.,Usando más de lo disponible.
Chapter 9,张弛有度,equilibrio entre trabajo y descanso,Los métodos de estudio científico deben incluir un equilibrio entre el trabajo y el descanso.,"Literal: ""tensión y relajación en medida""."
Chapter 9,基因,gene,La investigación científica ha encontrado que la altura está determinada en gran medida por los genes.,Unidad biológica.
Chapter 9,遗传,heredidad; hereditario,Esta enfermedad tiene una clara tendencia hereditaria familiar.,Paso biológico de rasgos.
Chapter 9,吓唬,miedo; miedo,"Te está asustando, no te lo tomes en serio.",Intimidación (informal).
Chapter 9,语重心长,sincera y seria; asesoramiento significativo,"Antes de irme, el profesor me aconsejó seriamente cuidarme.",Profundamente sentido discurso.
Chapter 9,灵丹妙药,medicina milagrosa; panacea,El ejercicio es una medicina milagrosa para mantener la salud.,Cure-all (a menudo utilizado figurativamente).
Chapter 9,均衡,equilibrada; incluso,Debemos mantener una nutrición equilibrada y comer más frutas y verduras.,Incluso distribución.
Chapter 9,开朗,alegre; optimista,Es una chica alegre; a todos les gusta ser amigos con ella.,Sunny disposición.
Chapter 9,平和,suave; suave; calma,Su actitud es siempre muy tranquila cuando se manejan los conflictos.,No es agresivo.
Chapter 9,神清气爽,refrescante; cabeza clara y refrescante,Tomar un paseo por las montañas en la madrugada hace que uno se sienta refrescado.,Frescura mental/física.
Chapter 9,倡导,la abogacía;,La escuela siempre ha defendido la clasificación de basura para proteger el entorno del campus.,Dirigiendo un llamado a la acción.
Chapter 9,精辟,incisivo; penetrante,Sus palabras fueron un análisis muy incisivo de este problema.,Profundo y preciso.
