Chapter,hanzi,meaning,example_en,usage_note
Chapter 5,神童,enfant prodige,Sa performance dans le concours de maths a conduit les gens à l'appeler un prodige.,Souvent utilisé pour les enfants doués.
Chapter 5,了不得,remarquable; terriblement (degré),Cet enfant peut réciter des dizaines de poèmes à cinq heures — remarquable.,Peut louer ou souligner le degré.
Chapter 5,体验,expérience (de première main),Les écrivains vont souvent à la campagne pour vivre et trouver de l'inspiration.,L'implication personnelle.
Chapter 5,学业,ses études; universitaires,J'espère que vous progresserez dans vos études au cours du nouveau semestre.,La voie de l'éducation.
Chapter 5,弱点,point faible; faiblesse,"Il est trop impatient, c'est sa plus grande faiblesse.",Fausse ou tache molle.
Chapter 5,人际交往,communication interpersonnelle,"L'université n'est pas seulement pour apprendre les connaissances, mais aussi pour pratiquer la communication interpersonnelle.",Socialisation.
Chapter 5,卓越,remarquable; brillant,Il a obtenu des résultats remarquables en recherche médicale.,Qualité exceptionnelle.
Chapter 5,取决,dépend; être déterminé par,Si les notes sont bonnes dépend principalement de votre effort habituel.,Toujours utilisé avec l'A.
Chapter 5,智力,renseignement,Un sommeil suffisant est très important pour le développement intellectuel des adolescents.,Capacité mentale.
Chapter 5,夸奖,éloges; compliments,Les voisins l'ont tous loué pour être un enfant raisonnable.,Approbation verbale.
Chapter 5,意想不到,imprévu; imprévu,Ce voyage m'a apporté beaucoup de surprises inattendues.,Résultat surprenant.
Chapter 5,层面,niveau; aspect,Nous devons analyser ce problème à plusieurs niveaux.,Angle plus profond ou plus large.
Chapter 5,功利,utilitaire; célébrité et richesse,L'éducation ne devrait pas être trop utilitaire; elle doit se concentrer sur le développement global.,Se concentrer uniquement sur la récompense.
Chapter 5,挑食,être difficile sur la nourriture,Les enfants difficiles à manger peuvent facilement entraîner un déséquilibre nutritionnel.,Une habitude alimentaire négative.
Chapter 5,娇气,fragile; squamish,"La plupart des enfants aujourd'hui ne sont que des enfants, donc c'est inévitable qu'ils soient un peu fragiles.",Facilement contrarié ou blessé.
Chapter 5,脆弱,fragile; faible,Sa résilience mentale est très fragile et ne peut pas porter un coup.,Faiblesse physique ou mentale.
Chapter 5,挫折,recul; frustration,"Sur le chemin de la vie, tout le monde rencontrera des revers.",Difficultés/échecs.
Chapter 5,承受,ours; endurer,"En tant que médecin, on doit pouvoir supporter une énorme pression de travail.",Soutien du poids ou du stress.
Chapter 5,智商,IQ,"Bien que son QI soit élevé, il ne travaille pas dur pour étudier.",Mesure mentale.
Chapter 5,情商,QE,"En milieu de travail, le QE est souvent plus important que le QI.",Intelligence émotionnelle.
Chapter 5,自理,se débrouiller seul; autonomie au quotidien,Il a appris à prendre soin de lui avant d'aller à l'université.,Indépendance personnelle.
Chapter 5,可怜天下父母心,L'amour des parents pour leurs enfants est infini,Ce n'est que lorsque les enfants grandissent qu'ils comprennent vraiment l'amour désintéressé de leurs parents.,Célèbre ligne d'un poème; souvent parlé par les parents.
Chapter 5,三天打鱼两天晒网,travail par ajustement et démarrage; manque de persistance,Vous ne pouvez pas étudier une langue par ajustement et démarrage; pratiquez chaque jour.,Prévient toute incohérence.
Chapter 5,放羊,laisser les enfants courir sauvage; négligence supervision,Les parents ne peuvent pas négliger leurs enfants; la discipline est nécessaire le cas échéant.,Métaphore de laisser les moutons sans surveillance.
Chapter 5,吃得苦中苦，方为人上人,Ce n'est que par des difficultés durables qu'on peut exceller,"Il croit que seules les difficultés conduisent à l'excellence, de sorte qu'il ne se relâche jamais dans l'entraînement.",Encourage la persévérance.
Chapter 5,望子成龙，望女成凤,Espérons que ses enfants réussiront,"Les parents espèrent que leurs enfants réussiront, mais doivent aussi respecter leurs intérêts.",Expression commune des attentes des parents.
Chapter 5,平常心,état d'esprit ordinaire; équanimité,Gardez un état d'esprit ordinaire avant une compétition pour effectuer à votre niveau normal.,Utile pour les examens et la compétition.
Chapter 5,马拉松,marathon; effort à long terme,Maîtriser une langue est comme un marathon – cela dépend de la persistance.,Souvent utilisé figurément.
Chapter 5,悠着点儿,"Du calme, du calme.",Tu as été trop fatigué ces derniers temps – calme-toi et ne te pousse pas.,Conseil amical de ralentir.
Chapter 5,老天爷,Ciels; Dieu (colloque),Ça dépend du Ciel.,"Colloque, pas doctrine religieuse."
Chapter 5,豆芽菜,germe de haricots (fig.: enfant mince et faible),Les enfants devraient faire plus d'exercice au lieu de s'asseoir toute la journée et devenir minces comme des pousses de haricots.,Métaphore pour le physique fragile.
Chapter 5,小胖墩,Petit garçon potelé,Plusieurs jeunes potes ont couru autour de la maternelle – ils étaient adorables.,Un surnom affective.
Chapter 5,衣来伸手，饭来张口,Que tout soit fait pour un; soyez choyés,L'enfant est grand et ne peut plus tout faire pour lui.,Critique le manque d'indépendance.
Chapter 5,草莓族,Génération de fraises (jeunes filles),La concurrence est féroce; les jeunes ne peuvent être fragiles comme les fraises.,"L'argot d'origine taïwanaise, utilisé de façon critique."
Chapter 7,婚纱,robe de mariée,Porter une robe de mariée blanche est le rêve de nombreuses filles.,Robe de mariée.
Chapter 7,折腾,bâillonner; gâcher,Il s'est précipité pour quitter l'hôpital avant de se remettre et a fini par tomber malade à nouveau de l'histoire.,Action sans fruit répétée.
Chapter 7,如花似玉,aussi belle que les fleurs et le jade,La mariée est aussi belle que les fleurs et le jade; tout le monde la loue.,Idiom classique pour la beauté.
Chapter 7,燕尾服,manteau de queue d'hirondelle; smoking,Le chef d'orchestre a marché sur la scène en portant un manteau de queue d'aval.,L'usure formelle.
Chapter 7,绅士,Monsieur,Il se comporte toujours avec gentlemanly en public.,"Polite, mode de culture."
Chapter 7,风风雨雨,difficultés; épreuves et tribulations,Ce vieux couple a vécu des décennies d'épreuves et de tribulations ensemble.,Les difficultés de la vie.
Chapter 7,弥补,Compensation; recours,"Peu importe ce que je fais, je ne peux pas compenser la culpabilité dans mon cœur.",Correction d'un écart ou d'une erreur.
Chapter 7,缺憾,regret; défaut; imperfection,"Bien que le mariage fût parfait, ses parents ne pouvaient pas assister, laissant un petit regret.",Souvent sur la vie ou les relations.
Chapter 7,孝心,cœur filial; piété,C'est le cœur filial de l'enfant; veuillez l'accepter.,Intention d'être filiale.
Chapter 7,清贫,humble/pauvre (mais propre),Ce vieux professeur a vécu une vie humble mais épanouissante.,"Habituellement, il s'agit d'intellectuels."
Chapter 7,纯真,pure; innocent,Ce pur bonheur d'enfance me manque le plus.,Véritable et non corrompu.
Chapter 7,风雨同舟,dans le même bateau; à travers épais et mince,"Pendant la période la plus difficile de l'entreprise, les employés ont choisi de se tenir avec le patron à travers épais et mince.",Aide mutuelle en crise.
Chapter 7,相濡以沫,l'entraide dans les temps difficiles,Le couple s'est aidé pendant les années difficiles.,Un profond soutien mutuel.
Chapter 7,酿造,brassage; créer (métaphoriquement),L'affection d'un couple est lentement brassée dans la vie quotidienne ensemble.,Souvent figuratif pour les sentiments.
Chapter 7,比喻,métaphore; analogie,L'auteur compare la jeunesse au soleil à huit ou neuf heures du matin.,Appareil littéraire.
Chapter 7,贴切,apt; approprié,Cet adjectif est très approprié ici.,Parfait pour les mots/concepts.
Chapter 7,秘诀,secret (du succès),Le travail acharné et la persévérance sont les seuls secrets du succès.,Clé d'un résultat.
Chapter 7,无关紧要,immatérielle; sans conséquence,"Tant que la direction générale est bonne, ces détails sont sans importance.",Pas vital.
Chapter 7,包容,tolérer; pardonner; embrasser,Les membres de la famille devraient se tolérer mutuellement et avoir plus de compréhension.,Ouverture d'esprit.
Chapter 7,磨合,s'adapter mutuellement; rodage,Les nouveaux employés et l'équipe ont encore besoin de temps pour s'intégrer.,Je m'habitue.
Chapter 7,化解,résoudre; dissoudre,Un sourire est la meilleure façon de résoudre l'embarras.,Neutraliser un négatif.
Chapter 7,茅塞顿开,soudain voir la lumière,"Après le conseil du professeur, j'ai soudain compris ce problème.",Décrit un éclair de perspicacité.
Chapter 7,坟墓,tombe; tombe,Le mariage n'est pas la tombe de l'amour.,Dernier lieu de repos.
Chapter 7,悲剧,tragédie,L'avidité est souvent la cause profonde de la tragédie personnelle.,Triste résultat ou type de jeu.
Chapter 7,白头到老,vieillir ensemble,"Au mariage, les amis et la famille ont souhaité que le couple vieillisse ensemble.",Mariage à vie.
Chapter 7,张扬,Affichage; publicité,Il est très faible et n'affiche jamais ses réalisations partout.,Rendre quelque chose public.
Chapter 7,委曲求全,le compromis pour l'ensemble,"Pour maintenir l'harmonie de l'équipe, il a dû faire des compromis.",Auto-sacrifice pour un but.
Chapter 7,同居,cohabitation,Ils cohabitaient déjà depuis un an avant de se marier.,Vivre ensemble.
Chapter 7,公证,notariation,"Afin d'éviter les différends futurs, ils ont opté pour une notation pré-maritale.",Vérification juridique.
Chapter 7,热恋,être profondément amoureux,Ce couple profondément amoureux prévoit de se marier l'année prochaine.,Une romance intense.
Chapter 7,违约,rupture de contrat,"Si l'une ou l'autre des parties contrevient au contrat, elle doit payer une pénalité.",En rupture d'accord.
Chapter 7,明智,sage; raisonnable,"Face à la crise, il a pris une décision très sage.",Bon jugement.
Chapter 7,纠纷,conflit; querelle,Il est inévitable que de petits différends surviennent entre voisins.,Un désaccord continu.
Chapter 7,见外,traiter comme un étranger,Nous sommes tous de bons amis; ne soyez pas si formels/traitez-moi comme un étranger.,"Habituellement utilisé comme ""ne soyez pas un étranger."""
Chapter 7,松散,lâche; lax,"Faute de gestion unifiée, l'organisation de ce groupe est libre.",Pas serré.
Chapter 7,风吹草动,une rouille dans l'herbe; signe de trouble,Cette nouvelle est très sensible; tout léger changement entraînera des fluctuations des stocks.,Les premiers signes de changement.
Chapter 7,冒昧,présomptueux; prendre la liberté,J'aimerais prendre la liberté de vous poser une question.,Polite façon d'interférer.
Chapter 7,后妈,belle-mère,"Bien qu'elle soit la belle-mère, elle est plus proche de l'enfant qu'une mère biologique.",Informel pour :
Chapter 7,松口,Relent; adoucir sa position,"Après de longues discussions, ses parents se sont finalement laissés aller et ont accepté de le laisser étudier à l'étranger.",Implique un refus antérieur.
Chapter 7,婆媳,belle-mère et belle-fille,La bonne gestion de la relation mère-fille est essentielle à l'harmonie familiale.,Dynamique familiale spécifique.
Chapter 7,乖巧,intelligent et obéissant; mignon,Cette petite fille est jolie et bien parlée ; elle est très intelligente et obéissante.,Bien joué.
Chapter 7,喜糖,bonbons de mariage,"Au mariage, le couple a remis des bonbons de mariage aux invités en remerciement.",Symbole de célébration et de partage de la joie.
Chapter 7,过来人,personne qui l'a traversé; vieille main,"En matière d'amour, il vaut mieux écouter les conseils de ceux qui ont de l'expérience.",Implique la sagesse pratique.
Chapter 7,保鲜,garder au frais; garder (relation) en vie,Les couples doivent communiquer souvent pour garder leur relation fraîche.,Souvent figuratif pour le mariage.
Chapter 7,金无足赤，人无完人,Personne n'est parfait,Les conjoints doivent se tolérer mutuellement – personne n'est parfait.,Utilisé pour excuser des défauts mineurs.
Chapter 7,情人眼里出西施,l'amour est aveugle (beauté aux yeux de l'amant),"À leurs yeux, l'amour est aveugle et même de petits défauts n'ont pas d'importance.",Explique l'affection partiale.
Chapter 7,睁一只眼闭一只眼,Ferme les yeux,"Pour des frictions mineures dans le voisinage, vous pouvez fermer les yeux.","Suggère tolérance, pas faute grave."
Chapter 7,难得糊涂,"où l'ignorance est béatitude, folie d'être sage",Ne discutez pas de tous les détails de la maison – parfois la félicité est meilleure.,Philosophie de laisser tomber.
Chapter 7,三思而后行,Réfléchissez deux fois avant d'agir,Une telle décision ne peut être impulsive – il faut réfléchir deux fois.,Conseil classique pour la prudence.
Chapter 7,围城,Forteresse assiégée (marriage métaphore),Certains disent que le mariage est une forteresse assiégée – ceux à l'intérieur et à l'extérieur ont chacun leurs propres sentiments.,Du roman de Qian Zhongshu.
Chapter 7,丑话说在前头,"Permettez-moi d'être franc, juste avertissement",Soyons francs avant de coopérer donc il n'y a pas de malentendus plus tard.,Définit les attentes tôt.
Chapter 7,多了一个心眼儿,être plus prudent; avoir un œil plus ouvert,"Après avoir été trompé la dernière fois, il est devenu plus prudent dans la manipulation des choses.",Pas nécessairement négatif.
Chapter 7,转不过弯来,ne peut pas avoir la tête autour de lui; lent à ajuster,Il n'arrive pas encore à comprendre la nouvelle politique et a besoin de temps pour la comprendre.,Décrit l'inflexibilité mentale.
Chapter 7,思想工作,travail idéologique; persuasion par la conversation,Le professeur a parlé avec l'élève pour l'aider à adapter son attitude à l'étude.,Fréquent dans les écoles et les lieux de travail.
Chapter 7,说到底,quand tout est dit et fait; en dernière analyse,"Quand tout est dit et fait, les conflits familiaux viennent à une communication insuffisante.",Résume la raison principale.
Chapter 7,和你一起慢慢变老,vieillir avec toi,"Au mariage, le marié a dit que la chose la plus romantique vieillit avec vous.",D'une chanson populaire lyrique.
Chapter 8,壮举,magnifique exploit; acte héroïque,La navigation à travers l'Atlantique a été un exploit vraiment magnifique.,Héroïque ou grande action.
Chapter 8,捐,don,Il a fait don de toutes ses économies de retraite à la zone sinistrée.,Donner à la charité.
Chapter 8,受宠若惊,être submergé par une faveur inattendue,"Soudain reçu personnellement par le président, il se sentait submergé par la faveur.",Flatté et surpris.
Chapter 8,微薄,maigre; faible,"Malgré ses maigres revenus, il insiste toujours pour soutenir un étudiant pauvre chaque mois.",Très peu.
Chapter 8,杯水车薪,une mesure totalement inadéquate,Ce peu d'argent est totalement insuffisant pour une dette aussi énorme.,"Littéralement ""une tasse d'eau pour un wagon de bois brûlant."""
Chapter 8,贫困,pauvres; pauvreté,Le gouvernement prend des mesures pour aider la population pauvre à sortir de la pauvreté.,Manque extrême d'argent.
Chapter 8,难关,crise; difficulté,"Avec l'aide d'amis, il a enfin traversé cette crise financière.",Barrière à surmonter.
Chapter 8,资助,subvention; aide financière,Cet entrepreneur a successivement subventionné des dizaines d'abandons.,Appui financier.
Chapter 8,募捐,recueillir des fonds; recueillir des dons,L'école a organisé des étudiants pour recueillir des fonds pour un camarade de classe malade.,Collecte de fonds.
Chapter 8,慰劳,apprécier; récompenser avec des cadeaux,Les villageois ont apporté des cacahuètes et des fruits pour récompenser les ouvriers de la route.,Prendre soin des travailleurs.
Chapter 8,宗旨,objectif; but; mission,Cette association a pour mission de promouvoir les échanges culturels.,Principe directeur fondamental.
Chapter 8,袖手旁观,rester debout avec les bras repliés; regarder,"Quand nous voyons d'autres personnes en difficulté, nous ne pouvons pas nous contenter de regarder.",L'indifférence aux problèmes des autres.
Chapter 8,五体投地,admirer le sb. au maximum,Son discours était brillant ; le public l'admirait totalement.,Louanges hyperboliques.
Chapter 8,将功补过,pour ses crimes par de bonnes actions,Il espère expier ses erreurs en remportant une médaille d'or au prochain match.,Combler une erreur.
Chapter 8,遵命,"obéissez, comme vous le commandez","Puisque c'est votre demande, j'obéirai.",obéissance formelle ou humoristique.
Chapter 8,残疾,handicap; handicap,Nous devrions respecter les personnes handicapées et leur fournir plus de commodité.,Insuffisance physique.
Chapter 8,盲人,aveugle,Les aveugles peuvent lire en touchant le braille.,Personne non voyante.
Chapter 8,易如反掌,aussi facile que de tomber d'une bûche,Ce problème est aussi facile que de tomber d'un journal pour un génie de mathématiques comme lui.,"Littéralement ""facile comme retourner la paume""."
Chapter 8,小拇指,petit doigt; rose,Son rose gauche est un peu raide après la blessure.,Une partie de la main.
Chapter 8,调料,assaisonnement; condiment,Ajouter du vinaigre comme assaisonnement lorsque la cuisson peut améliorer l'arôme.,Ingrédients de cuisson.
Chapter 8,狼狈,misérable; dans un état désolé,Une pluie soudaine a laissé tout le monde dans un état désolé.,Détresse et désordre.
Chapter 8,跌跌撞撞,étrangleur; trébucher,"Drunk, il est rentré à la maison.",Mouvement instable.
Chapter 8,碰壁,frapper un mur de briques; rebuffé,Il a frappé un mur de brique partout en cherchant un emploi et se sentait très déprimé.,Métaphore pour échec/rejection.
Chapter 8,欣慰,gratifié; soulagée et heureuse,"Voyant que l'enfant devint finalement sensible, la mère se sentit très gratifiée.",Sensation interne positive.
Chapter 8,安居,vivre en paix,Ce n'est qu'avec la stabilité sociale que les gens peuvent vivre et travailler en paix.,Vivre en sécurité.
Chapter 8,康复,récupérer; remettre en état,"Après une période de traitement, son corps s'est complètement rétabli.",Processus de guérison.
Chapter 8,扶贫,lutte contre la pauvreté,La lutte contre la pauvreté ciblée est une tâche importante pour le pays.,Aider les pauvres à se développer.
Chapter 8,维权,protection des droits,Les consommateurs sont de plus en plus sensibilisés à la protection de leurs droits.,Plaidoyer juridique.
Chapter 8,助学,aide aux étudiants; soutien éducatif,J'espère que la bourse d'aide aux étudiants aidera les étudiants pauvres à réaliser leurs rêves d'université.,Aider financièrement les étudiants.
Chapter 8,发放,Numéro; distribuer,Les secours en cas de catastrophe sont distribués en bon ordre aux victimes.,Je donne officiellement.
Chapter 8,全方位,tout autour; omnidirectionnel,Les deux pays ont décidé de mener une coopération économique globale.,Chaque angle.
Chapter 8,社区,communauté; quartier,Notre communauté organise souvent des activités culturelles et sportives pour les personnes âgées.,Zone résidentielle locale.
Chapter 8,乐呵呵,heureux-go-chanceux; souriant,"Grand-père est souriant et heureux tous les jours, comme s'il n'avait jamais de soucis.",Une gaieté visible.
Chapter 8,义工,volontaires,"Pendant les vacances d'été, de nombreux élèves du secondaire travaillent comme bénévoles à la bibliothèque.",Service non payé.
Chapter 8,素质,qualité (de la personne); caractère,Il est très important d'améliorer la qualité scientifique et culturelle de toute la nation.,Culture personnelle.
Chapter 8,集聚,rassembler; assembler,Les meilleurs talents de recherche scientifique du pays sont réunis ici.,Collecte massive de choses/personnes.
Chapter 8,境界,royaume; niveau; état,Cette peinture montre un domaine artistique très élevé.,Niveau spirituel ou professionnel.
Chapter 8,有声有色,vif et dramatique; impressionnant,Il a dirigé le travail syndical étudiant à l'école d'une manière impressionnante et vivante.,Plein de vie et de succès.
Chapter 8,认养,adopter (un arbre/pet/etc.),Les citoyens peuvent adopter un petit arbre dans le parc et être responsables de s'en occuper.,Prendre la responsabilité de quelque chose.
Chapter 8,捡拾,ramassage; collecte,Les bénévoles ramassent les ordures jetées par les touristes sur la plage.,Recueillir des objets du sol.
Chapter 8,流浪,errer; errer,Il errait autrefois seul dans un pays étranger quand il était jeune.,Des sans-abri errant.
Chapter 8,白血病,leucémie,Tous les secteurs de la société recueillent activement des fonds pour les enfants atteints de leucémie afin de les aider à obtenir un traitement.,Maladie grave; commun dans les contextes caritatifs.
Chapter 8,不敢当,"vous me flattez, je ne le mérite pas","Tu es trop gentil, je ne mérite pas tant d'éloges.",Réponse polie aux compliments.
Chapter 8,屋漏偏逢连夜雨,"quand il pleut, il verse",Il venait de perdre son emploi lorsqu'un membre de sa famille tomba malade—malheureuse s'accumula.,Exprime la malchance aggravée.
Chapter 8,众人拾柴火焰高,de nombreuses mains font fonctionner la lumière,La collecte de fonds a besoin de la participation de tous – de nombreuses mains font du travail léger.,Encourage l'effort collectif.
Chapter 8,爱心社,club caritatif; société bienveillante,"Au lycée, il a organisé de nombreuses ventes de charité par l'intermédiaire de la société attentionnée.",Commun sur les campus en Chine.
Chapter 8,效犬马之劳,vous servir comme un chien fidèle ou un cheval,"Si vous avez besoin d'aide, je suis prêt à vous servir au mieux de mes capacités.",Offre formelle et humble de service.
Chapter 8,弱势群体,groupes vulnérables; populations défavorisées,Les bénévoles visitent régulièrement la communauté pour fournir des produits de première nécessité quotidiens aux groupes vulnérables.,Terme officiel et médiatique.
Chapter 8,真人秀,spectacle de réalité,Beaucoup de jeunes aiment la réalité parce qu'ils se sentent proches de la vie quotidienne.,Vocabulaire du divertissement.
Chapter 8,两眼一抹黑,être complètement dans le noir,"Il venait d'entrer dans une nouvelle industrie et était complètement dans le noir, donc il a dû apprendre de zéro.",Souligne le manque de connaissance.
Chapter 8,孤寡老人,personnes âgées sans soutien familial,Des bénévoles communautaires visitent des personnes âgées sans soutien familial chaque semaine pour discuter avec elles.,Contexte social.
Chapter 8,空巢老人,âgés de moins de 5 ans,Beaucoup de personnes âgées qui n'ont pas de nid ont besoin de services de garderie de la collectivité.,Terme démographique commun.
Chapter 8,临终关怀,soins palliatifs; soins de fin de vie,L'hôpital fournit des soins de fin de vie afin que les patients en phase terminale puissent partir avec dignité.,Vocabulaire médical et éthique.
Chapter 8,勿以善小而不为,ne manque pas de faire le bien parce qu'il semble petit,Le montant donné n'a pas d'importance — ne manquez pas de faire le bien parce qu'il semble petit; tout aide.,De l'enseignement moral classique.
Chapter 9,咨询,consulter; demander conseil,"Si vous avez des questions, vous pouvez appeler le numéro de consultation.",Enquête professionnelle.
Chapter 9,体检,examen physique; contrôle,"Pour la santé, nous devrions subir un examen physique une fois par an.",Contrôle médical.
Chapter 9,记性,mémoire,"Quand les gens vieillissent, leur mémoire s'aggrave.",Terme informel pour mémoire.
Chapter 9,够呛,insupportable; terrible,Il y avait tellement de travail aujourd'hui ; ça m'a terriblement usé.,Extrême degré.
Chapter 9,总管,Directeur général,"Il est le gestionnaire de ce projet, responsable de la coordination de toutes les parties.",Leader général.
Chapter 9,担子,charge; charge; responsabilité,"Comme le moniteur de classe, le fardeau sur ses épaules n'est pas léger.",Poids symbolique du droit.
Chapter 9,介于,entre; intermédiaire,Cette couleur est entre rouge et violet.,Position dans une portée.
Chapter 9,减退,déclin; baisse,"À mesure que l'âge augmente, l'audition diminue progressivement.",Baisse de la force.
Chapter 9,疲乏,fatigue; fatigue,"Après le long voyage, il se sentait très fatigué.",La fatigue physique.
Chapter 9,健忘,Oubliant,"En raison de trop de pression dernièrement, il est devenu un peu oublié.",C'est évident.
Chapter 9,不良,mauvais; nocif; malsain,Rester debout tard à long terme est une habitude malsaine qui est très mauvaise pour le corps.,Qualité négative.
Chapter 9,酗酒,boisson excessive; alcoolisme,"L'alcool excessif non seulement blesse le corps, mais peut aussi causer des problèmes sociaux.",Abus d'alcool.
Chapter 9,膳食,régime alimentaire; repas,Un régime alimentaire raisonnable est crucial pour maintenir une bonne santé.,Durée formelle des repas/nutrition.
Chapter 9,失衡,déséquilibre; déséquilibre,Cette façon de manger conduira à un déséquilibre des oligo-éléments dans le corps.,Perte d'équilibre.
Chapter 9,祸根,racine du problème; bâillon,Les mauvaises habitudes alimentaires sont la cause profonde de nombreuses maladies.,Origine du désastre.
Chapter 9,应酬,socialisation; dîner,Il a des engagements sociaux tous les soirs et mange rarement à la maison.,Obligations professionnelles et sociales.
Chapter 9,硬撑,tenir bon; tenir bon malgré les difficultés,"Si vous êtes malade, vous devriez vous reposer; ne vous forcez pas à aller travailler.",La lutte pour continuer.
Chapter 9,天长日久,après une longue période; au fil des années,"Tant que vous persisterez sur une longue période, vous réussirez sûrement.",Durée continue.
Chapter 9,恶果,mauvaise conséquence; mauvais résultat,Les actes de destruction environnementale finiront par avoir de graves conséquences.,Résultat de mauvaises actions.
Chapter 9,屡见不鲜,rien de nouveau; événement fréquent,"À l'ère de l'Internet, les incidents de fuite de données sont déjà fréquents.",Vu souvent.
Chapter 9,延续,continuer; se prolonger,Cette tradition ancienne a continué jusqu'à aujourd'hui.,Extension non interrompue.
Chapter 9,全天候,tous les jours; 24 heures sur 24,Ce dépanneur offre un service 24h/24.,Service/opération continu.
Chapter 9,熬夜,rester debout tard; rester debout toute la nuit,"Pour finir ce rapport, il est resté debout jusqu'à 3 h hier soir.",Dormir tard/pas du tout.
Chapter 9,宵夜,collation de minuit; souper,"Après avoir regardé le film, allons prendre une collation de minuit ensemble.",Repas tard dans la nuit.
Chapter 9,满满当当,plein au bord; emballé,Son emploi du temps est plein tous les jours.,Il ne reste plus d'espace.
Chapter 9,透支,ouverdraw; surexert,Le surmenage mettra le corps dans un état de surmenage/drain sévère.,Utilisation plus que disponible.
Chapter 9,张弛有度,équilibre entre le travail et le repos,Les méthodes d'études scientifiques devraient comporter un équilibre entre le travail et le repos.,"Littérale: ""tension et relaxation en mesure."""
Chapter 9,基因,gène,La recherche scientifique a révélé que la hauteur est largement déterminée par les gènes.,Unité biologique.
Chapter 9,遗传,hérédité; hériter,Cette maladie a une nette tendance héréditaire familiale.,Passage biologique des traits.
Chapter 9,吓唬,peur; peur,"Il te fait peur, ne le prends pas au sérieux.",Intimidation (informel).
Chapter 9,语重心长,sincère et profond; paroles du fond du cœur,"Avant de partir, le professeur m'a vivement conseillé de prendre soin de moi.",Un discours profondément ressenti.
Chapter 9,灵丹妙药,médecine miracle; panacée,L'exercice est un médicament miracle pour maintenir la santé.,Cure-all (souvent utilisé figurément).
Chapter 9,均衡,équilibré; même,Nous devons maintenir une alimentation équilibrée et manger plus de fruits et de légumes.,Même la distribution.
Chapter 9,开朗,joyeux; optimiste,"C'est une fille joyeuse, tout le monde aime être amie avec elle.",Une disposition ensoleillée.
