Chapter,Word Pair,Word,nuance,grammar_notes,example_1_en,example_2_en
Chapter 3,风行 - 流行,流行 (liúxíng),"Terme standard et large pour tout ce qui est largement accepté, utilisé ou aimé à une époque ; n'implique pas forcément un élan violent.","Peut prendre des adverbes de degré (ex. 很流行, 非常流行) ; peut aussi décrire la propagation de maladies (ex. 流行性感冒).",Porter des vêtements vintage est très populaire parmi les jeunes aujourd'hui.,La mélodie de cette chanson populaire est très simple ; on s'en souvient après une seule écoute.
Chapter 3,夸张 - 夸大,夸张 (kuāzhāng),"Peut être une figure rhétorique neutre (hyperbole) ou décrire un discours/comportement théâtral, dramatique ou flamboyant au quotidien.",Peut être adjectif (ex. 表情太夸张了) ou nom/verbe en contexte rhétorique.,Les caricaturistes utilisent souvent des techniques exagérées pour mettre en valeur les traits du visage.,"Elle n'a eu qu'une légère blessure ; pleurer si fort, c'est un peu théâtral."
Chapter 3,夸张 - 夸大,夸大 (kuādà),"Verbe négatif : déformer la vérité en gonflant les faits, chiffres ou situations ; implique malhonnêteté.","Strictement transitif avec un objet explicite (ex. 夸大事实, 夸大病情).","La publicité de cette entreprise a clairement exagéré l'efficacité réelle du produit, suspectée de tromper les consommateurs.","Face aux difficultés, nous devons chercher la vérité dans les faits ; il ne faut ni cacher ni exagérer."
Chapter 4,赞许 - 赞同,赞许 (zànxǔ),"Met l'accent sur l'admiration, l'éloge et l'approbation ; souvent du statut supérieur vers l'inférieur (patron vers employé, aîné vers jeune).",Souvent employé comme nom (ex. 投去赞许的目光) ou objet abstrait.,"Voyant Xiao Ming céder sa place à une personne âgée, le professeur lui a lancé un regard d'approbation.",Son idée innovante a reçu l'éloge et l'approbation unanimes de la direction.
Chapter 4,赞许 - 赞同,赞同 (zàntóng),"Met l'accent sur l'alignement intellectuel ou l'accord avec une opinion, une proposition ou une position ; entre pairs, sans force d'éloge.",Purement verbe ; prend souvent des opinions ou des personnes comme objet direct (ex. 我赞同你的看法 / 赞同这个方案).,"Après son analyse de marché, la grande majorité des managers ont exprimé leur accord avec son opinion.",Je ne suis pas d'accord avec la pratique qui sacrifie la qualité du produit pour aller plus vite.
Chapter 4,快捷 - 敏捷,快捷 (kuàijié),"Décrit services, systèmes, transports, outils ou méthodes qui font gagner du temps et sont efficaces ; met l'accent sur la vitesse du processus.",Modifie surtout des services ou opérations abstraits (ex. 快捷的支付方式).,Internet rend aujourd'hui la transmission d'informations extrêmement rapide ; quelques secondes suffisent pour envoyer un message dans le monde entier.,"Le métro est l'un des moyens de transport les plus rapides en ville, sans craindre les embouteillages."
Chapter 4,快捷 - 敏捷,敏捷 (mǐnjié),"Décrit des mouvements physiques ou des facultés mentales (pensée, réactions) vives, rapides, souples et coordonnées.","Modifie actions humaines, pensées ou traits physiques (ex. 思维敏捷 = vif d'esprit ; 身手敏捷 = mouvements agiles).",Ne te fie pas à son âge ; les mouvements de ce vieil homme sont encore incroyablement agiles.,Les programmeurs ont besoin d'une pensée vive pour trouver les bugs du code en peu de temps.
Chapter 4,预测 - 推测,预测 (yùcè),"Prévoir des résultats futurs à partir de données scientifiques, calculs professionnels, statistiques ou modèles.","Verbe ou nom ; s'associe souvent à des résultats futurs (ex. 预测天气, 预测经济走向).",La météo prévoit de fortes pluies demain après-midi et conseille aux citoyens de limiter leurs déplacements.,Des experts prédisent actuellement l'impact de l'intelligence artificielle sur le marché de l'emploi dans les cinq prochaines années.
Chapter 4,预测 - 推测,推测 (tuīcè),"Spéculer, déduire ou inférer des faits inconnus, des événements passés, des motifs ou des causes à partir d'indices, de preuves ou de logique.","Verbe ou nom ; s'associe à la logique, aux intentions ou aux causes passées/présentes (ex. 根据线索推测).","D'après les empreintes laissées sur les lieux, la police estime que le suspect mesure environ 1,80 m.","À voir ses yeux gonflés, on peut déduire qu'elle vient d'avoir une grosse crise de larmes."
Chapter 4,过于 - 过分,过于 (guòyú),Adverbe formel : « excessivement / à un degré excessif » ; modifie objectivement des états ou sentiments psychologiques.,"Purement adverbe ; DOIT être suivi d'un adjectif ou verbe (ex. 过于谦虚, 过于担心) ; ne peut pas se tenir seul.","Il poursuit excessivement la perfection au travail, ce qui a au contraire retardé l'avancement du projet.",Les parents n'ont pas besoin de s'inquiéter excessivement de l'avenir de leurs enfants ; ils devraient leur laisser affronter le monde seuls.
Chapter 4,过于 - 过分,过分 (guòfèn),"Adjectif : comportement, paroles ou actions ont dépassé les limites morales ou acceptables ; forte réprobation ou mécontentement.",Peut être adjectif prédicat seul (ex. 你太过分了！ = Tu vas trop loin !) ou adverbe.,Tu as crié sur le serveur en public ; ce genre de comportement va vraiment trop loin.,"Même s'il a fait une erreur, le punir en le faisant s'agenouiller en public est vraiment excessif."
Chapter 4,快速 - 迅速,快速 (kuàisù),Insiste sur un rythme élevé constant sur une période ; descripteur factuel d'opérations à grande vitesse.,Très utilisé comme modificateur attributif devant un nom (ex. 快速通道 = voie rapide ; 快速消费品 = biens de consommation courante).,"Avec le développement rapide de la ville, les anciennes banlieues sont devenues des zones commerciales animées.","Nous vivons une ère d'accès rapide à l'information, mais la lecture fragmentée peut faire perdre la capacité de réflexion profonde."
Chapter 4,快速 - 迅速,迅速 (xùnsù),"Insiste sur la promptitude, le court délai de réaction ou les changements immédiats ; utilisé quand quelque chose suit aussitôt un déclencheur.","Souvent adverbe pour décrire une action exécutée sans délai (ex. 迅速撤离, 迅速作出反应).","Après le début de l'incendie, les pompiers sont arrivés rapidement sur les lieux et ont maîtrisé les flammes.","En entendant frapper à la porte, le chiot a aussitôt sauté du canapé et est couru vers la porte en remuant la queue."
Chapter 5,依赖 - 依靠,依赖 (yīlài),"Ton négatif ou restrictif : incapacité d'être autonome, manque d'autosuffisance, béquille ou addiction malsaine.",Prend des objets abstraits (ex. 依赖技术) ; souvent dans la structure 对……产生依赖.,Beaucoup d'enfants aujourd'hui dépendent excessivement de la surveillance des parents et n'ont aucune capacité d'étudier seuls.,S'appuyer longtemps sur des médicaments pour calmer l'anxiété des examens n'est pas une solution durable.
Chapter 5,依赖 - 依靠,依靠 (yīkào),"Mot neutre ou positif : trouver une base solide, un protecteur ou une source de force, d'aide ou de revenus nécessaires.",Verbe et nom « quelqu'un/chose sur qui s'appuyer » (ex. 失去了依靠 = perdre son soutien).,"Après des années loin de chez lui, le soutien de sa famille a toujours été son solide appui pour tenir bon.","Pour réussir l'examen de piano, on ne peut pas compter uniquement sur la chance ; il faut s'appuyer sur une longue pratique acharnée."
Chapter 5,营造 - 营建,营造 (yíngzào),"Créer ou construire des environnements, sentiments, climats culturels ou atmosphères abstraits et intangibles.","S'associe presque toujours à des noms abstraits liés à l'atmosphère (ex. 营造氛围, 营造环境).",Les parents devraient créer une bonne atmosphère artistique raffinée à la maison pour que les enfants soient nourris dès le plus jeune âge.,"Pour fêter l'anniversaire de l'école, enseignants et élèves ont ensemble créé une ambiance festive joyeuse et chaleureuse."
Chapter 5,营造 - 营建,营建 (yíngjiàn),"Strictement pour la construction physique de grandes structures, installations, bases géographiques ou bâtiments.","S'associe à des noms architecturaux ou géographiques concrets (ex. 营建住宅区, 营建防护林).",Le gouvernement prévoit de construire une grande forêt-abri écologique dans le nord de la ville.,"Lors de la construction de ce temple ancien il y a des centaines d'années, on a consommé d'énormes ressources humaines et matérielles."
Chapter 5,指点 - 指示,指点 (zhǐdiǎn),"Conseils, astuces ou indications données de façon informelle ou d'expert à pair pour résoudre un problème précis ou améliorer une compétence.",Peut prendre une personne comme objet grammatical direct (ex. 谢谢您的指点 / 请指点我一下).,"Heureusement, grâce aux conseils de ce professeur professionnel, j'ai enfin compris la profonde signification de cette symphonie.","Sans les conseils de mon aîné sur le choix du sujet de thèse, mon projet de fin d'études aurait peut-être pris deux semaines de plus."
Chapter 5,指点 - 指示,指示 (zhǐshì),"Ordres formels et autoritaires, directives officielles ou consignes transmises d'une autorité supérieure ou d'une organisation aux subordonnés.",Employé comme nom (ex. 听从领导的指示) ou verbe transitif avec une action administrative.,Nous devons suivre strictement les directives des autorités supérieures pour enquêter à fond sur la triche pendant les examens.,Le manager vient d'envoyer des instructions exigeant que tous les employés remettent le rapport mensuel avant de partir ce soir.
Chapter 5,敏捷 - 灵敏,敏捷 (mǐnjié),"Met l'accent sur la vitesse, la rapidité et la coordination des pensées ou actions humaines.","Modifie actions humaines ou capacité de pensée (ex. 思维敏捷, 身手敏捷).","Sa pensée est très vive ; en débat, il repère toujours instantanément les failles de la logique adverse.",Cet acrobate a bougé avec agilité et accompli sans effort des figures très difficiles en plein air.
Chapter 5,敏捷 - 灵敏,灵敏 (língmǐn),"Met l'accent sur la capacité de détection, la finesse des sens physiques ou la réactivité précise de capteurs/instruments avancés.","Modifie les sens du corps (ex. 听觉灵敏) ou des outils de précision (ex. 仪器灵敏, 传感器灵敏).",Les personnes souvent nourries par la nature ont souvent une perception plus fine de la beauté dans la vie.,Ce nouvel accordeur électronique est très sensible ; il détecte même si une corde de guitare est légèrement désaccordée.
Chapter 5,延伸 - 延长,延伸 (yánshēn),"Direction spatiale ou longueur géographique : une ligne, route, frontière ou objet s'étend plus loin dans l'espace.","Objets strictement liés à l'espace/géographie (ex. 公路向远方延伸, 视线延伸).","Cette nouvelle ligne de TGV s'étendra de 500 kilomètres vers l'ouest, facilitant grandement la vie des habitants le long du trajet.",Son regard traversa la fenêtre et s'étendit jusqu'au bâtiment emblématique au bout de la rue.
Chapter 5,延伸 - 延长,延长 (yáncháng),"Longueur temporelle, durée ou délais : rendre une période ou un créneau plus long que prévu.","Objets strictement liés au temps/durée (ex. 延长寿命, 延长开放时间, 延长截止日期).","Pour donner plus de temps de révision aux candidats, la bibliothèque a décidé de prolonger ses heures d'ouverture jusqu'à tard dans la nuit.",Garder un rythme de vie sain et manger plus de fruits et légumes n'est pas une mauvaise façon de prolonger sa durée de vie.
