Chapter,hanzi,meaning,example_en,usage_note
Chapter 5,取决,निर्भर करना,अंक अच्छे हों या नहीं मुख्यतः आपके नियमित प्रयास पर निर्भर है।,हमेशा 于 के साथ।
Chapter 5,智力,बुद्धि,किशोरों के बौद्धिक विकास के लिए पर्याप्त नींद बहुत महत्वपूर्ण है।,मानसिक क्षमता।
Chapter 5,夸奖,प्रशंसा; तारीफ,पड़ोसियों ने उसकी समझदारी की तारीफ की।,मौखिक स्वीकृति।
Chapter 5,意想不到,अप्रत्याशित,इस यात्रा ने मुझे कई अप्रत्याशित खुशियाँ दीं।,आश्चर्यजनक परिणाम।
Chapter 5,层面,स्तर; पहलू,हमें इस समस्या के कई पहलुओं से विश्लेषण करना चाहिए।,गहरा या व्यापक कोण।
Chapter 5,功利,सार्थकता; प्रसिद्धि और धन,शिक्षा बहुत सार्थक नहीं होनी चाहिए; समग्र विकास पर ध्यान दें।,केवल इनाम पर ध्यान।
Chapter 5,挑食,खाने में नखरे,बच्चों का खाने में नखरा पोषण असंतुलन ला सकता है।,नकारात्मक आदत।
Chapter 5,娇气,नाज़ुक; कोमल,"आजकल अधिकांश बच्चे इकलौते हैं, थोड़े नाज़ुक होना स्वाभाविक है।",आसानी से चोट या नाराज़।
Chapter 5,脆弱,नाज़ुक; कमज़ोर,"उसकी मानसिक सहनशीलता कमज़ोर है, झटका सह नहीं पाता।",शारीरिक या मानसिक कमज़ोरी।
Chapter 5,挫折,अवरोध; निराशा,जीवन में सभी को कुछ अवरोध मिलते हैं।,कठिनाई/असफलता।
Chapter 5,承受,सहन करना,डॉक्टर के रूप में भारी कार्य दबाव सहन करना होगा।,दबाव या बोझ उठाना।
Chapter 5,智商,आईक्यू,आईक्यू ऊँचा है पर पढ़ाई में मेहनत नहीं करता।,मानसिक माप।
Chapter 5,情商,ईक्यू,कार्यस्थल पर ईक्यू अक्सर आईक्यू से ज़्यादा महत्वपूर्ण।,भावनात्मक बुद्धि।
Chapter 5,自理,स्वयं की देखभाल,विश्वविद्यालय जाने से पहले उसने स्वयं की देखभाल सीख ली।,व्यक्तिगत स्वतंत्रता।
Chapter 5,可怜天下父母心,माता-पिता का बेजोड़ प्रेम,बड़े होकर ही बच्चे माता-पिता के प्रेम को समझते हैं।,प्रसिद्ध कविता की पंक्ति।
Chapter 5,三天打鱼两天晒网,ठोस-ठोस काम; लगातार नहीं,भाषा सीखना ठोस-ठोस नहीं चल सकता; रोज़ अभ्यास ज़रूरी।,अनियमितता की चेतावनी।
Chapter 5,放羊,बच्चों को छोड़कर छोड़ देना,माता-पिता बच्चों को पूरी तरह छोड़ नहीं सकते; ज़रूरत पर अनुशासन भी।,भेड़ छोड़ने का रूपक।
Chapter 5,吃得苦中苦，方为人上人,कष्ट सहकर ही उन्नति,"वह मानता है कि कष्ट सहकर ही उन्नति होती है, अभ्यास में कभी ढील नहीं।",धैर्य को प्रोत्साहन।
Chapter 5,望子成龙，望女成凤,बच्चों की सफलता की आशा,"माता-पिता बच्चों की सफलता चाहते हैं, पर रुचि का भी सम्मान करें।",माता-पिता की अपेक्षाएँ।
Chapter 5,平常心,सामान्य मनोदशा; संतुलन,प्रतियोगिता से पहले सामान्य मनोदशा रखें ताकि सामान्य स्तर पर प्रदर्शन हो।,परीक्षा/प्रतियोगिता में उपयोगी।
Chapter 5,马拉松,मैराथन; दीर्घकालिक प्रयास,भाषा सीखना मैराथन जैसा है—निरंतरता पर निर्भर।,अक्सर रूपक।
Chapter 5,悠着点儿,आराम से; धीरे,"हाल ही में बहुत थका हैं—आराम से रहिए, ज़ोर मत करिए।",धीमा चलने की सलाह।
Chapter 5,老天爷,भगवान; स्वर्ग (बोलचाल),यह होगा या नहीं अब भगवान पर है।,"बोलचाल, धार्मिक सिद्धांत नहीं।"
Chapter 5,豆芽菜,मूंग की अंकुर (दुबला बच्चा),"बच्चों को खेलना चाहिए, बैठे-बैठे मूंग जैसे दुबले न हों।",दुबले शरीर का रूपक।
Chapter 5,小胖墩,गोल-मटोल बच्चा,कुछ गोल-मटोल बच्चे इधर-उधर दौड़ते—बहुत प्यारे।,प्यार भरा उपनाम।
Chapter 5,衣来伸手，饭来张口,हर काम दूसरे से करवाना,बच्चा बड़ा हो गया; अब हर काम दूसरे से नहीं करवा सकते।,आलस्य की आलोचना।
Chapter 5,草莓族,स्ट्रॉबेरी पीढ़ी (नाज़ुक युवा),प्रतिस्पर्धा कड़ी है; युवा स्ट्रॉबेरी की तरह नाज़ुक नहीं हो सकते।,आलोचनात्मक स्लैंग।
Chapter 7,婚纱,शादी का जोड़ा,सफेद शादी का जोड़ा पहनना कई लड़कियों का सपना है।,शादी के वस्त्र।
Chapter 7,折腾,उथल-पुथल; परेशान करना,वह जल्दी अस्पताल से निकल गया और फिर परेशानी से बीमार पड़ गया।,बेकार दोहराव।
Chapter 7,如花似玉,फूल और जेड़ जैसी सुंदर,"दुल्हन फूल-जेड़ जैसी सुंदर थी, सभी तारीफ कर रहे थे।",सुंदरता का क्लासिक मुहावरा।
Chapter 7,燕尾服,स्वाल टेल कोट; टक्सीडो,कंडक्टर साफ स्वाल टेल कोट पहनकर मंच पर गया।,औपचारिक पोशाक।
Chapter 7,绅士,सज्जन,सार्वजनिक स्थानों पर वह बहुत सज्जन व्यवहार करता है।,"विनम्र, सुसंस्कृत तरीका।"
Chapter 7,风风雨雨,कष्ट; उतार-चढ़ाव,इस बुजुर्ग जोड़े ने दशकों के उतार-चढ़ाव साथ झेले।,जीवन की कठिनाइयाँ।
Chapter 7,弥补,पूर्ति करना; भरपाई,"जितना भी करूँ, मन की अपराध-भावना की पूर्ति नहीं हो सकती।",अंतर या गलती ठीक करना।
Chapter 7,缺憾,अफ़सोस; कमी,"शादी शानदार थी, पर माता-पिता न आ सके—थोड़ा अफ़सोस रहा।",अक्सर जीवन या रिश्तों के बारे में।
Chapter 7,孝心,श्रद्धा; सन्तान भाव,"यह बच्चे की श्रद्धा है, स्वीकार कर लीजिए।",माता-पिता के प्रति भाव।
Chapter 7,清贫,सादा गरीबी; विनम्र जीवन,वह बूढ़े प्रोफ़ेसर सादा पर पूर्ण जीवन जीते थे।,आमतौर पर बुद्धिजीवी।
Chapter 7,纯真,शुद्ध; मासूम,मुझे बचपन की वह शुद्ध खुशी सबसे याद आती है।,ईमानदार और अविकृत।
Chapter 7,风雨同舟,एक नाव में; साथ मिलकर,कंपनी के कठिन समय में कर्मचारियों ने मालिक के साथ खड़े रहे।,संकट में पारस्परिक सहायता।
Chapter 7,相濡以沫,कठिन समय में एक-दूसरे की मदद,कठिन वर्षों में दंपति ने एक-दूसरे की मदद की।,गहरी पारस्परिक सहायता।
Chapter 7,酿造,पकाना; धीरे-धीरे बनाना (रूपक),पति-पत्नी का प्रेम रोज़मर्रा में धीरे-धीरे पकता है।,अक्सर भावनाओं के लिए रूपक।
Chapter 7,比喻,रूपक; उपमा,लेखक ने युवावस्था को सुबह आठ-नौ बजे के सूरज से तुलना की।,साहित्यिक उपकरण।
Chapter 7,贴切,उचित; सटीक,यह विशेषण यहाँ बहुत सटीक है।,शब्द/विचार का सही फिट।
Chapter 7,秘诀,सफलता का रहस्य,मेहनत और दृढ़ता सफलता का एकमात्र रहस्य है।,परिणाम की कुंजी।
Chapter 7,无关紧要,महत्वहीन,दिशा सही हो तो ये विवरण महत्वहीन हैं।,ज़रूरी नहीं।
Chapter 7,包容,सहन करना; क्षमा,"परिवार में एक-दूसरे को सहना चाहिए, अधिक समझ।",खुला मन।
Chapter 7,磨合,एक-दूसरे के अनुकूल होना,नए कर्मचारियों और टीम को थोड़ा अनुकूलन समय चाहिए।,एक-दूसरे की आदत समझना।
Chapter 7,化解,सुलझाना,मुस्कान शर्मिंदगी सुलझाने का सबसे अच्छा तरीका है।,नकारात्मक को निष्क्रिय करना।
Chapter 7,茅塞顿开,अचानक समझ आना,शिक्षक के संकेत से मुझे यह प्रश्न अचानक समझ आया।,अचानक अंतर्दृष्टि।
Chapter 7,坟墓,कब्र; मकबरा,शादी प्रेम की कब्र नहीं है।,अंतिम विश्राम स्थान।
Chapter 7,悲剧,त्रासदी,लालच अक्सर व्यक्तिगत त्रासदी का मूल है।,दुखद परिणाम।
Chapter 7,白头到老,साथ बुढ़ापा बिताना,शादी में सभी ने जोड़े को साथ बुढ़ापा बिताने की शुभकामना दी।,जीवनभर विवाह।
Chapter 7,张扬,दिखाना; प्रचार,"वह शांत है, हर जगह अपनी उपलब्धि नहीं दिखाता।",सार्वजनिक करना।
Chapter 7,委曲求全,पूरे के लिए समझौता,टीम की सद्भाव के लिए उसे समझौता करना पड़ा।,लक्ष्य के लिए त्याग।
Chapter 7,同居,सह-निवास,शादी से पहले वे एक साल से सह-निवास में थे।,साथ रहना।
Chapter 7,公证,नोटरीकरण,विवाद से बचने के लिए उन्होंने प्री-मैरिटल संपत्ति नोटरीकृत कराई।,कानूनी प्रमाणन।
Chapter 7,热恋,गहरे प्रेम में होना,यह प्रेमी जोड़ा अगले साल शादी की योजना बना रहा है।,तीव्र रोमांस।
Chapter 7,违约,अनुबंध तोड़ना,कोई भी पक्ष अनुबंध तोड़े तो जुर्माना देना होगा।,समझौता तोड़ना।
Chapter 7,明智,बुद्धिमान; समझदार,संकट में उसने बहुत समझदार निर्णय लिया।,अच्छा निर्णय।
Chapter 7,纠纷,विवाद,पड़ोसियों के बीच छोटे विवाद अनिवार्य हैं।,लंबा मतभेद।
Chapter 7,见外,औपचारिक न समझना,"हम सब दोस्त हैं, इतने औपचारिक मत बनिए।",आमतौर पर 'अजनबी मत बनो'।
Chapter 7,松散,ढीला; शिथिल,एकीकृत प्रबंधन के अभाव से समूह की संरचना ढीली है।,कसा नहीं।
Chapter 7,风吹草动,हल्की हलचल; संकेत,यह खबर बहुत संवेदनशील है; थोड़ी हलचल से बाज़ार हिल जाता है।,बदलाव के पहले संकेत।
Chapter 7,冒昧,अनुमति से पूछना (विनम्र),मैं आपसे एक प्रश्न पूछने की अनुमति चाहता हूँ।,दखल का विनम्र तरीका।
Chapter 7,后妈,सौतेली माँ,सौतेली माँ होते हुए भी वह जैविक माँ से ज़्यादा करीब है।,继母 का बोलचाल।
Chapter 7,松口,ढील देना; नरम पड़ना,लंबी बातचीत के बाद माता-पिता ने ढील दी और विदेश पढ़ने की मंज़ूरी दी।,पहले इनकार का संकेत।
Chapter 7,婆媳,सास-बहू,सास-बहू संबंध ठीक रखना पारिवारिक सद्भाव के लिए महत्वपूर्ण है।,विशिष्ट पारिवारिक संबंध।
Chapter 7,乖巧,चतुर और आज्ञाकारी; प्यारा,"लड़की सुंदर है, मीठी बातें करती है, बहुत प्यारी है।",अच्छा व्यवहार।
Chapter 7,喜糖,शादी की मिठाई,शादी में दंपति ने मेहमानों को शादी की मिठाई दी।,उत्सव और खुशी बाँटना।
Chapter 7,过来人,अनुभवी व्यक्ति,प्रेम के मामले में अनुभवी लोगों की सलाह सुनना बेहतर है।,व्यावहारिक बुद्धि।
Chapter 7,保鲜,ताज़ा रखना (रूपक),पति-पत्नी को बात करते रहना चाहिए ताकि रिश्ता ताज़ा रहे।,अक्सर विवाह के लिए रूपक।
Chapter 7,金无足赤，人无完人,कोई परिपूर्ण नहीं,पति-पत्नी को एक-दूसरे को सहना चाहिए—कोई परिपूर्ण नहीं।,छोटी कमियों को माफ़ करने के लिए।
Chapter 7,情人眼里出西施,प्रेमी की नज़र में सब सुंदर,उनकी नज़र में प्रेमी की नज़र में सब सुंदर—छोटी कमियाँ भी नहीं।,पक्षपाती स्नेह समझाता है।
Chapter 7,睁一只眼闭一只眼,आँख मूँदकर देखना,पड़ोस की छोटी झगड़ों पर कभी-कभी आँख मूँद लेनी चाहिए।,"सहनशीलता, गंभीर गलती नहीं।"
Chapter 7,难得糊涂,कभी-कभी मूर्ख बनना बेहतर,घरेलू बातों पर हर बार सही साबित न होना—कभी-कभी मूर्ख बनना बेहतर।,छोड़ने की दर्शन।
Chapter 7,三思而后行,दो बार सोचकर काम करना,इतना बड़ा निर्णय जल्दबाज़ी में नहीं—दो बार सोचिए।,सावधानी की क्लासिक सलाह।
Chapter 7,围城,घेराबंदी (विवाह रूपक),कहते हैं शादी घेरा है—अंदर और बाहर के अपने अनुभव।,क्वियान झोंगशू के उपन्यास से।
Chapter 7,丑话说在前头,पहले ही कड़ी बात कह देना,सहयोग से पहले कड़ी बात कह दें ताकि बाद में गलतफहमी न हो।,शुरू में अपेक्षाएँ स्पष्ट।
Chapter 7,多了一个心眼儿,और सावधान होना,पिछली बार धोखा खाने के बाद वह काम में और सावधान हो गया।,ज़रूरी नकारात्मक नहीं।
Chapter 7,转不过弯来,समझ में न आना,"नई नीति अभी समझ में नहीं आ रही, समय चाहिए।",मानसिक लचीलापन की कमी।
Chapter 7,思想工作,विचारधारा का काम,कक्षा शिक्षक ने छात्र से बात करके पढ़ाई के प्रति रवैया ठीक कराया।,स्कूल और कार्यस्थल में आम।
Chapter 7,说到底,अंततः; मूल रूप से,पारिवारिक झगड़े अंततः संवाद की कमी से हैं।,मुख्य कारण संक्षेप में।
Chapter 7,和你一起慢慢变老,तुम्हारे साथ धीरे-धीरे बूढ़े होना,दूल्हे ने कहा सबसे रोमांटिक बात तुम्हारे साथ धीरे-धीरे बूढ़े होना है।,लोकप्रिय गीत की पंक्ति से।
Chapter 8,壮举,शानदार कार्य; वीरता,अटलांटिक पार करना वास्तव में शानदार कार्य था।,वीर या भव्य क्रिया।
Chapter 8,捐,दान करना,उसने सारी बचत आपदा क्षेत्र को दान कर दी।,दान-पुण्य।
Chapter 8,受宠若惊,अप्रत्याशित सौभाग्य से अभिभूत,अचानक राष्ट्रपति से मिलकर वह अभिभूत महसूस कर रहा था।,प्रसन्न और हैरान।
Chapter 8,微薄,थोड़ा; कम,थोड़ी आय के बावजूद वह हर महीने एक गरीब छात्र को मदद करता है।,बहुत छोटी मात्रा।
Chapter 8,杯水车薪,पूरी तरह अपर्याप्त उपाय,इतने कर्ज़ के लिए यह रकम पूरी तरह अपर्याप्त है।,शाब्दिक: जलती गाड़ी पर एक कप पानी।
Chapter 8,贫困,निर्धन; गरीबी,सरकार निर्धनों को गरीबी से निकालने के उपाय कर रही है।,पैसे की अत्यधिक कमी।
Chapter 8,难关,संकट; कठिनाई,दोस्तों की मदद से उसने इस आर्थिक संकट को पार किया।,पार करने की बाधा।
Chapter 8,资助,आर्थिक सहायता,इस उद्यमी ने क्रमशः दर्जनों बच्चों को सहायता दी।,वित्तीय समर्थन।
Chapter 8,募捐,धन जुटाना,स्कूल ने बीमार सहपाठी के लिए धन जुटाया।,चंदा।
Chapter 8,慰劳,सराहना; उपहार से सम्मान,ग्रामीण मज़दूरों को मूंगफली और फल देकर सम्मानित किया।,श्रमिकों की देखभाल दिखाना।
Chapter 8,宗旨,उद्देश्य; मिशन,संघ का उद्देश्य चीन-विदेश सांस्कृतिक आदान-प्रदान को बढ़ावा देना है।,मुख्य सिद्धांत।
Chapter 8,袖手旁观,हाथ पर हाथ रखकर देखते रहना,दूसरों की मुसीबत में हाथ पर हाथ नहीं रख सकते।,दूसरों की समस्या पर उदासीनता।
Chapter 8,五体投地,अत्यधिक प्रशंसा,उसका भाषण शानदार था; श्रोता अत्यधिक प्रशंसा कर रहे थे।,अतिशयोक्तिपूर्ण प्रशंसा।
Chapter 8,将功补过,अच्छे कर्म से दोष की भरपाई,वह अगली प्रतियोगिता में स्वर्ण जीतकर गलती की भरपाई करना चाहता है।,गलती को संतुलित करना।
Chapter 8,遵命,आज्ञा मानना,आपकी बात है तो मैं अवश्य मानूँगा।,औपचारिक या हास्यपूर्ण आज्ञापालन।
Chapter 8,残疾,विकलांगता,हमें विकलांग लोगों का सम्मान करना चाहिए और सुविधा देनी चाहिए।,शारीरिक हानि।
Chapter 8,盲人,अंधा व्यक्ति,अंधे लोग ब्रेल छूकर पढ़ सकते हैं।,दृष्टिहीन व्यक्ति।
Chapter 8,易如反掌,बहुत आसान,उस गणित प्रतिभा के लिए यह प्रश्न बहुत आसान था।,शाब्दिक: हथेली पलटने जितना आसान।
Chapter 8,小拇指,छोटी उँगली,चोट के बाद बाईं छोटी उँगली थोड़ी अकड़ गई।,हाथ का हिस्सा।
Chapter 8,调料,मसाला; चटनी,पकाते समय सिरका डालने से सुगंध बढ़ती है।,खाना पकाने की सामग्री।
Chapter 8,狼狈,दयनीय; शर्मनाक हालत,अचानक भारी बारिश में सभी दयनीय हाल में भिग गए।,परेशान और अव्यवस्थित।
Chapter 8,跌跌撞撞,लड़खड़ाते चलना,नशे में वह लड़खड़ाता हुआ घर गया।,अस्थिर चाल।
Chapter 8,碰壁,ठोकर खाना; अस्वीकृति,"नौकरी ढूँढते समय हर जगह ठोकर खाई, बहुत निराश।",असफलता/अस्वीकृति का रूपक।
Chapter 8,欣慰,संतुष्ट; प्रसन्नचित्त,बच्चे के समझदार होने पर माँ बहुत संतुष्ट हुई।,सकारात्मक आंतरिक भाव।
Chapter 8,安居,शांति से रहना,केवल सामाजिक स्थिरता से लोग शांति से रह और काम कर सकते हैं।,सुरक्षित निवास।
Chapter 8,康复,स्वस्थ होना,कुछ समय उपचार के बाद उसका शरीर पूरी तरह स्वस्थ हो गया।,ठीक होने की प्रक्रिया।
Chapter 8,扶贫,गरीबी उन्मूलन,लक्षित गरीबी उन्मूलन देश का महत्वपूर्ण कार्य है।,गरीबों का विकास।
Chapter 8,维权,अधिकारों की रक्षा,उपभोक्ताओं की अधिकार रक्षा की जागरूकता बढ़ रही है।,कानूनी वकालत।
Chapter 8,助学,छात्र सहायता,छात्र सहायता से गरीब छात्रों के सपने पूरे हों।,वित्त से मदद।
Chapter 8,发放,वितरण करना,आपदा राहत व्यवस्थित रूप से पीड़ितों को वितरित हो रही है।,आधिकारिक रूप से देना।
Chapter 8,全方位,सर्वांगीण,दोनों देशों ने सर्वांगीण आर्थिक सहयोग करने का निर्णय लिया।,हर कोण।
Chapter 8,社区,समुदाय; पड़ोस,हमारा समुदाय बुजुर्गों के लिए अक्सर सांस्कृतिक कार्यक्रम करता है।,स्थानीय आवासीय क्षेत्र।
Chapter 8,乐呵呵,खुशमिज़ाज; मुस्कुराता हुआ,"दादाजी रोज़ खुशमिज़ाज हैं, जैसे कोई चिंता न हो।",दिखाई देने वाली खुशी।
Chapter 8,义工,स्वयंसेवक,गर्मियों में कई मध्य विद्यालय के छात्र पुस्तकालय में स्वयंसेवक बनते हैं।,अवैतनिक सेवा।
Chapter 8,素质,गुण; चरित्र,पूरे राष्ट्र की वैज्ञानिक-सांस्कृतिक गुणवत्ता बढ़ाना बहुत महत्वपूर्ण है।,व्यक्तिगत संस्कार।
Chapter 8,集聚,इकट्ठा होना,यहाँ देश के शीर्ष अनुसंधान प्रतिभाएँ इकट्ठी हैं।,लोगों/चीज़ों का संग्रह।
Chapter 8,境界,स्तर; क्षेत्र,यह चित्र अत्यधिक कलात्मक स्तर दिखाता है।,आध्यात्मिक या पेशेवर स्तर।
Chapter 8,有声有色,जीवंत और प्रभावशाली,उसने स्कूल में छात्र संघ का काम बहुत जीवंत किया।,जीवन और सफलता से भरपूर।
Chapter 8,认养,गोद लेना (पेड़ आदि),नागरिक पार्क में छोटा पेड़ गोद लेकर देखभाल कर सकते हैं।,जिम्मेदारी लेना।
Chapter 8,捡拾,उठाना; इकट्ठा करना,स्वयंसेवक समुद्र तट पर पर्यटकों का कचरा उठा रहे हैं।,ज़मीन से चीज़ें लेना।
Chapter 8,流浪,भटकना,जवानी में वह विदेश में अकेला भटका था।,बेघर भटकना।
Chapter 8,白血病,ल्यूकेमिया,समाज ने ल्यूकेमिया के बच्चों के लिए सक्रिय रूप से धन जुटाया।,गंभीर बीमारी; दान संदर्भ।
Chapter 8,不敢当,आप बहुत दयालु; मैं इस योग्य नहीं,आप बहुत दयालु हैं—मैं इस प्रशंसा के योग्य नहीं।,प्रशंसा का विनम्र उत्तर।
Chapter 8,屋漏偏逢连夜雨,मुसीबतें लगातार आना,"नौकरी गई, घर में बीमारी—मुसीबतें लगातार आ रही थीं।",लगातार बदकिस्मती।
Chapter 8,众人拾柴火焰高,बहुत हाथ मिलाकर काम,चंदे में सबकी भागीदारी चाहिए—बहुत हाथ मिलाकर आग बढ़ती है।,सामूहिक प्रयास को प्रोत्साहन।
Chapter 8,爱心社,दान समाज; परोपकारी संघ,हाई स्कूल में उसने दान समाज से कई बार बिक्री आयोजित की।,चीन के कैंपस में आम।
Chapter 8,效犬马之劳,आपकी पूरी सेवा करने को तैयार,मदद चाहिए तो मैं पूरी सेवा करने को तैयार हूँ।,"औपचारिक, विनम्र सेवा प्रस्ताव।"
Chapter 8,弱势群体,कमज़ोर समूह,स्वयंसेवक नियमित रूप से कमज़ोर समूहों को ज़रूरी सामान देते हैं।,आधिकारिक और मीडिया शब्द।
Chapter 8,真人秀,रियलिटी शो,कई युवा रियलिटी शो देखना पसंद करते हैं क्योंकि जीवन से जुड़ा लगता है।,मनोरंजन शब्दावली।
Chapter 8,两眼一抹黑,पूरी तरह अंधेरे में,"वह नए उद्योग में पूरी तरह अंधेरे में था, शुरू से सीखना पड़ा।",ज्ञान की कमी पर ज़ोर।
Chapter 8,孤寡老人,परिवार के बिना बुजुर्ग,समुदाय स्वयंसेवक साप्ताहिक बुजुर्गों से मिलकर बात करते हैं।,सामाजिक कल्याण संदर्भ।
Chapter 8,空巢老人,खाली घोंसला बुजुर्ग,कई खाली घोंसला बुजुर्गों को समुदाय से दिनभर देखभाल चाहिए।,आम जनसांख्यिकी शब्द।
Chapter 8,临终关怀,अंतिम देखभाल,अस्पताल अंतिम देखभाल देता है ताकि रोगी गरिमा से जा सकें।,चिकित्सा और नैतिक शब्द।
Chapter 8,勿以善小而不为,छोटा भला काम न छोड़ें,"राशि मायने नहीं रखती—छोटा भला काम न छोड़ें, हर टुकड़ा मदद करता है।",पारंपरिक नैतिक शिक्षा से।
Chapter 9,咨询,परामर्श; सलाह लेना,कोई प्रश्न हो तो परामर्श हॉटलाइन पर फ़ोन करें।,पेशेवर पूछताछ।
Chapter 9,体检,शारीरिक जाँच,स्वास्थ्य के लिए साल में एक बार शारीरिक जाँच करानी चाहिए।,चिकित्सा जाँच।
Chapter 9,记性,याददाश्त,उम्र बढ़ने पर याददाश्त कमज़ोर होती जाती है।,याददाश्त के लिए बोलचाल शब्द।
Chapter 9,够呛,बर्दाश्त से बाहर; बहुत खराब,आज काम इतना था कि बहुत थक गया।,अत्यधिक डिग्री।
