Chapter,hanzi,meaning,example_en,usage_note
Chapter 3,出神,खोया हुआ; ध्यान खोना,"वह पुराने कपड़ों को देखकर खोई हुई सी, जैसे अतीत में लौट गई।",यहाँ अलौकिक अर्थ नहीं।
Chapter 3,清纯,शुद्ध; मासूम,"उसकी जवानी शुद्ध थी, वसंत की हवा जैसी।",अक्सर रूप या चरित्र।
Chapter 3,尝试,कोशिश करना,उसने पुराने कपड़े को बेहतर फिट के लिए बदलने की कोशिश की।,सामान्य क्रिया।
Chapter 3,乃至,यहाँ तक कि,यह कपड़ा इतना नरम है कि सीधे त्वचा पर भी पहना जा सकता है।,लिखित संयोजक।
Chapter 3,毒品,नशीली दवाएँ,"युवाओं को नशीली दवाओं का हानि समझाना चाहिए, दूर रहें।",गंभीर सामाजिक विषय।
Chapter 3,人生,जीवन,"कपड़े केवल स्टाइल नहीं, जीवन के अंश भी रिकॉर्ड करते हैं।",व्यापक अमूर्त संज्ञा।
Chapter 3,体验,अनुभव करना,वह कारखाने में एक दिन सिलाई का अनुभव करने गई।,अक्सर क्रिया।
Chapter 3,跻身,शामिल होना; पहुँचना,"यह ब्रांड अंतर्राष्ट्रीय फ़ैशन सप्ताह में पहुँचा, चर्चा हुई।","औपचारिक, अक्सर व्यापार।"
Chapter 3,竭诚,पूरी ईमानदारी से,क्लर्क ने पूरी ईमानदारी से सही साइज़ चुनने में मदद की।,औपचारिक सेवा शब्द।
Chapter 3,忠告,ईमानदार सलाह,बड़ों की सलाह ने उसे कपड़े खर्च पर फिर सोचा।,संज्ञा या क्रिया।
Chapter 3,童真,बचपन की मासूमियत,नए कपड़े पहनकर बच्चे के चेहरे पर मासूमियत थी।,सकारात्मक बचपन।
Chapter 3,品尝,चखना; आनंद लेना,धीरे-धीरे चाय पीना भी आराम है।,शाब्दिक या रूपक।
Chapter 3,轻微,हल्का,"कपड़े पर केवल हल्की सिकुड़न है, इस्त्री से ठीक हो जाएगी।",गंभीर के विपरीत।
Chapter 3,大麻,गांजा; भांग,गांजा उगाना-बेचना कानूनन मनाही है।,केवल रोकथाम संदर्भ।
Chapter 3,在世为人,संसार में जीना,संसार में जीते हुए गरिमा और संयम दोनों चाहिए।,दार्शनिक वाक्यांश।
Chapter 3,底线,सीमा; हद,"सुंदरता के पीछे भाग सकते हैं, पर तर्क की सीमा नहीं लांघनी चाहिए।",सामान्य रूपक।
Chapter 3,白领,व्हाइट कॉलर कर्मचारी,कई व्हाइट कॉलर कर्मचारी सरल पेशेवर पोशाक पसंद करते हैं।,सामाजिक श्रेणी।
Chapter 3,型,स्टाइल; मॉडल,इस साल ढीले कोट फैशन में हैं।,款式/型号 का संक्षिप्त रूप।
Chapter 3,差异,अंतर,दो कपड़ों का अंतर मुख्यतः हवादारी और स्पर्श में है।,औपचारिक संज्ञा।
Chapter 3,望去,की ओर देखना,वह बाहर देखता है; भीड़ लहर की तरह बहती है।,साहित्यिक गति क्रिया।
Chapter 3,透亮,पारदर्शी चमकदार,"पतली शिफॉन पारदर्शी चमकदार है, वसंत-ग्रीष्म के लिए उपयुक्त।",हल्की सामग्री।
Chapter 3,哲理,दर्शन; जीवन का तत्व,लेख एक कपड़े से जीवन के कई तत्व निकालता है।,अमूर्त संज्ञा।
Chapter 3,启示,प्रेरणा; ज्ञानोदय,माँ की मितव्ययिता ने उसे बड़ी प्रेरणा दी।,सकारात्मक अंतर्दृष्टि।
Chapter 3,衣橱（柜）,अलमारी,"उसने अलमारी खोली, अंदर कई वर्षों के वसंत कपड़े लटके थे।",柜 बोलचाली रूप।
Chapter 3,质地,बनावट; गुणवत्ता,"इस कोट की बनावट मोटी है, गर्म रखती है।",कपड़ों के लिए।
Chapter 3,绝迹,लुप्त होना,पुराने स्टाइल के बटन शहर में लगभग लुप्त हो गए।,रिवाज/प्रजाति के लिए।
Chapter 3,裤腿,पैंट की तरफ,"पैंट थोड़ी लंबी है, एक इंच छोटी करनी होगी।",कपड़े का भाग।
Chapter 3,灰白,धूसर-सफेद,माँ के किनारों पर कुछ धूसर-सफेद बाल थे।,रंग वर्णन।
Chapter 3,腰围,कमर का माप,दर्जी ने कमर और कंधे का सावधानी से माप लिया।,कपड़े का माप।
Chapter 3,容下,समाएँ,छोटी अलमारी में और सर्दियों के कपड़े नहीं समाएँगे।,स्थानिक क्षमता।
Chapter 3,当下,वर्तमान में,वर्तमान के फ़ैशन हर किसी पर सूट नहीं करते।,समय संदर्भ।
Chapter 3,遗弃,त्यागना; छोड़ना,पहनने योग्य कपड़े भी निर्दयता से नहीं फेंकने चाहिए।,तीव्र नकारात्मक।
Chapter 3,羞涩,शर्मीला,वह शर्म से सिर झुकाकर कॉलर ठीक करती है।,कोमल भाव।
Chapter 3,初恋,पहला प्यार,पुरानी तस्वीर उसे पहले प्यार की मासूमियत याद दिलाती है।,भावनात्मक स्मृति।
Chapter 3,见证,गवाही देना,ये कपड़े युग के बदलाव की गवाही देते हैं।,अक्सर रूपक।
Chapter 3,沐浴,नहाना; स्नान करना (रूपक),सुबह वह कोमल वसंत रोशनी में नहाती सी लगती है।,अक्सर रूपक।
Chapter 3,世俗,सांसारिक; लौकिक,लौकिक कपड़े आलोचना की परवाह बहुत न करें।,तटस्थ या आलोचनात्मक।
Chapter 3,军绿,सैन्य हरा,सैन्य हरे ट्रेंच कोट कभी बहुत लोकप्रिय थे।,रंग शब्द।
Chapter 3,苗条,दुबला-पतला; सुडौल,ठीक फिट कट से वह और सुडौल लगती है।,आमतौर पर महिलाओं के लिए।
Chapter 3,九牛二虎之力,अत्यधिक शक्ति; बहुत मेहनत,उसने बहुत मेहनत से पुराना लकड़ी का संदूक ऊपर ले जाया।,अतिशयोक्ति मुहावरा।
Chapter 3,讨,माँगना; पसंद आना (संदर्भ),इस कपड़े का रंग बहुत पसंद आता है।,बहुअर्थी; संदर्भ महत्वपूर्ण।
Chapter 3,到手,हाथ लगना,"वह कतार में लंबा खड़ा रहा, आखिर सीमित एडिशन कोट हाथ लगा।",बोलचाल अधिग्रहण।
Chapter 3,国防绿,राष्ट्र रक्षा हरा,आठवें दशक में राष्ट्र रक्षा हरे कोट आम थे।,कालीन फैशन शब्द।
Chapter 3,军用,सैन्य उपयोग,"सैन्य कैनवास मज़बूत था, बैग और जूते बनते थे।",सामग्री/शैली।
Chapter 3,水壶,पानी की बोतल; कैंटीन,वह कैंटीन लटकाए पहाड़ी रास्ते पर चला।,दैनिक वस्तु।
Chapter 3,强劲,तेज़; शक्तिशाली,तेज़ हवा से कपड़े की रैक खड़खड़ाई।,अक्सर बल/प्रवृत्ति।
Chapter 3,风行,प्रचलन में होना,"चौड़ी पैंट एक समय प्रचलित थीं, फिर धीरे गायब हुईं।",फैशन संदर्भ।
Chapter 3,置身于,खुद को किसी परिवेश में रखना,प्रदर्शनी में खड़े होकर लगा कपड़े के इतिहास में प्रवेश किया।,साहित्यिक।
Chapter 3,审美,सौंदर्यबोध,पढ़ना और यात्रा सौंदर्यबोध खोलती हैं।,अक्सर संज्ञा जैसा।
Chapter 3,潮流,प्रवृत्ति,"प्रवृत्ति बदलती है, फिट और शोभा हमेशा महत्वपूर्ण।",फैशन शब्द।
Chapter 3,昂奋,उत्साहित; उत्तेजित,अच्छी खबर सुनकर वह उत्साहित हो उठा।,साहित्यिक भाव।
Chapter 3,置备,खरीदना; सुसज्जित करना,उसने नए सेमेस्टर के लिए अध्ययन सामग्री खरीदी।,औपचारिक खरीद।
Chapter 3,沉浸,मग्न होना,वह स्मृतियों में मग्न होकर समय भूल गई।,रूपक सामान्य।
Chapter 3,溢美之词,अत्यधिक प्रशंसा,"कार्य का यथार्थ मूल्यांकन करें, अत्यधिक प्रशंसा से बचें।",चापलूसी की आलोचना।
Chapter 3,开度,(कपड़े) सामने का खुला हिस्सा,"कोट का सामने का खुलाव मध्यम है, चलना आसान।",वस्त्र डिज़ाइन शब्द।
Chapter 3,极为,अत्यंत,वह विवरण पर अत्यंत सख्त है।,औपचारिक तीव्रक।
Chapter 3,夸张,अतिशयोक्ति,पुराने कपड़े को बेकार कहना कुछ अतिशयोक्ति है।,विशेषण या क्रिया।
Chapter 3,大摇大摆,अकड़कर चलना,"वह अकड़कर मीटिंग में घुसा, जैसे कोई न हो।",अक्सर नकारात्मक ढंग।
Chapter 3,提携,मार्गदर्शन और सहारा,वरिष्ठों के सहारे से उसने करियर में गलत मोड़ कम किए।,औपचारिक/विनम्र।
Chapter 3,前辈,वरिष्ठ,वरिष्ठों ने याद दिलाया कपड़े अवसर के अनुसार होने चाहिए।,सम्मानजनक।
Chapter 3,感念,कृतज्ञता से स्मरण,वह माँ की पुरानी मेहनत और देखभाल को कृतज्ञता से याद करता है।,गर्म औपचारिक स्वर।
Chapter 3,女郎,युवती; महिला (लिखित),पत्रिका कवर की युवती सुंदर वसंत पोशाक में थी।,थोड़ा पुराना/लिखित।
Chapter 3,眼神,नज़र; नेत्र भाव,"माँ की नज़र कोमल थी, जैसे प्रोत्साहन दे रही हो।",भावनात्मक पढ़ना।
Chapter 3,凸现,स्पष्ट उभरना,रोशनी में कपड़े की बनावट स्पष्ट दिखी।,औपचारिक लिखित।
Chapter 3,诧异,आश्चर्य,कीमत अचानक बढ़ने पर वह आश्चर्यचकित हुआ।,आश्चर्य दिखाना।
Chapter 3,不快,नाराज़; अप्रसन्न,दोस्त की मज़ाक से वह थोड़ा नाराज़ हुआ।,भावनात्मक अवस्था।
Chapter 3,浮现,सामने आना (स्मृति/छवि),अतीत स्पष्ट स्मृति की तरह सामने आया।,अक्सर स्मृति/छवि।
Chapter 3,就此,यहीं; इसी बिंदु पर,"चर्चा यहीं समाप्त करें, इसी बिंदु पर अंत।",क्रिया समाप्त करना।
Chapter 3,吱声,आवाज़ निकालना (अक्सर नकार),"वह कोने में बैठा, लंबे समय तक कुछ न बोला।",उत्तरी बोलचाल।
Chapter 3,抗拒,विरोध करना,सभी युवा पारंपरिक वस्त्र तत्वों का विरोध नहीं करते।,मनोवैज्ञानिक या शारीरिक।
Chapter 3,毋庸,बिना कहे (लिखित),"बिना कहे, सौंदर्यशास्त्र युग के साथ बदलता है।",औपचारिक।
Chapter 3,成因,कारण,विशेषज्ञों ने इस उपभोग मनोविज्ञान के कारणों का विश्लेषण किया।,शैक्षणिक स्वर।
Chapter 3,预示,पूर्वसूचना देना,अंकुर निकलना वसंत के आने की पूर्वसूचना है।,औपचारिक भविष्यवाणी।
Chapter 3,凝固,जमना; स्थिर होना (रूपक),उस क्षण मुस्कान तस्वीर में जमी सी लगी।,अक्सर साहित्य में रूपक।
Chapter 3,多变,बदलता हुआ,"वसंत का मौसम बदलता है, कपड़े परतें पहनने योग्य होने चाहिए।",अस्थिरता।
Chapter 3,预料,अनुमान लगाना,उसने नहीं सोचा था पुराना कपड़ा इतना फिट होगा।,पूर्वानुमान।
Chapter 3,降临,आना (गंभीर घटना/ऋतु),"वसंत चुपचाप आया, सड़कें हल्के रंगों में।",औपचारिक आगमन।
Chapter 3,微颤,हल्का काँपना,"उसकी आवाज़ हल्की काँपी, फिर भी कहानी पूरी की।",सूक्ष्म गति।
Chapter 3,劲风,तेज़ हवा,"तेज़ हवा ने कपड़े का किनारा उठाया, उसने स्कार्फ़ पकड़ा।",मौसम छवि।
Chapter 3,相当于,के बराबर; लगभग,यह खर्च आधे महीने के खर्च के बराबर है।,तुलना।
Chapter 3,效应,प्रभाव,ब्रांड कपड़े कभी-कभी दिखावे का प्रभाव पैदा करते हैं।,शैक्षणिक/सामान्य।
Chapter 3,轻飘,हल्का-फुल्का,हल्की बर्फ कंधे पर गिरी और तुरंत पिघल गई।,बनावट या ढंग।
Chapter 3,诡谲,विचित्र; अनिश्चित,"रात विचित्र थी, सड़क की बत्तियाँ हवा में झूल रही थीं।",साहित्यिक विशेषण।
Chapter 3,穿着,पहनावा,उसका पहनावा सादा पर साफ और शोभनीय था।,संज्ञा पर ज़ोर।
Chapter 3,饮食,आहार,स्वस्थ आहार अंधाधुंध फ़ैशन का पीछा करने से ज़्यादा महत्वपूर्ण है।,दैनिक जीवन विषय।
Chapter 3,俗世,सांसारिक संसार,सांसारिक संसार में भी सुंदरता के प्रति संवेदन बनी रह सकती है।,साहित्यिक।
Chapter 3,无可责备,दोष देने योग्य नहीं,"उसका व्यवहार सावधान और पूर्ण, निंदा के योग्य नहीं।",औपचारिक प्रशंसा।
Chapter 3,甚或,यहाँ तक कि (लिखित),बदलाव ने दैनिक पहनावे की आदतों तक को प्रभावित किया।,औपचारिक तीव्रक।
Chapter 3,有助于,मदद करता है,क्लासिक पढ़ना भाषा क्षमता बढ़ाने में मदद करता है।,于 के साथ औपचारिक संरचना।
Chapter 3,提升,बढ़ाना,उचित पोशाक व्यक्तित्व को निखार सकती है।,काम/जीवन में सामान्य।
Chapter 3,情趣,रुचि; आकर्षण,फूलों का गुलदस्ता कमरे में रुचि जोड़ता है।,सकारात्मक सौंदर्य।
Chapter 3,良性,सकारात्मक (चक्र),संयमित उपभोग सकारात्मक आदत बनाने में मदद करता है।,अक्सर 良性循环।
Chapter 3,宣泄,भावनाएँ निकालना,लिखना उसके लिए भावनाएँ निकालने का एक तरीका है।,मनोवैज्ञानिक शब्द।
Chapter 3,夕阳,सूर्यास्त; वृद्धावस्था रूपक),सूर्यास्त ने खिड़की की कपड़े रैक को सुनहरा कर दिया।,अक्सर काव्यात्मक।
Chapter 3,作伴,साथ देना,वह घर पर लिखते समय बिल्ली के साथ रहता है।,साहचर्य।
Chapter 3,活力,जीवन शक्ति,हल्के वसंत कपड़े से और जीवंत दिखते हैं।,सकारात्मक गुण।
Chapter 3,关爱,देखभाल,माता-पिता की देखभाल बच्चे के विकास के लिए महत्वपूर्ण सहारा है।,गर्म सामाजिक शब्द।
Chapter 3,底层,आधार परत; निचला वर्ग,वह निचले वर्ग के मज़दूरों की पहनावा ज़रूरतों पर ध्यान देता है।,सामाजिक स्तरीकरण।
Chapter 3,深思,गहन चिंतन,यह विषय गहन चिंतन के योग्य है।,औपचारिक चिंतन।
Chapter 3,体味,गहराई से अनुभव करना,धीरे-धीरे अनुभव करें तभी पाठ के पीछे भाव समझ आएगा।,साहित्यिक क्रिया।
Chapter 3,松糕鞋,प्लेटफ़ॉर्म जूते,"प्लेटफ़ॉर्म जूते एक समय चलन में थे, बाद में कम दिखे।",फैशन वस्तु।
Chapter 3,三娘教子,सं निआंग जिआो ज़ी (ओपेरा कथा),पाठ में परिवार शिक्षा के महत्व के लिए इस कथा का उल्लेख है।,सांस्कृतिक संदर्भ।
Chapter 3,性解放,यौन मुक्ति (शैक्षणिक संदर्भ),पाठ शैक्षणिक संदर्भ में यौन मुक्ति विचार पर चर्चा करता है।,तटस्थ शैक्षणिक स्वर।
Chapter 3,新新人类,नई पीढ़ी के युवा (1990s शब्द),नई पीढ़ी की सौंदर्य-दृष्टि पुराने रिश्तेदारों से भिन्न हो सकती है।,कालीन स्लैंग।
Chapter 3,毛蓝布,मोटा नीला सूती कपड़ा,बचपन में उसने एक बार मोटे नीले सूती की पैंट पहनी थी।,कालीन सामग्री शब्द।
Chapter 3,喇叭裤,घंटेदार पैंट,सत्तर के दशक में घंटेदार पैंट बहुत लोकप्रिय थीं।,फैशन इतिहास।
Chapter 4,蜗牛,घोंघा; धीमी गति (रूपक),लेखक धीमी जीवन शैली के लिए घोंघे का रूपक उपयोग करता है।,पाठ केंद्रीय रूपक।
Chapter 4,七荤八素,सिर चकराना; पूरी तरह उलझन,कई दिन ओवरटाइम से वह पूरी तरह उलझन में था।,बोलचाली मुहावरा।
Chapter 4,怨艾,विद्वेष; मन में बैर,अतीत पर बैर न रखें; छोड़ना ज़रूरी है।,साहित्यिक संज्ञा।
Chapter 4,闲者,फुर्सत वाला व्यक्ति,फुर्सत वाले को जीवन के सूक्ष्म विवरण देखने का समय मिलता है।,दार्शनिक निबंध शब्द।
Chapter 4,连声,लगातार; एक के बाद एक,"दर्शक लगातार तालियाँ बजाते, माहौल गर्म था।",क्रिया-विशेषण।
Chapter 4,赞许,प्रशंसा करना,शिक्षक ने उसके गंभीर अध्ययन रवैये की प्रशंसा की।,सकारात्मक मूल्यांकन।
Chapter 4,属,संबंधित होना; श्रेणी,"यह विषय जीवनशैली चर्चा से संबंधित है, बढ़ा-चढ़ाकर नहीं लेना चाहिए।",कई अर्थ; संदर्भ।
Chapter 4,版,संस्करण,पुस्तक का संशोधित संस्करण अधिक सटीक है।,प्रकाशन शब्द।
Chapter 4,足以,पर्याप्त होना,कुछ उदाहरण उसके विचार समझाने के लिए पर्याप्त हैं।,औपचारिक।
Chapter 4,接轨,जोड़ना; मेल खाना,शहर विकास को हरित विचारों से जोड़ना चाहिए।,अक्सर मानक/अर्थव्यवस्था।
Chapter 4,步伐,कदम; गति,"हमें अपनी गति समायोजित करनी चाहिए, हर चीज़ में भागना नहीं।",शाब्दिक और रूपक।
Chapter 4,提速,गति बढ़ाना,हाई-स्पीड रेल तेज़ होने से यात्रा समय कम हुआ।,आधुनिक जीवन शब्द।
Chapter 4,超速,गति सीमा से अधिक,"तेज़ गाड़ी चलाना बहुत खतरनाक है, रोकना चाहिए।",यातायात शब्द।
Chapter 4,镜头,कैमरा शॉट; लेंस,कैमरा धीरे-धीरे खाली सड़क पर घूमा।,मीडिया शब्दावली।
Chapter 4,隐去,ओझल होना,संध्या में दूर पहाड़ धीरे-धीरे ओझल हो गए।,साहित्यिक।
Chapter 4,起身,उठना,"वह उठकर खिड़की बंद की, कमरा शांत हुआ।",दैनिक गति।
Chapter 4,卡,अटकना; फ्रीज़,"कंप्यूटर फिर अटक गया, उसे काम रोकना पड़ा।",तकनीकी बोलचाल।
Chapter 4,家人,परिवार के सदस्य,"चाहे कितना व्यस्त हों, परिवार के लिए समय निकालें।",गर्म पारिवारिक शब्द।
Chapter 4,恋人,प्रेमी-प्रेमिका,प्रेमी सूर्यास्त में धीरे चले।,संबंध शब्द।
Chapter 4,书信,पत्र,वह दूर के दोस्तों से पत्रों से जुड़े रहे।,पारंपरिक संचार।
Chapter 4,灶,चूल्हा,"चूल्हे पर केतली उबल रही थी, हल्की आवाज़ आई।",घरेलू छवि।
Chapter 4,往日,पुराने दिन,पुराने दिनों में परिवार चूल्हे के आसपास इकट्ठा होता था।,नॉस्टैल्जिक।
Chapter 4,阖家,पूरा परिवार,वसंत उत्सव पूरे परिवार के मिलन का महत्वपूर्ण समय है।,लिखित/औपचारिक।
Chapter 4,进餐,भोजन करना,धीरे-धीरे चबाकर खाने से पाचन में मदद मिलती है।,खाने के लिए औपचारिक।
Chapter 4,天伦之乐,पारिवारिक आनंद,"सप्ताहांत घर जाकर पारिवारिक आनंद मिलता है, मन हल्का होता है।",पारिवारिक मुहावरा।
Chapter 4,追忆,स्मरण करना,वह धीमी जीवनशैली के पुराने दिनों को याद करता है।,साहित्यिक स्मृति।
Chapter 4,场景,दृश्य; परिवेश,शुरुआत का दृश्य वर्णन बहुत सूक्ष्म है।,कथा शब्द।
Chapter 4,弹簧,स्प्रिंग; उछाल (रूपक),"स्प्रिंग दबने के बाद उछलती है, जीवन की गति जैसी।",भौतिक रूपक पाठ में।
Chapter 4,松弛,आराम; ढीला,सप्ताहांत ने उसकी तनाव भरी नसों को आराम दिया।,तनाव के विपरीत।
Chapter 4,有心,जानबूझकर; ध्यान देना,"वह धीमा चलना चाहता था, पर काम के फोन ने बाधित किया।",इरादा या ध्यान।
Chapter 4,放缓,धीमा करना,शहर धीमी जीवनशैली की वकालत करने लगा।,नीति/जीवनशैली शब्द।
Chapter 4,步子,कदम,"उसके कदम धीमे हुए, सड़क का दृश्य साफ दिखा।",बोलचाल।
Chapter 4,人潮,भीड़ की लहर,"रश्ते के समय भीड़ उमड़ती है, मेट्रो बहुत भरी।",शहरी छवि।
Chapter 4,蒸汽机,भाप इंजन,भाप इंजन ने उत्पादन का तरीका बदल दिया।,औद्योगिक इतिहास।
Chapter 4,原意,मूल अर्थ; मकसद,अंश काटकर लेखक का मूल मकसद विकृत हो जाता है।,पाठ व्याख्या।
Chapter 4,劳动力,श्रमिक बल,भाप युग ने बड़ी मात्रा में श्रम मुक्त किया।,आर्थिक शब्द।
Chapter 4,随之而起,उसके साथ उठना,नई तकनीक के साथ जीवन की गति भी तेज़ होती गई।,औपचारिक अनुक्रम।
Chapter 4,休闲,आराम; फुर्सत का समय,सप्ताहांत वह घर पर पढ़कर आराम करना पसंद करता है।,आधुनिक जीवनशैली।
Chapter 4,增,बढ़ाना,हाल के वर्षों में शहरी जनसंख्या लगातार बढ़ी।,अक्सर यौगिकों में।
Chapter 4,后期,बाद का चरण,यह निबंध बाद के चरण में कई बार संशोधित हुआ।,समय अवधि।
Chapter 4,大大,काफ़ी; बहुत,नीति ने अनुमोदन समय काफ़ी घटा दिया।,बोलचाल तीव्रक।
Chapter 4,精简,सरल और छोटा करना,बैठकें सरल करें ताकि सोचने का समय बचे।,सकारात्मक दक्षता।
Chapter 4,冷冰冰,बर्फ़ीला; रूखा,बर्फ़ीले आँकड़ों के पीछे भी इंसानी गर्माहट होती है।,दोहराव।
Chapter 4,失却,खो देना,तेज़ गति ने धीमी बातचीत का धैर्य खो दिया।,साहित्यिक।
Chapter 4,浪漫,रोमांटिक,"उसमें अभी थोड़ा रोमांटिकपन है, रात टहलना पसंद है।",सकारात्मक सौंदर्य।
Chapter 4,悠闲,आरामदायक; सुस्त,"छोटे कस्बे की ज़िंदगी आरामदायक है, समय धीमा लगता है।",आदर्श धीमी ज़िंदगी।
Chapter 4,节奏,लय; गति,अपनी लय ढूँढना अंधी तेज़ी से ज़्यादा महत्वपूर्ण है।,पाठ का केंद्रीय विषय।
Chapter 4,目眩,चक्कर; चौंधिया,"नियॉन रोशनी आँखें चौंधिया देती है, दिशा भटका सकती है।",शारीरिक संवेदना।
Chapter 4,递增,क्रमिक वृद्धि,"शहरी दबाव साल-दर-साल बढ़ता है, संतुलन चाहिए।",प्रवृत्ति वर्णन।
Chapter 4,分秒必争,हर पल की कीमत,"वह काम में हर पल की कीमत समझता है, कम आराम करता है।",व्यस्त जीवनशैली।
Chapter 4,视为,मानना,कई लोग व्यस्तता को सफलता का संकेत मानते हैं।,औपचारिक।
Chapter 4,等同,बराबर मानना,दक्षता मानवीय समृद्धि के बराबर नहीं।,तुलना।
Chapter 4,懒惰,आलसी,धीमी ज़िंदगी का मतलब आलस नहीं।,अक्सर नकारात्मक।
Chapter 4,资讯,सूचना; समाचार,"सूचना जितनी ज़्यादा, उतना छँटनी सीखनी ज़रूरी।",आधुनिक मीडिया शब्द।
Chapter 4,快捷,तेज़ और सुविधाजनक,तेज़ का मतलब उच्च गुणवत्ता नहीं; लक्ष्य समझें।,आधुनिक जीवन।
